date,lsoa11cd,lsoa11nm,measure,value
2017-05-01,E01005758,Stockport 014B,total claimants,320
2017-05-01,E01005918,Stockport 014D,total claimants,275
2017-05-01,E01005873,Stockport 015C,total claimants,50
2017-05-01,E01005870,Stockport 015A,total claimants,50
2017-05-01,E01005871,Stockport 015B,total claimants,60
2017-05-01,E01005875,Stockport 015D,total claimants,35
2017-05-01,E01005764,Stockport 016A,total claimants,65
2017-05-01,E01005816,Stockport 016B,total claimants,55
2017-05-01,E01005817,Stockport 016C,total claimants,60
2017-05-01,E01005822,Stockport 016D,total claimants,180
2017-05-01,E01005880,Stockport 017A,total claimants,20
2017-05-01,E01005881,Stockport 017B,total claimants,10
2017-05-01,E01005883,Stockport 017C,total claimants,15
2017-05-01,E01005908,Stockport 017D,total claimants,5
2017-05-01,E01005823,Stockport 018F,total claimants,100
2017-05-01,E01005818,Stockport 018B,total claimants,65
2017-05-01,E01005819,Stockport 018C,total claimants,35
2017-05-01,E01005820,Stockport 018D,total claimants,50
2017-05-01,E01005821,Stockport 018E,total claimants,70
2017-05-01,E01005765,Stockport 018A,total claimants,25
2017-05-01,E01005825,Stockport 019A,total claimants,50
2017-05-01,E01005876,Stockport 019D,total claimants,45
2017-05-01,E01005877,Stockport 019E,total claimants,50
2017-05-01,E01005872,Stockport 019B,total claimants,100
2017-05-01,E01005874,Stockport 019C,total claimants,230
2017-05-01,E01005878,Stockport 020A,total claimants,85
2017-05-01,E01005879,Stockport 020B,total claimants,60
2017-05-01,E01005884,Stockport 020D,total claimants,20
2017-05-01,E01005885,Stockport 020E,total claimants,40
2017-05-01,E01005882,Stockport 020C,total claimants,25
2017-05-01,E01005835,Stockport 021C,total claimants,25
2017-05-01,E01005837,Stockport 021D,total claimants,30
2017-05-01,E01005843,Stockport 021E,total claimants,25
2017-05-01,E01005832,Stockport 021A,total claimants,65
2017-05-01,E01005833,Stockport 021B,total claimants,55
2017-05-01,E01005769,Stockport 022A,total claimants,25
2017-05-01,E01005778,Stockport 022B,total claimants,30
2017-05-01,E01005779,Stockport 022C,total claimants,55
2017-05-01,E01005780,Stockport 022D,total claimants,35
2017-05-01,E01005781,Stockport 022E,total claimants,185
2017-05-01,E01005759,Stockport 023A,total claimants,50
2017-05-01,E01005760,Stockport 023B,total claimants,80
2017-05-01,E01005804,Stockport 023E,total claimants,65
2017-05-01,E01005797,Stockport 023C,total claimants,90
2017-05-01,E01005800,Stockport 023D,total claimants,30
2017-05-01,E01005824,Stockport 024A,total claimants,35
2017-05-01,E01005826,Stockport 024B,total claimants,100
2017-05-01,E01005827,Stockport 024C,total claimants,50
2017-05-01,E01005828,Stockport 024D,total claimants,145
2017-05-01,E01005829,Stockport 024E,total claimants,85
2017-05-01,E01005770,Stockport 025B,total claimants,25
2017-05-01,E01005771,Stockport 025C,total claimants,35
2017-05-01,E01005768,Stockport 025A,total claimants,30
2017-05-01,E01005775,Stockport 025D,total claimants,25
2017-05-01,E01005761,Stockport 026A,total claimants,75
2017-05-01,E01005762,Stockport 026B,total claimants,160
2017-05-01,E01005763,Stockport 026C,total claimants,105
2017-05-01,E01005799,Stockport 026D,total claimants,125
2017-05-01,E01005830,Stockport 027E,total claimants,40
2017-05-01,E01005831,Stockport 027F,total claimants,45
2017-05-01,E01005801,Stockport 027B,total claimants,35
2017-05-01,E01005802,Stockport 027C,total claimants,25
2017-05-01,E01005803,Stockport 027D,total claimants,25
2017-05-01,E01005798,Stockport 027A,total claimants,110
2017-05-01,E01005767,Stockport 028A,total claimants,40
2017-05-01,E01005776,Stockport 028E,total claimants,15
2017-05-01,E01005772,Stockport 028B,total claimants,20
2017-05-01,E01005773,Stockport 028C,total claimants,50
2017-05-01,E01005774,Stockport 028D,total claimants,130
2017-05-01,E01005909,Stockport 029A,total claimants,25
2017-05-01,E01005910,Stockport 029B,total claimants,75
2017-05-01,E01005911,Stockport 029C,total claimants,25
2017-05-01,E01005912,Stockport 029D,total claimants,25
2017-05-01,E01005782,Stockport 030A,total claimants,35
2017-05-01,E01005783,Stockport 030B,total claimants,45
2017-05-01,E01005784,Stockport 030C,total claimants,20
2017-05-01,E01005785,Stockport 030D,total claimants,25
2017-05-01,E01005786,Stockport 030E,total claimants,20
2017-05-01,E01005834,Stockport 031A,total claimants,85
2017-05-01,E01005840,Stockport 031D,total claimants,60
2017-05-01,E01005838,Stockport 031C,total claimants,60
2017-05-01,E01005836,Stockport 031B,total claimants,55
2017-05-01,E01005927,Stockport 032A,total claimants,15
2017-05-01,E01005928,Stockport 032B,total claimants,70
2017-05-01,E01005929,Stockport 032C,total claimants,10
2017-05-01,E01005930,Stockport 032D,total claimants,5
2017-05-01,E01005813,Stockport 033B,total claimants,30
2017-05-01,E01005814,Stockport 033C,total claimants,20
2017-05-01,E01005815,Stockport 033D,total claimants,15
2017-05-01,E01005806,Stockport 033A,total claimants,10
2017-05-01,E01005790,Stockport 034D,total claimants,60
2017-05-01,E01005787,Stockport 034B,total claimants,10
2017-05-01,E01005788,Stockport 034C,total claimants,25
2017-05-01,E01005777,Stockport 034A,total claimants,60
2017-05-01,E01005807,Stockport 035B,total claimants,15
2017-05-01,E01005805,Stockport 035A,total claimants,15
2017-05-01,E01005839,Stockport 035C,total claimants,15
2017-05-01,E01005841,Stockport 035D,total claimants,25
2017-05-01,E01005849,Stockport 036C,total claimants,20
2017-05-01,E01005851,Stockport 036D,total claimants,30
2017-05-01,E01005844,Stockport 036A,total claimants,55
2017-05-01,E01005845,Stockport 036B,total claimants,40
2017-05-01,E01005808,Stockport 037A,total claimants,20
2017-05-01,E01005809,Stockport 037B,total claimants,20
2017-05-01,E01005810,Stockport 037C,total claimants,30
2017-05-01,E01005811,Stockport 037D,total claimants,15
2017-05-01,E01005812,Stockport 037E,total claimants,15
2017-05-01,E01005842,Stockport 038A,total claimants,35
2017-05-01,E01005913,Stockport 038D,total claimants,35
2017-05-01,E01005906,Stockport 038B,total claimants,35
2017-05-01,E01005907,Stockport 038C,total claimants,15
2017-05-01,E01005791,Stockport 039B,total claimants,50
2017-05-01,E01005793,Stockport 039C,total claimants,30
2017-05-01,E01005795,Stockport 039D,total claimants,15
2017-05-01,E01005796,Stockport 039E,total claimants,15
2017-05-01,E01005789,Stockport 039A,total claimants,25
2017-05-01,E01005850,Stockport 040D,total claimants,80
2017-05-01,E01005846,Stockport 040A,total claimants,35
2017-05-01,E01005847,Stockport 040B,total claimants,40
2017-05-01,E01005848,Stockport 040C,total claimants,40
2017-05-01,E01005794,Stockport 041B,total claimants,15
2017-05-01,E01005792,Stockport 041A,total claimants,15
2017-05-01,E01005931,Stockport 041D,total claimants,15
2017-05-01,E01005923,Stockport 041C,total claimants,10
2017-05-01,E01005924,Stockport 042A,total claimants,15
2017-05-01,E01005925,Stockport 042B,total claimants,20
2017-05-01,E01005926,Stockport 042C,total claimants,10
2017-05-01,E01005932,Stockport 042D,total claimants,15
2017-05-01,E01006053,Tameside 001A,total claimants,45
2017-05-01,E01006054,Tameside 001B,total claimants,130
2017-05-01,E01006055,Tameside 001C,total claimants,40
2017-05-01,E01006057,Tameside 001D,total claimants,35
2017-05-01,E01006058,Tameside 001E,total claimants,80
2017-05-01,E01006059,Tameside 001F,total claimants,35
2017-05-01,E01005938,Tameside 002A,total claimants,90
2017-05-01,E01005939,Tameside 002B,total claimants,40
2017-05-01,E01005940,Tameside 002C,total claimants,45
2017-05-01,E01005955,Tameside 002D,total claimants,35
2017-05-01,E01006056,Tameside 003A,total claimants,105
2017-05-01,E01006061,Tameside 003B,total claimants,115
2017-05-01,E01006062,Tameside 003C,total claimants,35
2017-05-01,E01006063,Tameside 003D,total claimants,30
2017-05-01,E01005936,Tameside 004A,total claimants,40
2017-05-01,E01005937,Tameside 004B,total claimants,95
2017-05-01,E01005945,Tameside 004C,total claimants,145
2017-05-01,E01005946,Tameside 004D,total claimants,70
2017-05-01,E01005947,Tameside 004E,total claimants,150
2017-05-01,E01005956,Tameside 005B,total claimants,60
2017-05-01,E01005957,Tameside 005C,total claimants,55
2017-05-01,E01005958,Tameside 005D,total claimants,110
2017-05-01,E01005959,Tameside 005E,total claimants,115
2017-05-01,E01005954,Tameside 005A,total claimants,105
2017-05-01,E01005960,Tameside 006E,total claimants,105
2017-05-01,E01005949,Tameside 006D,total claimants,85
2017-05-01,E01005933,Tameside 006A,total claimants,120
2017-05-01,E01005934,Tameside 006B,total claimants,65
2017-05-01,E01005935,Tameside 006C,total claimants,140
2017-05-01,E01005941,Tameside 007A,total claimants,180
2017-05-01,E01005942,Tameside 007B,total claimants,55
2017-05-01,E01005943,Tameside 007C,total claimants,90
2017-05-01,E01005944,Tameside 007D,total claimants,70
2017-05-01,E01006064,Tameside 008B,total claimants,150
2017-05-01,E01006065,Tameside 008C,total claimants,65
2017-05-01,E01006066,Tameside 008D,total claimants,90
2017-05-01,E01006060,Tameside 008A,total claimants,125
2017-05-01,E01006073,Tameside 009D,total claimants,105
2017-05-01,E01006067,Tameside 009A,total claimants,35
2017-05-01,E01006068,Tameside 009B,total claimants,110
2017-05-01,E01006069,Tameside 009C,total claimants,110
2017-05-01,E01006000,Tameside 010E,total claimants,135
2017-05-01,E01005995,Tameside 010B,total claimants,35
2017-05-01,E01005996,Tameside 010C,total claimants,80
2017-05-01,E01005997,Tameside 010D,total claimants,70
2017-05-01,E01005993,Tameside 010A,total claimants,35
2017-05-01,E01005994,Tameside 011A,total claimants,70
2017-05-01,E01005999,Tameside 011B,total claimants,115
2017-05-01,E01006002,Tameside 011C,total claimants,60
2017-05-01,E01006004,Tameside 011D,total claimants,40
2017-05-01,E01006005,Tameside 011E,total claimants,105
2017-05-01,E01006007,Tameside 011F,total claimants,75
2017-05-01,E01006006,Tameside 012D,total claimants,55
2017-05-01,E01006003,Tameside 012C,total claimants,75
2017-05-01,E01006001,Tameside 012B,total claimants,60
2017-05-01,E01005998,Tameside 012A,total claimants,80
2017-05-01,E01005950,Tameside 013B,total claimants,75
2017-05-01,E01005951,Tameside 013C,total claimants,100
2017-05-01,E01005952,Tameside 013D,total claimants,305
2017-05-01,E01005953,Tameside 013E,total claimants,165
2017-05-01,E01005948,Tameside 013A,total claimants,290
2017-05-01,E01005961,Tameside 014A,total claimants,50
2017-05-01,E01005962,Tameside 014B,total claimants,35
2017-05-01,E01005968,Tameside 014C,total claimants,35
2017-05-01,E01005969,Tameside 014D,total claimants,35
2017-05-01,E01006022,Tameside 015A,total claimants,55
2017-05-01,E01006023,Tameside 015B,total claimants,150
2017-05-01,E01006070,Tameside 015C,total claimants,35
2017-05-01,E01006071,Tameside 015D,total claimants,20
2017-05-01,E01006072,Tameside 015E,total claimants,15
2017-05-01,E01006017,Tameside 016B,total claimants,25
2017-05-01,E01006018,Tameside 016C,total claimants,20
2017-05-01,E01006009,Tameside 016A,total claimants,75
2017-05-01,E01006021,Tameside 016D,total claimants,40
2017-05-01,E01006010,Tameside 017B,total claimants,95
2017-05-01,E01006008,Tameside 017A,total claimants,45
2017-05-01,E01006012,Tameside 017C,total claimants,70
2017-05-01,E01006015,Tameside 017D,total claimants,35
2017-05-01,E01006016,Tameside 017E,total claimants,225
2017-05-01,E01006013,Tameside 018B,total claimants,40
2017-05-01,E01006014,Tameside 018C,total claimants,65
2017-05-01,E01006019,Tameside 018D,total claimants,170
2017-05-01,E01006020,Tameside 018E,total claimants,70
2017-05-01,E01006011,Tameside 018A,total claimants,125
2017-05-01,E01005963,Tameside 019A,total claimants,25
2017-05-01,E01005964,Tameside 019B,total claimants,55
2017-05-01,E01005965,Tameside 019C,total claimants,100
2017-05-01,E01005966,Tameside 019D,total claimants,75
2017-05-01,E01005967,Tameside 019E,total claimants,120
2017-05-01,E01006031,Tameside 020A,total claimants,115
2017-05-01,E01006032,Tameside 020B,total claimants,100
2017-05-01,E01006033,Tameside 020C,total claimants,125
2017-05-01,E01006034,Tameside 020D,total claimants,135
2017-05-01,E01006035,Tameside 020E,total claimants,120
2017-05-01,E01006036,Tameside 020F,total claimants,140
2017-05-01,E01005970,Tameside 021A,total claimants,55
2017-05-01,E01005972,Tameside 021B,total claimants,90
2017-05-01,E01005974,Tameside 021C,total claimants,95
2017-05-01,E01005975,Tameside 021D,total claimants,85
2017-05-01,E01006037,Tameside 022C,total claimants,30
2017-05-01,E01006038,Tameside 022D,total claimants,45
2017-05-01,E01006024,Tameside 022A,total claimants,20
2017-05-01,E01006026,Tameside 022B,total claimants,100
2017-05-01,E01006047,Tameside 023A,total claimants,75
2017-05-01,E01006048,Tameside 023B,total claimants,40
2017-05-01,E01006049,Tameside 023C,total claimants,75
2017-05-01,E01006051,Tameside 023D,total claimants,50
2017-05-01,E01005990,Tameside 024D,total claimants,40
2017-05-01,E01005991,Tameside 024E,total claimants,40
2017-05-01,E01005985,Tameside 024A,total claimants,45
2017-05-01,E01005987,Tameside 024B,total claimants,50
2017-05-01,E01005988,Tameside 024C,total claimants,25
2017-05-01,E01005989,Tameside 025C,total claimants,35
2017-05-01,E01005986,Tameside 025B,total claimants,55
2017-05-01,E01005992,Tameside 025D,total claimants,70
2017-05-01,E01005971,Tameside 025A,total claimants,55
2017-05-01,E01005973,Tameside 026A,total claimants,35
2017-05-01,E01005976,Tameside 026B,total claimants,100
2017-05-01,E01005977,Tameside 026C,total claimants,55
2017-05-01,E01005978,Tameside 026D,total claimants,85
2017-05-01,E01006050,Tameside 027C,total claimants,155
2017-05-01,E01006027,Tameside 027B,total claimants,155
2017-05-01,E01006025,Tameside 027A,total claimants,145
2017-05-01,E01006052,Tameside 027D,total claimants,160
2017-05-01,E01006028,Tameside 028A,total claimants,150
2017-05-01,E01006029,Tameside 028B,total claimants,85
2017-05-01,E01006030,Tameside 028C,total claimants,120
2017-05-01,E01006039,Tameside 028D,total claimants,95
2017-05-01,E01006040,Tameside 028E,total claimants,110
2017-05-01,E01006041,Tameside 028F,total claimants,60
2017-05-01,E01005979,Tameside 029A,total claimants,90
2017-05-01,E01005980,Tameside 029B,total claimants,90
2017-05-01,E01005981,Tameside 029C,total claimants,110
2017-05-01,E01005982,Tameside 029D,total claimants,75
2017-05-01,E01005983,Tameside 029E,total claimants,40
2017-05-01,E01005984,Tameside 029F,total claimants,115
2017-05-01,E01006042,Tameside 030A,total claimants,40
2017-05-01,E01006043,Tameside 030B,total claimants,60
2017-05-01,E01006044,Tameside 030C,total claimants,45
2017-05-01,E01006045,Tameside 030D,total claimants,15
2017-05-01,E01006046,Tameside 030E,total claimants,30
2017-05-01,E01006109,Trafford 001A,total claimants,135
2017-05-01,E01006110,Trafford 001B,total claimants,85
2017-05-01,E01006111,Trafford 001C,total claimants,95
2017-05-01,E01006112,Trafford 001D,total claimants,125
2017-05-01,E01006185,Trafford 001E,total claimants,170
2017-05-01,E01006188,Trafford 001F,total claimants,80
2017-05-01,E01006116,Trafford 002A,total claimants,30
2017-05-01,E01006117,Trafford 002B,total claimants,25
2017-05-01,E01006118,Trafford 002C,total claimants,65
2017-05-01,E01006119,Trafford 002D,total claimants,45
2017-05-01,E01006121,Trafford 002E,total claimants,50
2017-05-01,E01006189,Trafford 003D,total claimants,95
2017-05-01,E01006186,Trafford 003B,total claimants,80
2017-05-01,E01006187,Trafford 003C,total claimants,130
2017-05-01,E01006141,Trafford 003A,total claimants,75
2017-05-01,E01006145,Trafford 004D,total claimants,100
2017-05-01,E01006146,Trafford 004E,total claimants,55
2017-05-01,E01006113,Trafford 004A,total claimants,45
2017-05-01,E01006114,Trafford 004B,total claimants,95
2017-05-01,E01006115,Trafford 004C,total claimants,85
2017-05-01,E01006122,Trafford 005A,total claimants,40
2017-05-01,E01006123,Trafford 005B,total claimants,50
2017-05-01,E01006124,Trafford 005C,total claimants,20
2017-05-01,E01006131,Trafford 005E,total claimants,50
2017-05-01,E01006128,Trafford 005D,total claimants,40
2017-05-01,E01006155,Trafford 006A,total claimants,30
2017-05-01,E01006157,Trafford 006B,total claimants,55
2017-05-01,E01006159,Trafford 006C,total claimants,115
2017-05-01,E01006182,Trafford 006D,total claimants,30
2017-05-01,E01006183,Trafford 006E,total claimants,50
2017-05-01,E01006130,Trafford 007D,total claimants,40
2017-05-01,E01006132,Trafford 007E,total claimants,70
2017-05-01,E01006125,Trafford 007A,total claimants,40
2017-05-01,E01006126,Trafford 007B,total claimants,110
2017-05-01,E01006127,Trafford 007C,total claimants,45
2017-05-01,E01006184,Trafford 008D,total claimants,90
2017-05-01,E01006179,Trafford 008C,total claimants,125
2017-05-01,E01006158,Trafford 008B,total claimants,105
2017-05-01,E01006156,Trafford 008A,total claimants,65
2017-05-01,E01006198,Trafford 009A,total claimants,70
2017-05-01,E01006199,Trafford 009B,total claimants,70
2017-05-01,E01006200,Trafford 009C,total claimants,45
2017-05-01,E01006201,Trafford 009D,total claimants,60
2017-05-01,E01006202,Trafford 009E,total claimants,45
2017-05-01,E01006203,Trafford 010E,total claimants,20
2017-05-01,E01006197,Trafford 010D,total claimants,35
2017-05-01,E01006120,Trafford 010A,total claimants,25
2017-05-01,E01006133,Trafford 010C,total claimants,40
2017-05-01,E01006129,Trafford 010B,total claimants,75
2017-05-01,E01006180,Trafford 011D,total claimants,60
2017-05-01,E01006181,Trafford 011E,total claimants,70
2017-05-01,E01006142,Trafford 011A,total claimants,60
2017-05-01,E01006143,Trafford 011B,total claimants,50
2017-05-01,E01006144,Trafford 011C,total claimants,120
2017-05-01,E01006147,Trafford 012A,total claimants,15
2017-05-01,E01006149,Trafford 012B,total claimants,40
2017-05-01,E01006150,Trafford 012C,total claimants,55
2017-05-01,E01006165,Trafford 012E,total claimants,50
2017-05-01,E01006154,Trafford 012D,total claimants,20
2017-05-01,E01006166,Trafford 013A,total claimants,70
2017-05-01,E01006169,Trafford 013B,total claimants,45
2017-05-01,E01006170,Trafford 013C,total claimants,25
2017-05-01,E01006171,Trafford 013D,total claimants,120
2017-05-01,E01006174,Trafford 014D,total claimants,45
2017-05-01,E01006164,Trafford 014C,total claimants,35
2017-05-01,E01006178,Trafford 014E,total claimants,35
2017-05-01,E01006098,Trafford 014A,total claimants,20
2017-05-01,E01006099,Trafford 014B,total claimants,25
2017-05-01,E01006097,Trafford 015A,total claimants,20
2017-05-01,E01006160,Trafford 015B,total claimants,90
2017-05-01,E01006161,Trafford 015C,total claimants,35
2017-05-01,E01006162,Trafford 015D,total claimants,20
2017-05-01,E01006163,Trafford 015E,total claimants,30
2017-05-01,E01006172,Trafford 016E,total claimants,40
2017-05-01,E01006151,Trafford 016B,total claimants,10
2017-05-01,E01006152,Trafford 016C,total claimants,15
2017-05-01,E01006153,Trafford 016D,total claimants,20
2017-05-01,E01006148,Trafford 016A,total claimants,55
2017-05-01,E01006104,Trafford 017A,total claimants,100
2017-05-01,E01006105,Trafford 017B,total claimants,160
2017-05-01,E01006106,Trafford 017C,total claimants,95
2017-05-01,E01006107,Trafford 017D,total claimants,105
2017-05-01,E01006108,Trafford 017E,total claimants,150
2017-05-01,E01006102,Trafford 018A,total claimants,45
2017-05-01,E01006173,Trafford 018B,total claimants,25
2017-05-01,E01006175,Trafford 018C,total claimants,120
2017-05-01,E01006176,Trafford 018D,total claimants,45
2017-05-01,E01006177,Trafford 018E,total claimants,95
2017-05-01,E01006167,Trafford 019D,total claimants,175
2017-05-01,E01006168,Trafford 019E,total claimants,155
2017-05-01,E01006095,Trafford 019C,total claimants,30
2017-05-01,E01006091,Trafford 019A,total claimants,50
2017-05-01,E01006092,Trafford 019B,total claimants,80
2017-05-01,E01006096,Trafford 020C,total claimants,10
2017-05-01,E01006090,Trafford 020A,total claimants,50
2017-05-01,E01006094,Trafford 020B,total claimants,15
2017-05-01,E01006100,Trafford 020D,total claimants,45
2017-05-01,E01006103,Trafford 020E,total claimants,10
2017-05-01,E01006101,Trafford 021A,total claimants,10
2017-05-01,E01006195,Trafford 021C,total claimants,20
2017-05-01,E01006196,Trafford 021D,total claimants,20
2017-05-01,E01006190,Trafford 021B,total claimants,20
2017-05-01,E01006210,Trafford 021E,total claimants,45
2017-05-01,E01006211,Trafford 022E,total claimants,65
2017-05-01,E01006206,Trafford 022B,total claimants,70
2017-05-01,E01006207,Trafford 022C,total claimants,160
2017-05-01,E01006208,Trafford 022D,total claimants,45
2017-05-01,E01006204,Trafford 022A,total claimants,40
2017-05-01,E01006205,Trafford 023D,total claimants,15
2017-05-01,E01006209,Trafford 023E,total claimants,25
2017-05-01,E01006191,Trafford 023B,total claimants,25
2017-05-01,E01006192,Trafford 023C,total claimants,20
2017-05-01,E01006093,Trafford 023A,total claimants,15
2017-05-01,E01006089,Trafford 024C,total claimants,35
2017-05-01,E01006080,Trafford 024B,total claimants,35
2017-05-01,E01006078,Trafford 024A,total claimants,45
2017-05-01,E01006193,Trafford 024D,total claimants,10
2017-05-01,E01006194,Trafford 024E,total claimants,60
2017-05-01,E01006079,Trafford 025D,total claimants,25
2017-05-01,E01006074,Trafford 025A,total claimants,70
2017-05-01,E01006075,Trafford 025B,total claimants,30
2017-05-01,E01006076,Trafford 025C,total claimants,30
2017-05-01,E01006087,Trafford 025E,total claimants,15
2017-05-01,E01006088,Trafford 026C,total claimants,20
2017-05-01,E01006083,Trafford 026A,total claimants,5
2017-05-01,E01006084,Trafford 026B,total claimants,10
2017-05-01,E01006139,Trafford 026D,total claimants,15
2017-05-01,E01006140,Trafford 026E,total claimants,25
2017-05-01,E01006085,Trafford 027D,total claimants,10
2017-05-01,E01006086,Trafford 027E,total claimants,35
2017-05-01,E01006077,Trafford 027A,total claimants,45
2017-05-01,E01006081,Trafford 027B,total claimants,10
2017-05-01,E01006082,Trafford 027C,total claimants,10
2017-05-01,E01006134,Trafford 028A,total claimants,10
2017-05-01,E01006135,Trafford 028B,total claimants,20
2017-05-01,E01006136,Trafford 028C,total claimants,10
2017-05-01,E01006137,Trafford 028D,total claimants,15
2017-05-01,E01006138,Trafford 028E,total claimants,50
2017-05-01,E01006319,Wigan 001D,total claimants,20
2017-05-01,E01006315,Wigan 001A,total claimants,20
2017-05-01,E01006316,Wigan 001B,total claimants,30
2017-05-01,E01006317,Wigan 001C,total claimants,35
2017-05-01,E01006229,Wigan 002A,total claimants,20
2017-05-01,E01006230,Wigan 002B,total claimants,30
2017-05-01,E01006233,Wigan 002C,total claimants,30
2017-05-01,E01006237,Wigan 002D,total claimants,20
2017-05-01,E01006238,Wigan 002E,total claimants,90
2017-05-01,E01006259,Wigan 003A,total claimants,45
2017-05-01,E01006318,Wigan 003E,total claimants,25
2017-05-01,E01006320,Wigan 003F,total claimants,30
2017-05-01,E01006321,Wigan 003G,total claimants,25
2017-05-01,E01006312,Wigan 003B,total claimants,20
2017-05-01,E01006313,Wigan 003C,total claimants,55
2017-05-01,E01006314,Wigan 003D,total claimants,45
2017-05-01,E01006234,Wigan 004C,total claimants,50
2017-05-01,E01006235,Wigan 004D,total claimants,100
2017-05-01,E01006231,Wigan 004A,total claimants,40
2017-05-01,E01006232,Wigan 004B,total claimants,30
2017-05-01,E01006253,Wigan 005A,total claimants,75
2017-05-01,E01006254,Wigan 005B,total claimants,90
2017-05-01,E01006255,Wigan 005C,total claimants,45
2017-05-01,E01006256,Wigan 005D,total claimants,55
2017-05-01,E01006260,Wigan 005E,total claimants,90
2017-05-01,E01006372,Wigan 006B,total claimants,15
2017-05-01,E01006373,Wigan 006C,total claimants,25
2017-05-01,E01006374,Wigan 006D,total claimants,20
2017-05-01,E01006370,Wigan 006A,total claimants,125
2017-05-01,E01006390,Wigan 006E,total claimants,65
2017-05-01,E01006391,Wigan 007D,total claimants,45
2017-05-01,E01006388,Wigan 007B,total claimants,90
2017-05-01,E01006389,Wigan 007C,total claimants,55
2017-05-01,E01006236,Wigan 007A,total claimants,30
2017-05-01,E01006257,Wigan 008A,total claimants,35
2017-05-01,E01006258,Wigan 008B,total claimants,65
2017-05-01,E01006369,Wigan 008C,total claimants,160
2017-05-01,E01006371,Wigan 008D,total claimants,50
2017-05-01,E01006375,Wigan 008E,total claimants,45
2017-05-01,E01006386,Wigan 009C,total claimants,215
2017-05-01,E01006387,Wigan 009D,total claimants,45
2017-05-01,E01006392,Wigan 009E,total claimants,110
2017-05-01,E01006306,Wigan 009A,total claimants,165
2017-05-01,E01006307,Wigan 009B,total claimants,95
2017-05-01,E01006350,Wigan 010A,total claimants,140
2017-05-01,E01006351,Wigan 010B,total claimants,190
2017-05-01,E01006357,Wigan 010C,total claimants,140
2017-05-01,E01006360,Wigan 010D,total claimants,135
2017-05-01,E01006361,Wigan 010E,total claimants,155
2017-05-01,E01006356,Wigan 011A,total claimants,110
2017-05-01,E01006396,Wigan 011B,total claimants,35
2017-05-01,E01006397,Wigan 011C,total claimants,80
2017-05-01,E01006398,Wigan 011D,total claimants,85
2017-05-01,E01006399,Wigan 011E,total claimants,65
2017-05-01,E01006308,Wigan 012B,total claimants,100
2017-05-01,E01006309,Wigan 012C,total claimants,110
2017-05-01,E01006310,Wigan 012D,total claimants,110
2017-05-01,E01006311,Wigan 012E,total claimants,85
2017-05-01,E01006305,Wigan 012A,total claimants,125
2017-05-01,E01006269,Wigan 013A,total claimants,100
2017-05-01,E01006271,Wigan 013B,total claimants,65
2017-05-01,E01006272,Wigan 013C,total claimants,90
2017-05-01,E01006273,Wigan 013D,total claimants,80
2017-05-01,E01006276,Wigan 013E,total claimants,80
2017-05-01,E01006358,Wigan 014D,total claimants,110
2017-05-01,E01006359,Wigan 014E,total claimants,70
2017-05-01,E01006353,Wigan 014A,total claimants,70
2017-05-01,E01006354,Wigan 014B,total claimants,100
2017-05-01,E01006355,Wigan 014C,total claimants,55
2017-05-01,E01006352,Wigan 015B,total claimants,90
2017-05-01,E01006349,Wigan 015A,total claimants,70
2017-05-01,E01006404,Wigan 015C,total claimants,100
2017-05-01,E01006405,Wigan 015D,total claimants,110
2017-05-01,E01006411,Wigan 015E,total claimants,155
2017-05-01,E01006286,Wigan 016E,total claimants,65
2017-05-01,E01006277,Wigan 016D,total claimants,30
2017-05-01,E01006274,Wigan 016B,total claimants,100
2017-05-01,E01006275,Wigan 016C,total claimants,130
2017-05-01,E01006270,Wigan 016A,total claimants,95
2017-05-01,E01006289,Wigan 017E,total claimants,210
2017-05-01,E01006239,Wigan 017A,total claimants,225
2017-05-01,E01006240,Wigan 017B,total claimants,125
2017-05-01,E01006241,Wigan 017C,total claimants,205
2017-05-01,E01006287,Wigan 017D,total claimants,25
2017-05-01,E01006362,Wigan 018A,total claimants,30
2017-05-01,E01006363,Wigan 018B,total claimants,25
2017-05-01,E01006364,Wigan 018C,total claimants,80
2017-05-01,E01006365,Wigan 018D,total claimants,55
2017-05-01,E01006366,Wigan 018E,total claimants,85
2017-05-01,E01006367,Wigan 018F,total claimants,30
2017-05-01,E01006368,Wigan 018G,total claimants,35
2017-05-01,E01006285,Wigan 019E,total claimants,40
2017-05-01,E01006278,Wigan 019A,total claimants,70
2017-05-01,E01006279,Wigan 019B,total claimants,35
2017-05-01,E01006280,Wigan 019C,total claimants,75
2017-05-01,E01006281,Wigan 019D,total claimants,40
2017-05-01,E01006406,Wigan 020A,total claimants,55
2017-05-01,E01006407,Wigan 020B,total claimants,45
2017-05-01,E01006408,Wigan 020C,total claimants,85
2017-05-01,E01006409,Wigan 020D,total claimants,30
2017-05-01,E01006410,Wigan 020E,total claimants,40
2017-05-01,E01006393,Wigan 021A,total claimants,30
2017-05-01,E01006394,Wigan 021B,total claimants,20
2017-05-01,E01006395,Wigan 021C,total claimants,50
2017-05-01,E01006400,Wigan 021D,total claimants,25
2017-05-01,E01006401,Wigan 021E,total claimants,25
2017-05-01,E01006402,Wigan 021F,total claimants,20
2017-05-01,E01006403,Wigan 021G,total claimants,35
2017-05-01,E01006290,Wigan 022A,total claimants,30
2017-05-01,E01006291,Wigan 022B,total claimants,80
