area_code,area_name,geography,period,indicator,establishment_type,measure,unit,value
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home with nursing,Count,Persons,11
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home without nursing,Count,Persons,1
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Children's home (including secure units),Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Mental health hospital or unit (including secure units),Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other hospital,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other establishment,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Defence,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Prison service,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Approved premises (probation or bail hostel),Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Detention centres and other detention,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Education,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,"Other establishment: Hotel, guest house, B&B or youth hostel",Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Hostel or temporary shelter for the homeless,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Holiday accommodation,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Other travel or temporary accommodation,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Religious,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Staff or worker accommodation or Other,Count,Persons,0
E05000835,Sale Moor,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Establishment not stated,Count,Persons,1
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: General hospital,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Other hospital,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Children's home (including secure units),Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home with nursing,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home without nursing,Count,Persons,4
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Other home,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home with nursing,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home without nursing,Count,Persons,20
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Children's home (including secure units),Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Mental health hospital or unit (including secure units),Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other hospital,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other establishment,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Defence,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Prison service,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Approved premises (probation or bail hostel),Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Detention centres and other detention,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Education,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,"Other establishment: Hotel, guest house, B&B or youth hostel",Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Hostel or temporary shelter for the homeless,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Holiday accommodation,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Other travel or temporary accommodation,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Religious,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Staff or worker accommodation or Other,Count,Persons,0
E05000834,St Mary's,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Establishment not stated,Count,Persons,10
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: General hospital,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Other hospital,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Children's home (including secure units),Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home with nursing,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home without nursing,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Other home,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home with nursing,Count,Persons,17
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home without nursing,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Children's home (including secure units),Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Mental health hospital or unit (including secure units),Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other hospital,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other establishment,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Defence,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Prison service,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Approved premises (probation or bail hostel),Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Detention centres and other detention,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Education,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,"Other establishment: Hotel, guest house, B&B or youth hostel",Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Hostel or temporary shelter for the homeless,Count,Persons,6
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Holiday accommodation,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Other travel or temporary accommodation,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Religious,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Staff or worker accommodation or Other,Count,Persons,0
E05000836,Stretford,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Establishment not stated,Count,Persons,4
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: General hospital,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Other hospital,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Children's home (including secure units),Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home with nursing,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home without nursing,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Other home,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home with nursing,Count,Persons,43
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home without nursing,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Children's home (including secure units),Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Mental health hospital or unit (including secure units),Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other hospital,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other establishment,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Defence,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Prison service,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Approved premises (probation or bail hostel),Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Detention centres and other detention,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Education,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,"Other establishment: Hotel, guest house, B&B or youth hostel",Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Hostel or temporary shelter for the homeless,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Holiday accommodation,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Other travel or temporary accommodation,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Religious,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Staff or worker accommodation or Other,Count,Persons,0
E05000837,Timperley,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Establishment not stated,Count,Persons,1
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: General hospital,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Other hospital,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Children's home (including secure units),Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home with nursing,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home without nursing,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Other home,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home with nursing,Count,Persons,97
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home without nursing,Count,Persons,70
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Children's home (including secure units),Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Mental health hospital or unit (including secure units),Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other hospital,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other establishment,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Defence,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Prison service,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Approved premises (probation or bail hostel),Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Detention centres and other detention,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Education,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,"Other establishment: Hotel, guest house, B&B or youth hostel",Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Hostel or temporary shelter for the homeless,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Holiday accommodation,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Other travel or temporary accommodation,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Religious,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Staff or worker accommodation or Other,Count,Persons,0
E05000838,Urmston,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Establishment not stated,Count,Persons,1
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: General hospital,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: NHS: Other hospital,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Children's home (including secure units),Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home with nursing,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Care home without nursing,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Local Authority: Other home,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Registered Social Landlord or Housing Association: Home or hostel,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home with nursing,Count,Persons,49
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Care home without nursing,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Children's home (including secure units),Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Mental health hospital or unit (including secure units),Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other hospital,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Medical and care establishment: Other: Other establishment,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Defence,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Prison service,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Approved premises (probation or bail hostel),Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Detention centres and other detention,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Education,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,"Other establishment: Hotel, guest house, B&B or youth hostel",Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Hostel or temporary shelter for the homeless,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Holiday accommodation,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Other travel or temporary accommodation,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Religious,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Other establishment: Staff or worker accommodation or Other,Count,Persons,0
E05000839,Village,Electoral ward,2021-03-21,Communal establishment residents by establishment management and type,Establishment not stated,Count,Persons,6
