area_code,area_name,geography,period,indicator,household_language,measure,unit,value
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,688
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,20
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,11
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,810
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,33
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,19
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,50
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,614
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,26
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,16
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,24
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,678
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,16
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,11
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,20
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,676
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,24
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,12
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,23
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,644
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,9
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,662
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,9
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,725
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,14
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,21
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,623
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,12
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,5
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,577
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,16
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,14
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,773
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,15
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,20
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,677
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,24
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,22
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,25
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,662
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,21
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,15
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,27
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,538
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,25
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,13
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,24
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,722
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,18
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,22
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,788
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,28
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,5
E01006179,Trafford 008C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,28
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,719
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,26
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,29
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,565
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,45
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,15
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,28
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,522
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,37
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006182,Trafford 006D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,18
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,555
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,55
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,6
E01006183,Trafford 006E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,15
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,715
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,23
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006184,Trafford 008D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,14
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,795
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,49
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,14
E01006186,Trafford 003B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,86
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,1002
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,58
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,23
E01006187,Trafford 003C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,56
E01006188,Trafford 001F,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,546
E01006188,Trafford 001F,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,111
E01006188,Trafford 001F,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,23
E01006188,Trafford 001F,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,106
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,839
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,46
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,16
E01006189,Trafford 003D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,29
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,606
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,20
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,5
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,11
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,616
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,13
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,7
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,605
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,7
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,8
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,591
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,19
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,8
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,870
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,47
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,17
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,44
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,623
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,19
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,15
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,8
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,637
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,19
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,9
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,15
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,574
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,17
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,2
E01006197,Trafford 010D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,5
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,668
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,19
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,5
E01006198,Trafford 009A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,723
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,14
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006199,Trafford 009B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,661
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,10
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,3
E01006200,Trafford 009C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,10
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,634
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,9
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,0
E01006201,Trafford 009D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,9
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,575
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,11
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,1
E01006202,Trafford 009E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,20
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,509
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,1
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,2
E01006203,Trafford 010E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,5
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,666
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,25
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,5
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,8
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,525
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,11
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,4
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,11
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,668
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,38
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,13
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,31
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,724
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,20
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,11
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,24
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,568
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,29
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,7
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,20
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,All adults in household have English as a main language,Count,Households,615
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,At least one but not all adults in household have English as a main language,Count,Households,12
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,"No adults in household, but at least one person aged 3 to 15 years has English as a main language",Count,Households,5
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Combination of adults and children within a household that have English as a main language,No people in household have English as a main language,Count,Households,4
