area_code,area_name,geography,period,indicator,unpaid_care,measure,unit,value
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,15
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,7
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,12
E01006180,Trafford 011D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,27
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1503
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,57
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,22
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,18
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,16
E01006181,Trafford 011E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,36
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1241
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,55
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,18
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,1
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,4
E01006147,Trafford 012A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,16
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1354
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,58
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,14
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,10
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,13
E01006149,Trafford 012B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,25
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1705
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,54
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,22
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,7
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,9
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,26
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1370
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,55
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,15
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,8
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,16
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,18
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1693
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,63
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,18
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,16
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,20
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,34
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1422
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,44
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,25
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,11
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,15
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,38
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1411
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,42
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,24
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,16
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,11
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,49
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1378
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,49
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,18
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,15
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,14
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,41
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1486
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,48
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,21
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,20
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,18
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,53
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1169
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,42
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,21
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,10
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,9
E01006098,Trafford 014A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,24
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1133
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,43
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,16
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,6
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,10
E01006099,Trafford 014B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,29
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1516
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,62
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,16
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,9
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,13
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,40
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1568
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,63
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,14
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,7
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,4
E01006174,Trafford 014D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,27
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1560
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,53
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,15
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,15
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,15
E01006178,Trafford 014E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,37
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1578
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,53
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,15
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,7
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,13
E01006097,Trafford 015A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,33
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1884
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,46
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,15
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,13
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,12
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,36
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1895
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,69
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,17
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,9
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,15
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,29
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1409
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,56
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,22
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,13
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,14
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,22
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1587
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,51
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,14
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,10
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,16
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,24
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1471
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,77
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,17
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,17
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,11
E01006148,Trafford 016A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,34
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1411
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,50
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,15
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,8
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,4
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,20
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1417
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,58
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,24
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,16
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,6
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,60
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1390
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,54
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,16
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,11
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,11
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,45
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1322
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,59
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,32
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,15
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,10
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,36
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides no unpaid care,Count,Persons,1437
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 9 hours or less unpaid care a week,Count,Persons,52
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 10 to 19 hours unpaid care a week,Count,Persons,19
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 20 to 34 hours unpaid care a week,Count,Persons,28
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 35 to 49 hours unpaid care a week,Count,Persons,9
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Estimates that classify usual residents by the number of hours of unpaid care they provide,Provides 50 or more hours unpaid care a week,Count,Persons,54
