name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Polska Przychodnia,Doctors/GPs|Dentist|Doctors/GPs,"482-484 Liverpool Road, Eccles, Manchester",M30 7HZ,8442092149,NA,Salford,E0800006,-2.364765,53.478949
Bury Dental Centre,Dentist,"Brook House, 10a Wash Lane, Bury",BL9 6AS,1617611909,NA,Bury,E0800002,-2.286407,53.596461
Bury Smile Line,Dentist,"83 Bolton Street, Ramsbottom, Bury",BL0 9HY,1706822138,NA,Bury,E0800002,-2.318648,53.646274
Avenue Dental Surgery,Dentist,"4 The Avenue, Leigh",WN7 1ES,1942676336,NA,Wigan,E08000010,-2.517786,53.499354
Heyside Dental Practice Partnership,Dentist,"84 Heyside, Royton, Oldham",OL2 6LS,1706849392,NA,Oldham,E0800004,-2.101689,53.564141
Precision Dental Clinic,Dentist,"284 Adswood Road, Stockport",SK3 8PN,161419928,NA,Stockport,E0800007,-2.169912,53.389481
Salford Dental Practice,Dentist,"483 Liverpool Street, Salford",M6 5QQ,1617457972,NA,Salford,E0800006,-2.296843,53.483785
"Bupa - Wilbraham Road, Chorlton-cum-Hardy",Dentist,"513 Wilbraham Road, Manchester",M21 0UF,1618813599,NA,Manchester,E0800003,-2.271518,53.442318
Withington Dental Care,Dentist,"240 Mauldeth Road West, Withington, Manchester",M20 1BE,1614456e3,NA,Manchester,E0800003,-2.242872,53.440205
The Tooth Place,Dentist,"63-65 Yorkshire Street, Oldham",OL1 3SL,1616521205,NA,Oldham,E0800004,-2.109064,53.542376
The Dental Practice,Dentist,"135 Wilbraham Road, Manchester",M14 7DS,1612247621,http://www.thedentalpracticefallowfield.com,Manchester,E0800003,-2.233932,53.443431
Turret Orthodontics Practice,Dentist,"258 Washway road, Sale",M33 4RZ,1619733501,NA,Trafford,E0800009,-2.335899,53.416537
Bolton Road Dental Centre,Dentist,"1 Bolton Road, Bolton",BL4 8DB,NA,NA,Bolton,E0800001,-2.388475,53.544353
Worsley Dental Centre,Dentist,"383 Worsley Road, Swinton, Manchester",M27 0EJ,NA,NA,Salford,E0800006,-2.360769,53.503482
Marple Dental Practice,Dentist,"48A Stockport Road, Marple, Stockport",SK6 6AB,1614271366,NA,Stockport,E0800007,-2.064638,53.394852
New Cross Dental Surgery,Dentist,"50-52 Oldham Road, Ancoat, Manchester",M4 5EE,1612360458,NA,Manchester,E0800003,-2.230292,53.485684
300 Great Western Street,Dentist,"300 Great Western Street, Rusholme, Manchester",M14 4LP,1612262548,NA,Manchester,E0800003,-2.234152,53.456051
32 Whites,Dentist,"100-102 Church Lane, Marple, Stockport",SK6 7AR,NA,NA,Stockport,E0800007,-2.064335,53.39275
32 Whites - Church Lane,Dentist,"100-102 Church Lane, Marple, Stockport",SK6 7AR,NA,NA,Stockport,E0800007,-2.064335,53.39275
P & J  Noble Dental Practice,Dentist,"146 Chew Valley Road, Greenfield, Oldham",OL3 7DD,NA,NA,Oldham,E0800004,-2.00272,53.534057
Barrington Dental Care,Dentist,"23A Barrington Road, Altrincham",WA14 1HP,NA,NA,Trafford,E0800009,-2.348577,53.391872
Jackson's Dental Care,Dentist,"244 Huddersfield Road, Oldham",OL4 2RB,1616274914,NA,Oldham,E0800004,-2.08404,53.548121
KS Dental,Dentist,"55 Flixton Road, Urmston, Manchester",M41 5AN,1617484473,NA,Trafford,E0800009,-2.358598,53.44803
Dr S Hafiz's Dental Surgery,Dentist,"194 Oldham Road, Ashton Under Lyne",OL7 9AW,1613395426,NA,Tameside,E0800008,-2.101164,53.495014
Kissdental Flixton,Dentist,"157 Woodsend Road, Flixton, Manchester",M41 8GN,1617485250,http://www.kissdental.co.uk,Trafford,E0800009,-2.393504,53.455039
Kissdental Altrincham,Dentist,"2 New Street, Altrincham",WA14 2QS,1619281628,http://www.kissdental.co.uk,Trafford,E0800009,-2.354115,53.385292
Kissdental Manchester,Dentist,"13 Stanley Street, Manchester",M8 8SH,1618329477,http://www.kissdental.co.uk,Manchester,E0800003,-2.236925,53.494631
Griffin Dental Partnership LTD,Dentist,"1-3 Great Cheetham Street West, Salford",M7 2JB,7738839339,NA,Salford,E0800006,-2.268749,53.499698
Heaton Moor Dental,Dentist,"32 Heaton Moor Road, Stockport",SK4 4NX,7946582290,NA,Stockport,E0800007,-2.180393,53.424819
Staly Dental,Dentist,"2 Waterloo Road, Stalybridge",SK15 2AU,NA,NA,Tameside,E0800008,-2.059094,53.484668
"Bupa - Kenworthy Street, Stalybridge",Dentist,"1 Kenworthy Street, Stalybridge",SK15 2DX,1613038767,NA,Tameside,E0800008,-2.056601,53.479026
Timperley Village Dental Practice,Dentist,"273 Stockport Road, Timperley, Altrincham",WA15 7SP,1619803485,NA,Trafford,E0800009,-2.323207,53.395555
Kenworthy Street Partnership,Dentist,"1 Kenworthy Street, Stalybridge",SK15 2DX,1613038767,NA,Tameside,E0800008,-2.056601,53.479026
Simon Taylor Dental Practice,Dentist,"89 Bolton Road, Salford",M6 7HN,1617362493,NA,Salford,E0800006,-2.297326,53.49465
Stonemount Dental Surgery,Dentist,"35 Victoria Avenue, Manchester",M9 6RA,1617959e3,NA,Manchester,E0800003,-2.210347,53.532793
Wong Dental Surgery,Dentist,"35 Victoria Avenue, Manchester",M9 6RA,1617959e3,NA,Manchester,E0800003,-2.210347,53.532793
Parkside Dental Care,Dentist,"610 Liverpool Road, Irlam, Manchester",M44 5AA,1617778606,NA,Salford,E0800006,-2.429227,53.437334
Nicol Dental Practice,Dentist,"Turncroft Lane, Stockport",SK1 4AB,1614803822,NA,Stockport,E0800007,-2.146163,53.408974
Ocean Dental Manchester,Dentist,"32 Market Street, Boots, 2nd Floor, Manchester",M1 1PW,1616600200,http://www.odental.co.uk,Manchester,E0800003,-2.24239,53.482496
Brinnington Dental Practice,Dentist,"Brinnington Health Centre, Brinnington Road, Stockport",SK5 8BS,1614946445,NA,Stockport,E0800007,-2.132367,53.427651
Manor Dental Practice,Dentist,"216 Washway Road, Sale",M33 4RA,1619733501,NA,Trafford,E0800009,-2.332836,53.419231
Andrew Shelley and Simon Pope Dental Practice,Dentist,"117 Stockport Road, Denton, Manchester",M34 6DH,1613204230,NA,Tameside,E0800008,-2.111906,53.453019
MF Dental Littleborough,Dentist,"60-62 Church Street, Littleborough",OL15 8AU,1706370058,http://www.mfdental.co.uk,Rochdale,E0800005,-2.097829,53.643656
MF Dental Littleborough,Dentist,"60 -62 Church Street, Littleborough",OL15 8AU,1706370058,http://www.mfdental.co.uk,Rochdale,E0800005,-2.097829,53.643656
Church Street Dental Care,Dentist,"69 Church Street, Littleborough",OL15 8AB,1706379672,NA,Rochdale,E0800005,-2.097239,53.643468
York Street Dental Care,Dentist,"27 York Street, Heywood",OL10 4NN,1706360176,NA,Rochdale,E0800005,-2.217672,53.593638
Westpoint Dental Centre,Dentist,"160 Slade Lane, Manchester",M19 2AQ,NA,NA,Manchester,E0800003,-2.198071,53.446633
518 Dental,Dentist,"518 Bury Road, Rochdale",OL11 4DQ,1706527127,NA,Rochdale,E0800005,-2.188326,53.612662
Dental Surgery,Dentist,"272 St Helens Road, Bolton",BL3 3PZ,120461935,NA,Bolton,E0800001,-2.454998,53.561244
Maypole Dental & Implant Clinic,Dentist,"20 Middleton Road, Royton, Oldham",OL2 5PA,1616272184,NA,Oldham,E0800004,-2.122559,53.565004
DHS Dental Practice - Langley Clinic,Dentist,"Langley Clinic, Borrowdale Road, Middleton",M24 5QG,1616551334,NA,Rochdale,E0800005,-2.211846,53.558048
Deansgate Dental Practice,Dentist,"3 Deansgate, Radcliffe, Manchester",M26 2SH,1617258090,NA,Bury,E0800002,-2.324757,53.559581
Cheadle Smile Centre,Dentist,"145A Councillor Lane, Cheadle",SK8 2JE,1614287226,NA,Stockport,E0800007,-2.194159,53.391081
The Dental Practice,Dentist,"757 Blackburn Road, Sharples, Bolton",BL1 7JJ,1204306010,NA,Bolton,E0800001,-2.431654,53.606757
Claremont Dental Surgery,Dentist,"11 Claremont Road, Sale",M33 7DZ,1619690434,NA,Trafford,E0800009,-2.321359,53.425646
Meridian Dental Clinic,Dentist,"4 The Packet House, Barton Road, Worsley, Manchester",M28 2PB,7399839083,NA,Salford,E0800006,-2.381317,53.499895
Cheadle Dental Centre,Dentist,"12 Gatley Road, Cheadle",SK8 1PY,1612825921,NA,Stockport,E0800007,-2.219116,53.393446
Ravat & Ray Dental Care [Farnworth],Dentist,"Brackley House, Brackley Street, Farnworth, Bolton",BL4 9ES,12045731e3,NA,Bolton,E0800001,-2.397074,53.54706
Highfield Dental Practice Limited,Dentist,"Brackley House, Brackley Street, Farnworth, Bolton",BL4 9ES,1204705363,NA,Bolton,E0800001,-2.397074,53.54706
John A Gibb and Associates Dental Practice,Dentist,"66 Church Street, Heywood",OL10 1LJ,1706364200,NA,Rochdale,E0800005,-2.216382,53.592508
Fletcher Fosbrook Dental Surgery,Dentist,"42 Market Street, Heywood",OL10 4LY,1706624677,NA,Rochdale,E0800005,-2.22251,53.593829
M20 Dental,Dentist,"150-152 Burton Road, Manchester",M20 1LH,7771537908,NA,Manchester,E0800003,-2.241957,53.427658
The Dental Team,Dentist,"858 Chester Road, Stretford, Manchester",M32 0QJ,7969333461,NA,Trafford,E0800009,-2.297611,53.455685
"Ashton Primary Care Centre, Dental Department",Dentist,"193 Old Street, Ashton Under Lyne",OL6 7SR,1616220987,NA,Tameside,E0800008,-2.099981,53.485827
Deane Dental Practice,Dentist,"Unit 6a, The Vibe, Broughton Lane, Salford",M7 1US,1614782980,NA,Salford,E0800006,-2.261598,53.496316
Portway Dental Practice,Dentist,"40 Portway, Manchester",M22 1UB,1614372382,NA,Manchester,E0800003,-2.276472,53.37996
Parkfield Dental Practice,Dentist,"637 Wilmslow Road, Manchester",M20 6DF,1614452397,http://www.parkfield-dental.co.uk,Manchester,E0800003,-2.232053,53.421881
Longfield Lodge Dental,Dentist,"276 Liverpool Road, Cadishead, Manchester",M44 5DX,1617752211,NA,Salford,E0800006,-2.442294,53.42152
Showmans the Dentist,Dentist,"36 Queens Walk, The Precinct, Droylsden, Manchester",M43 7AD,1613707213,NA,Tameside,E0800008,-2.14606,53.480045
Dentistry@442 Limited,Dentist,"442 Birch Road, Wardle, Rochdale",OL12 9LH,1706372088,NA,Rochdale,E0800005,-2.132203,53.645681
Birchfields Family Dental Care,Dentist,"Longsight, Manchester",M13 0XQ,1612249813,NA,Manchester,E0800003,-2.209253,53.451738
Pearldent Dental Surgery,Dentist,"442 Buxton Road, Stockport",SK2 7JB,1614833408,NA,Stockport,E0800007,-2.130402,53.385685
Maple Road Dental Practice,Dentist,"11 Maple Road, Manchester",M23 9HN,1619730565,NA,Manchester,E0800003,-2.309653,53.407303
Brooklands Dental Surgery,Dentist,"203 Marsland Road, Sale",M33 3ND,1619620066,NA,Trafford,E0800009,-2.320468,53.417325
Archway Dental Practice,Dentist,"21 Radnor Street, Hulme, Manchester",M15 5RD,1612328403,NA,Manchester,E0800003,-2.246495,53.460251
SimplyOne Dental,Dentist,"36 Queens Walk, Droylsden, Manchester",M43 7AD,1613707213,NA,Tameside,E0800008,-2.14606,53.480045
Parkhill Healthcare Medical and Dental Surgery,Dentist,"501 Crompton Way, Bolton",BL1 8UP,1204770600,NA,Bolton,E0800001,-2.415226,53.597486
Manchester St Anns Square,Dentist,"14 St Anns Square, Manchester",M2 7HQ,1618342627,NA,Manchester,E0800003,-2.245837,53.482236
Parsonage Dental Practice,Dentist,"1B Parsonage Street, Hulme, Manchester",M15 5WD,1612277570,NA,Manchester,E0800003,-2.251229,53.460942
Park Dental Practice,Dentist,"191 Bury Old Road, Prestwich, Manchester",M25 1JF,7988163461,NA,Bury,E0800002,-2.266414,53.529183
K.L.M. Dental,Dentist,"Croft Shifa Health Centre, Belfield Road, Rochdale",OL16 2UP,7594170746,NA,Rochdale,E0800005,-2.14084,53.622824
Mile Lane Dental Practice,Dentist,"Mile Lane Health Centre, 80 Mile Lane, Bury",BL8 2JR,1617617550,http://www.milelanedentalpractice.co.uk,Bury,E0800002,-2.335248,53.587814
Horwich Dental Practice,Dentist,"19-21 Winter Hey Lane, Horwich, Bolton",BL6 7AD,1204468210,NA,Bolton,E0800001,-2.547054,53.599391
Dr I Saleem and Colleagues,Dentist,"566 Stockport Road, Longsight, Manchester",M12 4JJ,1612256944,NA,Manchester,E0800003,-2.200799,53.456858
City Centre Dentist,Dentist,"3rd Floor, 20 St Anns Square, Manchester",M2 7HG,1618341643,NA,Manchester,E0800003,-2.246198,53.48219
Re-Enhance Limited,Clinic|Dentist,"Progress House, 17 Cecil Road, Hale, Altrincham",WA15 9NZ,1619299530,NA,Trafford,E0800009,-2.346183,53.376688
Manchester Dental Practice,Dentist,"34 High Street, Manchester",M4 1QB,1618330704,NA,Manchester,E0800003,-2.238969,53.482789
City Centre Dentist,Dentist,"3rd Floor, 20 St Anns Square, Manchester",M2 7HG,1618341643,NA,Manchester,E0800003,-2.246198,53.48219
dental.care@62,Dentist,"62 Market Street, Marple, Stockport",SK6 7AD,1612210062,http://www.dentalcare62.com,Stockport,E0800007,-2.0639,53.393685
Denton Orthodontic Centre Limited,Dentist,"1 Walker Street, Denton, Manchester",M34 3LH,1613364075,http://www.dentonorthodontics.co.uk,Tameside,E0800008,-2.114989,53.457025
Gidlow Dental Surgery,Dentist,"328 Gidlow Lane, Wigan",WN6 7PJ,1942824167,NA,Wigan,E08000010,-2.64478,53.557009
Victoria Dental & Healthcare,Doctors/GPs|Dentist|Doctors/GPs,"109 Corporation Street, Manchester",M4 4DX,1618324153,NA,Manchester,E0800003,-2.23974,53.488227
Eye and Dental Clinic,Doctors/GPs|Dentist|Doctors/GPs,"110 Ainsworth Road, Bury",BL8 2RS,1612225730,NA,Bury,E0800002,-2.318773,53.592667
SimplyOne Dental Droylsden,Dentist,"36 Queens Walk, Droylsden, Manchester",M43 7AD,7050013222,http://www.simplyonedental.com,Tameside,E0800008,-2.14606,53.480045
Ashton-in-Makerfield,Dentist,"19 Wigan Road, Ashton-in-Makerfield, Wigan",WN4 9AR,1942271827,NA,Wigan,E08000010,-2.637556,53.488211
KS Dental Care Limited,Dentist,"331 Washway Road, Sale",M33 4EE,1619732753,NA,Trafford,E0800009,-2.337966,53.413385
Edenfield Dental Care,Dentist,"386 Edenfield Road, Rochdale",OL12 7NH,1706644301,NA,Rochdale,E0800005,-2.188087,53.622956
Hale Dental Clinic,Dentist,"163a Ashley Road, Hale, Altrincham",WA15 9SD,8456046448,NA,Trafford,E0800009,-2.346371,53.377613
S Ward Dental Practice,Dentist,"Stamford Road, Mossley, Ashton-under-lyne",OL5 0BA,1618338444,NA,Tameside,E0800008,-2.042293,53.516163
IMI Manchester,Dentist,"13 Stanley Street, Manchester",M8 8SH,1134408770,NA,Manchester,E0800003,-2.236925,53.494631
Knowsley Dental,Dentist,"37 Knowsley Street, Bury",BL9 0ST,1617641089,NA,Bury,E0800002,-2.300551,53.588497
Romiley Dental Practice,Dentist,"91 Compstall Road, Romiley, Stockport",SK6 4HT,NA,NA,Stockport,E0800007,-2.079925,53.414826
Dental Surgery,Dentist,"155 Kenyon Lane, Moston, Manchester",M40 9DJ,1617887757,NA,Manchester,E0800003,-2.193737,53.510277
Ashton Smile Clinic,Dentist,"16 The Gerard Centre, Gerard Street, Ashton-in-makerfield, Wigan",WN4 9AN,NA,NA,Wigan,E08000010,-2.636639,53.486373
Smilestylist - House of Fraser Manchester,Dentist,"98-116 Deansgate, Manchester",M3 2QG,7989356786,http://www.smilestylist.co.uk,Manchester,E0800003,-2.247346,53.482217
Burton Road Dental,Dentist,"148a Burton Road, Manchester",M20 1LH,1614457311,NA,Manchester,E0800003,-2.241957,53.427658
New Moston Dental Centre,Dentist,"209-211 Moston Lane East, Manchester",M40 3HY,1616812483,http://www.newmostondental.com,Manchester,E0800003,-2.167759,53.521994
Smiles Better,Dentist,"243 Bury New Road, Whitefield, Manchester",M45 8QP,1617962404,http://www.theuksmilecentre.co.uk,Bury,E0800002,-2.296823,53.55231
Middleton Bank Dental,Dentist,"1 Long Street, Middleton, Manchester",M24 6TE,7770629573,NA,Rochdale,E0800005,-2.198281,53.550142
Dental Surgery,Dentist,"Dental Surgery, 71 Sandy Lane, Prestwich, Manchester",M25 9PS,1617732762,NA,Bury,E0800002,-2.288298,53.523642
Whitefield Orthodontic Clinic,Dentist,"Orthodontic Practice, 208 Bury New Road, Whitefield, Manchester",M45 6GG,1617661366,NA,Bury,E0800002,-2.294282,53.549146
Deansgate Dental Practice,Dentist,"3-5 Deansgate, Manchester",M26 2SH,1617258090,http://www.deansgatedental.com,Bury,E0800002,-2.324757,53.559581
Withers & Ripley Dental Surgery,Dentist,"794 Bury Road, Breightment, Bolton",BL2 6PA,1204524046,NA,Bolton,E0800001,-2.385653,53.580678
214 Dental,Dentist,"214 Victoria Avenue, Manchester",M9 0RR,7873200422,NA,Manchester,E0800003,-2.224292,53.533802
Crescent Dental Care,Dentist,"2 Crescent Road, Hale, Altrincham",WA15 9NA,1619298111,http://www.crescentdentalcare-hale.co.uk,Trafford,E0800009,-2.343866,53.374573
Gartside Street Dental Lounge,Dentist,"74 Gartside Street, Manchester",M3 3EL,1616600200,NA,Manchester,E0800003,-2.253188,53.479281
M.A. Dental Care,Dentist,"394 Palatine Road, Manchester",M22 4FZ,783378919,NA,Manchester,E0800003,-2.258392,53.40782
Dental Surgery,Dentist,"401-405, Halliwell Road, Bolton",BL1 8DE,1204491946,http://www.andrewbennison.co.uk,Bolton,E0800001,-2.444339,53.594271
Middleton Bank Dental,Dentist,"1 Long Street, Middleton, Manchester",M24 6TE,NA,NA,Rochdale,E0800005,-2.198281,53.550142
Clarity Dental Clinic,Dentist,"7 Sandy Lane, Chorlton-Cum-Hardy, Manchester",M21 8TL,1618816560,http://www.claritydentalclinic.co.uk,Manchester,E0800003,-2.273708,53.438763
Brandlesholme Road Dental Practice,Dentist,"400 Brandlesholme Road, Bury",BL8 1HP,1617052882,NA,Bury,E0800002,-2.314626,53.6099
Hope Dental Practice,Dentist,"146 Eccles Old Road, Salford",M6 8QQ,8448565546,http://www.hopedentalpractice.co.uk,Salford,E0800006,-2.309912,53.49256
Atherton Dental Centre,Dentist,"52 Market Street, Atherton, Manchester",M46 0DP,1942889931,NA,Wigan,E08000010,-2.494505,53.523613
Cavendish Dental Surgery,Dentist,"117 Chester Road, Hazel Grove, Stockport",SK7 6HG,1625878750,NA,Stockport,E0800007,-2.123103,53.372713
Pendlebury Dental Centre,Dentist,"Dental Surgery, 661 Bolton Road, Pendlebury, Swinton, Manchester",M27 4EJ,1617943540,http://www.smartdentalcare.co.uk,Salford,E0800006,-2.330335,53.517691
Astley Dental Centre,Dentist,"396 Manchester Road, Astley, Tyldesley, Manchester",M29 7DY,1942882070,http://www.smartdentalcare.co.uk,Wigan,E08000010,-2.460604,53.499157
Trafford Dental Centre,Dentist,"86 Davyhulme Road East, Stretford, Manchester",M32 0DJ,1618654629,http://www.smartdentalcare.co.uk,Trafford,E0800009,-2.309059,53.451988
Mr Tariq Idrees - Carisbrook,Dentist,"6 Knowsley Road, Whitefield, Manchester",M45 6BF,1617664906,http://www.carisbrookdental.co.uk,Bury,E0800002,-2.293374,53.546541
The Heaton Mersey Dental Practice,Dentist,"418 Didsbury Road, Stockport",SK4 3BY,1614426869,NA,Stockport,E0800007,-2.202232,53.412883
Tyldesley Dental Centre,Dentist,"219 Elliott Street, Tyldesley, Manchester",M29 8DG,1942882151,NA,Wigan,E08000010,-2.463798,53.514191
Turncroft Dental Practice,Dentist,"30 Turncroft Lane, Offerton, Stockport",SK1 4AB,1614803822,NA,Stockport,E0800007,-2.146163,53.408974
Better Dental Ltd,Dentist,"758 Manchester Road, Rochdale",OL11 3AW,1706352348,NA,Rochdale,E0800005,-2.180229,53.592559
Synergy Dental Clinic,Dentist,"274 Blackburn Road, Bolton",BL1 8DT,1204522090,NA,Bolton,E0800001,-2.430727,53.592919
Kirkholt Dental Centre,Dentist,"6-7 The Strand, Kirkholt, Rochdale",OL11 2JG,1706352319,NA,Rochdale,E0800005,-2.156245,53.593988
Mydentist - St.Marys Place - Bury,Dentist,"2 St. Marys Place, Bury",BL9 0DZ,1617644151,http://www.mydentist.co.uk,Bury,E0800002,-2.300288,53.591547
MyDentist - Ripponden Road - Oldham,Dentist,"177 Littlemoor Lane, Oldham",OL4 2SF,1616248551,http://www.mydentist.co.uk,Oldham,E0800004,-2.085195,53.552093
MyDentist - Atherton Road - Hindley,Dentist,"51 Atherton Road, Hindley, Wigan",WN2 3EA,1942258888,http://www.mydentist.co.uk,Wigan,E08000010,-2.57969,53.532885
MyDentist - Crab Tree Lane - Manchester,Dentist,"17 Crab Tree Lane, Atherton, Manchester",M46 0AU,1942883103,http://www.mydentist.co.uk,Wigan,E08000010,-2.491323,53.52235
Mydentist -Advanced Oral Health Care - Red Rose - Wigan,Dentist,"50 New Market Street, Wigan",WN1 1SJ,1942242632,http://www.mydentist.co.uk,Wigan,E08000010,-2.631877,53.550202
Mydentist - Moor Road - Orrell,Dentist,"7 Moor Road, Orrell, Wigan",WN5 8ND,1942215091,http://www.mydentist.co.uk,Wigan,E08000010,-2.704943,53.53925
Mydentist - Manchester Road - Oldham,Dentist,"580 Manchester Road, Oldham",OL9 7LS,1616811022,http://www.mydentist.co.uk,Oldham,E0800004,-2.143803,53.520731
Mydentist - Church Street - Eccles,Dentist,"107 Church Street, Eccles, Manchester",M30 0EJ,1617889815,NA,Salford,E0800006,-2.338336,53.482659
Mydentist - High Street - Cheadle,Dentist,"19a, High Street, Cheadle",SK8 1AX,1614911936,NA,Stockport,E0800007,-2.214146,53.394733
Gatley Park Dental Practice,Dentist,"7 Northenden Road, Gatley, Cheadle",SK8 4EN,1614283484,NA,Stockport,E0800007,-2.235639,53.39267
Didsbury Dental Practice,Dentist,"90 Barlow Moor Road, Manchester",M20 2PN,1614450005,http://www.emergencydentistmanchester.com,Manchester,E0800003,-2.242719,53.421347
Mydentist - Heaton Moor Road – Stockport,Dentist,"162 Heaton Moor Road, Stockport",SK4 4HS,1614327400,http://www.mydentist.co.uk,Stockport,E0800007,-2.188975,53.419053
Mydentist - Standishgate - Wigan,Dentist,"100 Standishgate, Wigan",WN1 1XP,1942242620,http://www.mydentist.co.uk,Wigan,E08000010,-2.628308,53.550802
Mydentist - Lees Road - Oldham,Dentist,"341 Lees Road, Oldham",OL4 1LR,1616247817,NA,Oldham,E0800004,-2.088612,53.540163
Mydentist - Parsonage Street - Bury,Dentist,"1-5 Parsonage Street, Bury",BL9 6BG,1617643993,http://www.mydentist.co.uk,Bury,E0800002,-2.28154,53.59657
Mydentist - Market Street - Shaw,Dentist,"56 Market Street, Shaw, Oldham",OL2 8NH,1706843637,http://www.mydentist.co.uk,Oldham,E0800004,-2.093915,53.577083
Northern Orthodontics,Dentist,"193 Old Street, Ashton-under-lyne",OL6 7SR,NA,NA,Tameside,E0800008,-2.099981,53.485827
M Russell Dental Practice,Dentist,"329 Wellington Road North, Stockport",SK4 4QG,1614324768,NA,Stockport,E0800007,-2.178678,53.428964
Mandley Park Dental Practice,Dentist,"494 Great Cheetham Street East, Salford",M7 4TW,1617923783,NA,Salford,E0800006,-2.250986,53.506478
Croft Shifa Dental Practice,Dentist,"Croft Shifa Health Centre, Belfield Road, Rochdale",OL16 2UY,1706764738,NA,Rochdale,E0800005,-2.138254,53.622746
Long Lane Dental Practice,Dentist,"176 Wilmslow Road, Heald Green, Cheadle",SK8 3BG,1614371594,NA,Stockport,E0800007,-2.217195,53.370521
Talking Teeth Dental Practice,Dentist,"56 Ince Green Lane, Ince, Wigan",WN2 2AR,1942323058,NA,Wigan,E08000010,-2.606525,53.542178
Goose Green Dental,Dentist,"5 Goose Green, Altrincham",WA14 1DW,1619284882,NA,Trafford,E0800009,-2.350554,53.385457
Fusion Dental Practice,Dentist,"98 Mauldeth Road West, Withington, Manchester",M20 1AB,1614346239,NA,Manchester,E0800003,-2.232612,53.438724
Roch Valley Dental,Dentist,"23 Roch Valley Way, Rochdale",OL11 4PZ,1706524469,NA,Rochdale,E0800005,-2.173938,53.605199
Fogg & Whittingham Dental Surgeons,Dentist,"Dental Surgery, 117 Long Street, Middleton, Manchester",M24 6DL,1616432176,NA,Rochdale,E0800005,-2.197033,53.554038
Brooks Bar Dental Practice,Dentist,"176 Chorlton Road, Manchester",M16 7WW,1612262841,NA,Trafford,E0800009,-2.258524,53.459478
Stretford Road Dental Practice,Dentist,"13 Stretford Road, Urmston, Manchester",M41 9JY,1617475375,NA,Trafford,E0800009,-2.351459,53.445957
The Broadway Dental Practice,Dentist,"449 Broadway, Chadderton, Oldham",OL9 8AP,1616811187,NA,Oldham,E0800004,-2.157195,53.528606
Talking Teeth Dental Practice,Dentist,"6 Scot Lane, Aspull, Wigan",WN2 1YX,1942833595,NA,Wigan,E08000010,-2.58361,53.570015
Bamford Dental Practice,Dentist,"Norden Road, Bamford, Rochdale",OL11 5PT,1706860831,http://www.bamforddental.co.uk,Rochdale,E0800005,-2.206315,53.615745
High Street Smiles - Golborne,Dentist,"107-109 High Street, Golborne, Warrington",WA3 3BZ,1942726983,http://www.highstreetsmiles.com,Wigan,E08000010,-2.596079,53.477399
Dental Hospital Manchester,Clinic|Dentist,"University Dental Hospital Of Manchester, Higher Cambridge Street, Manchester",M15 6FH,1613937730,http://www.cmft.nhs.uk,Manchester,E0800003,-2.236704,53.465385
Wythenshawe Hospital,Hospital|Blood and transplant service|Dentist|Rehabilitation (illness/injury)|Urgent care centres,"Southmoor Road, Manchester",M23 9LT,1619987070,http://www.uhsm.nhs.uk/,Manchester,E0800003,-2.293183,53.387922
The Cornerstone Centre,Community services - Healthcare|Dentist,"Dental Department, 2 Graham Street, Manchester",M11 3AA,1612302200,http://www.cmft.nhs.uk,Manchester,E0800003,-2.195097,53.474422
Longsight Health Centre,Community services - Healthcare|Dentist,"Dental Department, 526-528 Stockport Road, Manchester",M13 0RR,1612259274,http://www.cmft.nhs.uk,Manchester,E0800003,-2.201887,53.457584
Moss Side Health Centre,Community services - Healthcare|Dentist,"Dental Department, Monton Street, Manchester",M14 4GP,1612265031,http://www.cmft.nhs.uk,Manchester,E0800003,-2.23745,53.45875
Withington Community Clinic,Community services - Healthcare|Dentist,"Dental Department, 535 Wilmslow Road, Manchester",M20 4BA,1614451555,http://www.cmft.nhs.uk,Manchester,E0800003,-2.228386,53.431029
Wythenshawe Forum,Community services - Healthcare|Dentist,"Dental Department, Forum Square, Wythenshawe, Manchester",M22 5RX,1614353695,http://www.cmft.nhs.uk,Manchester,E0800003,-2.265017,53.379925
Newton Heath Health Centre,Community services - Healthcare|Dentist,"Dental Department, 2 Old Church Street, Manchester",M40 2JF,1616811353,http://www.cmft.nhs.uk,Manchester,E0800003,-2.181199,53.500995
Harpurhey Health Clinic,Community services - Healthcare|Dentist,"Dental Department, 1 Church Lane, Manchester",M9 4BE,1618614200,http://www.cmft.nhs.uk,Manchester,E0800003,-2.213622,53.512042
Brownley Green Health Centre,Community services - Healthcare|Dentist,"Dental Department, Brownley Road, Manchester",M22 4GA,1612092600,http://www.cmft.nhs.uk,Manchester,E0800003,-2.256686,53.391916
Plant Hill Clinic,Community services - Healthcare|Dentist,"Dental Department, Plant Hill Road, Manchester",M9 8LX,1617408004,http://www.cmft.nhs.uk,Manchester,E0800003,-2.225566,53.526885
Pendleton Gateway,Community services - Healthcare|Dentist|Long-term conditions,"1 Broadwalk, Salford",M6 5FX,NA,NA,Salford,E0800006,-2.284742,53.488361
Walkden Gateway,Community services - Healthcare|Dentist|Long-term conditions,"2 Smith Street, Walkden, Salford",M28 3EZ,NA,http://www.srht.nhs.uk,Salford,E0800006,-2.398541,53.524898
