lsoa11cd,index_domain,decile,rank,score
E01005462,Income,3,9027,0.19
E01005462,Index of Multiple Deprivation,4,10328,25.925
E01005462,Living Environment,5,16068,18.077
E01005463,Barriers to Housing and Services,7,21592,16.148
E01005463,Crime,2,5112,0.813
E01005463,"Education, Skills and Training",1,1346,62.964
E01005463,Employment,1,2647,0.245
E01005463,Health Deprivation and Disability,1,1675,1.491
E01005463,Income Deprivation Affecting Children Index (IDACI),2,3676,0.375
E01005463,Income Deprivation Affecting Older People Index (IDAOPI),1,3271,0.369
E01005463,Income,1,1561,0.359
E01005463,Index of Multiple Deprivation,1,1811,52.458
E01005463,Living Environment,3,7124,33.589
E01005464,Barriers to Housing and Services,4,11860,24.199
E01005464,Crime,2,3871,0.945
E01005464,"Education, Skills and Training",1,808,69.392
E01005464,Employment,1,1522,0.28
E01005464,Health Deprivation and Disability,1,2458,1.312
E01005464,Income Deprivation Affecting Children Index (IDACI),1,2272,0.42
E01005464,Income Deprivation Affecting Older People Index (IDAOPI),1,2586,0.394
E01005464,Income,1,1877,0.345
E01005464,Index of Multiple Deprivation,1,1620,53.855
E01005464,Living Environment,7,19964,13.444
E01005465,Barriers to Housing and Services,7,20442,17.066
E01005465,Crime,1,1347,1.327
E01005465,"Education, Skills and Training",6,18050,14.193
E01005465,Employment,4,12047,0.124
E01005465,Health Deprivation and Disability,3,7370,0.678
E01005465,Income Deprivation Affecting Children Index (IDACI),5,15094,0.163
E01005465,Income Deprivation Affecting Older People Index (IDAOPI),3,7189,0.272
E01005465,Income,4,11556,0.159
E01005465,Index of Multiple Deprivation,4,9868,26.731
E01005465,Living Environment,3,8666,29.977
E01005466,Barriers to Housing and Services,3,9035,27.16
E01005466,Crime,1,1398,1.312
E01005466,"Education, Skills and Training",1,736,70.313
E01005466,Employment,1,351,0.353
E01005466,Health Deprivation and Disability,1,327,2.078
E01005466,Income Deprivation Affecting Children Index (IDACI),1,1394,0.462
E01005466,Income Deprivation Affecting Older People Index (IDAOPI),1,714,0.514
E01005466,Income,1,451,0.432
E01005466,Index of Multiple Deprivation,1,267,70.136
E01005466,Living Environment,7,21766,11.652
E01005467,Barriers to Housing and Services,2,5194,32.616
E01005467,Crime,1,1087,1.391
E01005467,"Education, Skills and Training",1,2350,54.996
E01005467,Employment,1,1064,0.299
E01005467,Health Deprivation and Disability,1,1228,1.623
E01005467,Income Deprivation Affecting Children Index (IDACI),1,991,0.486
E01005467,Income Deprivation Affecting Older People Index (IDAOPI),2,3297,0.368
E01005467,Income,1,1009,0.387
E01005467,Index of Multiple Deprivation,1,829,61.118
E01005467,Living Environment,6,17111,16.667
E01005468,Barriers to Housing and Services,4,11881,24.185
E01005468,Crime,5,14742,0.117
E01005468,"Education, Skills and Training",9,26832,5.454
E01005468,Employment,7,20072,0.079
E01005468,Health Deprivation and Disability,6,16643,-0.037
E01005468,Income Deprivation Affecting Children Index (IDACI),8,24826,0.074
E01005468,Income Deprivation Affecting Older People Index (IDAOPI),8,26248,0.079
E01005468,Income,8,25178,0.062
E01005468,Index of Multiple Deprivation,7,22968,11.042
E01005468,Living Environment,8,23755,9.81
E01005469,Barriers to Housing and Services,9,29134,9.674
E01005469,Crime,3,7019,0.649
E01005469,"Education, Skills and Training",5,13254,20.731
E01005469,Employment,4,12732,0.119
E01005469,Health Deprivation and Disability,3,9388,0.5
E01005469,Income Deprivation Affecting Children Index (IDACI),5,15046,0.164
E01005469,Income Deprivation Affecting Older People Index (IDAOPI),7,21353,0.109
E01005469,Income,5,15866,0.118
E01005469,Index of Multiple Deprivation,4,12934,21.708
E01005469,Living Environment,3,6990,33.912
E01005470,Barriers to Housing and Services,3,8291,28.077
E01005470,Crime,3,8167,0.563
E01005470,"Education, Skills and Training",3,6653,35.579
E01005470,Employment,3,7145,0.171
E01005470,Health Deprivation and Disability,3,6604,0.749
E01005470,Income Deprivation Affecting Children Index (IDACI),3,9323,0.249
E01005470,Income Deprivation Affecting Older People Index (IDAOPI),1,1884,0.427
E01005470,Income,2,3881,0.286
E01005470,Index of Multiple Deprivation,2,4512,39.964
E01005470,Living Environment,1,1288,56.387
E01005471,Barriers to Housing and Services,3,9501,26.601
E01005471,Crime,1,2734,1.084
E01005471,"Education, Skills and Training",2,4891,41.674
E01005471,Employment,2,5872,0.187
E01005471,Health Deprivation and Disability,2,5092,0.913
E01005471,Income Deprivation Affecting Children Index (IDACI),3,8709,0.26
E01005471,Income Deprivation Affecting Older People Index (IDAOPI),2,6007,0.297
E01005471,Income,2,4857,0.264
E01005471,Index of Multiple Deprivation,2,4406,40.355
E01005471,Living Environment,3,6570,34.962
E01005472,Barriers to Housing and Services,4,12676,23.452
E01005472,Crime,1,988,1.414
E01005472,"Education, Skills and Training",1,2674,52.837
E01005472,Employment,2,3609,0.225
E01005472,Health Deprivation and Disability,1,2270,1.35
E01005472,Income Deprivation Affecting Children Index (IDACI),1,2123,0.426
E01005472,Income Deprivation Affecting Older People Index (IDAOPI),2,6346,0.29
E01005472,Income,1,2921,0.311
E01005472,Index of Multiple Deprivation,1,2460,48.754
E01005472,Living Environment,4,12324,23.476
E01005473,Barriers to Housing and Services,3,7843,28.638
E01005473,Crime,2,3400,0.997
E01005473,"Education, Skills and Training",2,6078,37.393
E01005473,Employment,2,3652,0.224
E01005473,Health Deprivation and Disability,1,2116,1.382
E01005473,Income Deprivation Affecting Children Index (IDACI),2,5612,0.324
E01005473,Income Deprivation Affecting Older People Index (IDAOPI),1,2927,0.381
E01005473,Income,1,3144,0.306
E01005473,Index of Multiple Deprivation,1,3105,45.363
E01005473,Living Environment,4,10887,25.869
E01005474,Barriers to Housing and Services,6,16972,19.881
E01005474,Crime,4,9975,0.431
E01005474,"Education, Skills and Training",5,13270,20.716
E01005474,Employment,3,9105,0.149
E01005474,Health Deprivation and Disability,2,3827,1.082
E01005474,Income Deprivation Affecting Children Index (IDACI),5,13372,0.185
E01005474,Income Deprivation Affecting Older People Index (IDAOPI),7,20582,0.115
E01005474,Income,4,12846,0.146
E01005474,Index of Multiple Deprivation,4,10943,24.859
E01005474,Living Environment,8,24451,9.178
E01005475,Barriers to Housing and Services,4,12023,24.037
E01005475,Crime,2,3832,0.949
E01005475,"Education, Skills and Training",2,4112,45.227
E01005475,Employment,1,2715,0.244
E01005475,Health Deprivation and Disability,1,2547,1.295
E01005475,Income Deprivation Affecting Children Index (IDACI),3,6996,0.293
E01005475,Income Deprivation Affecting Older People Index (IDAOPI),1,1763,0.433
E01005475,Income,1,3026,0.309
E01005475,Index of Multiple Deprivation,1,3022,45.756
E01005475,Living Environment,5,14964,19.568
E01005476,Barriers to Housing and Services,8,25634,12.847
E01005476,Crime,2,4434,0.885
E01005476,"Education, Skills and Training",5,15273,17.837
E01005476,Employment,3,8513,0.155
E01005476,Health Deprivation and Disability,2,5796,0.833
E01005476,Income Deprivation Affecting Children Index (IDACI),6,18657,0.123
E01005476,Income Deprivation Affecting Older People Index (IDAOPI),5,15442,0.159
E01005476,Income,5,14638,0.129
E01005476,Index of Multiple Deprivation,4,10888,24.967
E01005476,Living Environment,5,13290,22.012
E01005477,Barriers to Housing and Services,7,21812,15.981
E01005477,Crime,1,2294,1.145
E01005477,"Education, Skills and Training",2,5619,38.944
E01005477,Employment,2,3900,0.22
E01005477,Health Deprivation and Disability,2,3464,1.136
E01005477,Income Deprivation Affecting Children Index (IDACI),2,4739,0.345
E01005477,Income Deprivation Affecting Older People Index (IDAOPI),2,6198,0.293
E01005477,Income,2,4048,0.282
E01005477,Index of Multiple Deprivation,2,3412,44.011
E01005477,Living Environment,1,2928,46.844
E01005478,Barriers to Housing and Services,8,23304,14.807
E01005478,Crime,2,3814,0.95
E01005478,"Education, Skills and Training",3,9028,28.91
E01005478,Employment,4,10050,0.14
E01005478,Health Deprivation and Disability,3,7458,0.67
E01005478,Income Deprivation Affecting Children Index (IDACI),3,7438,0.284
E01005478,Income Deprivation Affecting Older People Index (IDAOPI),6,18672,0.129
E01005478,Income,3,9813,0.179
E01005478,Index of Multiple Deprivation,3,9584,27.26
E01005478,Living Environment,5,14745,19.899
E01005479,Barriers to Housing and Services,4,10130,25.906
E01005479,Crime,2,4207,0.908
E01005479,"Education, Skills and Training",2,6360,36.427
E01005479,Employment,3,7344,0.168
E01005479,Health Deprivation and Disability,3,6724,0.737
E01005479,Income Deprivation Affecting Children Index (IDACI),3,8369,0.267
E01005479,Income Deprivation Affecting Older People Index (IDAOPI),4,11470,0.205
E01005479,Income,3,8896,0.192
E01005479,Index of Multiple Deprivation,3,7310,32.029
E01005479,Living Environment,5,15748,18.513
E01005480,Barriers to Housing and Services,5,14316,22.042
E01005480,Crime,2,3711,0.961
E01005480,"Education, Skills and Training",4,10704,25.303
E01005480,Employment,2,6062,0.184
E01005480,Health Deprivation and Disability,2,5341,0.884
E01005480,Income Deprivation Affecting Children Index (IDACI),5,13489,0.184
E01005480,Income Deprivation Affecting Older People Index (IDAOPI),3,9697,0.23
E01005480,Income,3,9637,0.182
E01005480,Index of Multiple Deprivation,3,7613,31.303
E01005480,Living Environment,5,15172,19.274
E01005481,Barriers to Housing and Services,5,15352,21.169
E01005481,Crime,5,16237,0.019
E01005481,"Education, Skills and Training",4,10721,25.275
E01005481,Employment,3,9304,0.147
E01005481,Health Deprivation and Disability,2,5121,0.91
E01005481,Income Deprivation Affecting Children Index (IDACI),6,16491,0.147
E01005481,Income Deprivation Affecting Older People Index (IDAOPI),3,7938,0.258
E01005481,Income,4,10533,0.171
E01005481,Index of Multiple Deprivation,4,10626,25.422
E01005481,Living Environment,6,17822,15.823
E01005482,Barriers to Housing and Services,3,7392,29.205
E01005482,Crime,1,593,1.567
E01005482,"Education, Skills and Training",1,1013,66.695
E01005482,Employment,1,17,0.49
E01005482,Health Deprivation and Disability,1,132,2.382
E01005482,Income Deprivation Affecting Children Index (IDACI),1,2608,0.408
E01005482,Income Deprivation Affecting Older People Index (IDAOPI),1,771,0.506
E01005482,Income,1,89,0.508
E01005482,Index of Multiple Deprivation,1,33,79.567
E01005482,Living Environment,3,8759,29.807
E01005483,Barriers to Housing and Services,4,11533,24.537
E01005483,Crime,2,3297,1.009
E01005483,"Education, Skills and Training",1,2113,56.586
E01005483,Employment,1,180,0.384
E01005483,Health Deprivation and Disability,1,243,2.185
E01005483,Income Deprivation Affecting Children Index (IDACI),2,5482,0.327
E01005483,Income Deprivation Affecting Older People Index (IDAOPI),1,1819,0.43
E01005483,Income,1,811,0.397
E01005483,Index of Multiple Deprivation,1,470,66.189
E01005483,Living Environment,5,16109,18.025
E01005484,Barriers to Housing and Services,2,4022,34.997
E01005484,Crime,1,1040,1.404
E01005484,"Education, Skills and Training",1,1733,59.58
E01005484,Employment,1,635,0.325
E01005484,Health Deprivation and Disability,1,1376,1.575
E01005484,Income Deprivation Affecting Children Index (IDACI),1,2441,0.413
E01005484,Income Deprivation Affecting Older People Index (IDAOPI),1,408,0.558
E01005484,Income,1,364,0.443
E01005484,Index of Multiple Deprivation,1,393,67.529
E01005484,Living Environment,5,13464,21.724
E01005485,Barriers to Housing and Services,3,9572,26.524
E01005485,Crime,1,2253,1.154
E01005485,"Education, Skills and Training",2,5442,39.617
E01005485,Employment,1,1609,0.277
E01005485,Health Deprivation and Disability,1,715,1.834
E01005485,Income Deprivation Affecting Children Index (IDACI),3,7611,0.281
E01005485,Income Deprivation Affecting Older People Index (IDAOPI),1,89,0.677
E01005485,Income,1,1917,0.344
E01005485,Index of Multiple Deprivation,1,1383,55.685
E01005485,Living Environment,2,5464,37.756
E01005486,Barriers to Housing and Services,4,10400,25.609
E01005486,Crime,2,4338,0.894
E01005486,"Education, Skills and Training",2,6192,37.038
E01005486,Employment,1,2191,0.258
E01005486,Health Deprivation and Disability,1,1897,1.434
E01005486,Income Deprivation Affecting Children Index (IDACI),3,6896,0.295
E01005486,Income Deprivation Affecting Older People Index (IDAOPI),1,3234,0.37
E01005486,Income,2,3465,0.297
E01005486,Index of Multiple Deprivation,1,2302,49.536
E01005486,Living Environment,1,2172,50.552
E01005487,Barriers to Housing and Services,5,15220,21.267
E01005487,Crime,2,3715,0.961
E01005487,"Education, Skills and Training",3,7017,34.497
E01005487,Employment,2,4779,0.204
E01005487,Health Deprivation and Disability,2,3593,1.116
E01005487,Income Deprivation Affecting Children Index (IDACI),3,8440,0.265
E01005487,Income Deprivation Affecting Older People Index (IDAOPI),2,5929,0.299
E01005487,Income,2,5681,0.246
E01005487,Index of Multiple Deprivation,2,4884,38.723
E01005487,Living Environment,3,7466,32.746
E01005488,Barriers to Housing and Services,3,7426,29.159
E01005488,Crime,5,16182,0.022
E01005488,"Education, Skills and Training",9,29524,3.232
E01005488,Employment,10,29623,0.043
E01005488,Health Deprivation and Disability,6,19557,-0.229
E01005488,Income Deprivation Affecting Children Index (IDACI),10,29903,0.041
E01005488,Income Deprivation Affecting Older People Index (IDAOPI),8,23292,0.096
E01005488,Income,10,30067,0.04
E01005488,Index of Multiple Deprivation,9,27127,7.703
E01005488,Living Environment,9,29295,4.984
E01005489,Barriers to Housing and Services,9,28338,10.426
E01005489,Crime,3,9049,0.499
E01005489,"Education, Skills and Training",6,19576,12.489
E01005489,Employment,5,13628,0.113
E01005489,Health Deprivation and Disability,4,11307,0.346
E01005489,Income Deprivation Affecting Children Index (IDACI),5,14370,0.172
E01005489,Income Deprivation Affecting Older People Index (IDAOPI),9,26530,0.077
E01005489,Income,5,16091,0.117
E01005489,Index of Multiple Deprivation,6,17295,16.396
E01005489,Living Environment,8,25904,7.931
E01005490,Barriers to Housing and Services,3,7570,28.953
E01005490,Crime,6,19556,-0.197
E01005490,"Education, Skills and Training",1,1183,64.565
E01005490,Employment,1,2422,0.251
E01005490,Health Deprivation and Disability,1,1884,1.435
E01005490,Income Deprivation Affecting Children Index (IDACI),1,2173,0.424
E01005490,Income Deprivation Affecting Older People Index (IDAOPI),3,7122,0.274
E01005490,Income,1,2662,0.319
E01005490,Index of Multiple Deprivation,1,2725,47.349
E01005490,Living Environment,8,25655,8.14
E01005491,Barriers to Housing and Services,5,14487,21.877
E01005491,Crime,6,17058,-0.032
E01005491,"Education, Skills and Training",5,16356,16.365
E01005491,Employment,3,8396,0.156
E01005491,Health Deprivation and Disability,4,9860,0.461
E01005491,Income Deprivation Affecting Children Index (IDACI),3,7806,0.278
E01005491,Income Deprivation Affecting Older People Index (IDAOPI),5,13653,0.179
E01005491,Income,3,9644,0.182
E01005491,Index of Multiple Deprivation,4,11615,23.708
E01005491,Living Environment,5,13946,21.014
E01005492,Barriers to Housing and Services,3,9075,27.115
E01005492,Crime,6,16932,-0.024
E01005492,"Education, Skills and Training",8,23876,8.069
E01005492,Employment,7,19977,0.08
E01005492,Health Deprivation and Disability,5,13302,0.193
E01005492,Income Deprivation Affecting Children Index (IDACI),9,26903,0.06
E01005492,Income Deprivation Affecting Older People Index (IDAOPI),8,23996,0.092
E01005492,Income,8,23811,0.069
E01005492,Index of Multiple Deprivation,7,21548,12.216
E01005492,Living Environment,9,29154,5.106
E01005493,Barriers to Housing and Services,7,21407,16.298
E01005493,Crime,4,10354,0.404
E01005493,"Education, Skills and Training",9,27089,5.233
E01005493,Employment,7,22252,0.071
E01005493,Health Deprivation and Disability,5,15789,0.023
E01005493,Income Deprivation Affecting Children Index (IDACI),8,24468,0.076
E01005493,Income Deprivation Affecting Older People Index (IDAOPI),8,23603,0.094
E01005493,Income,8,25133,0.063
E01005493,Index of Multiple Deprivation,8,24715,9.597
E01005493,Living Environment,10,31067,3.261
E01005494,Barriers to Housing and Services,8,23469,14.676
E01005494,Crime,2,3383,0.999
E01005494,"Education, Skills and Training",6,17898,14.399
E01005494,Employment,4,12713,0.119
E01005494,Health Deprivation and Disability,4,10166,0.435
E01005494,Income Deprivation Affecting Children Index (IDACI),5,14048,0.176
E01005494,Income Deprivation Affecting Older People Index (IDAOPI),5,15584,0.158
E01005494,Income,5,14486,0.13
E01005494,Index of Multiple Deprivation,4,12852,21.837
E01005494,Living Environment,4,11865,24.238
E01005495,Barriers to Housing and Services,4,12356,23.738
E01005495,Crime,2,5853,0.746
E01005495,"Education, Skills and Training",5,13812,19.94
E01005495,Employment,3,7906,0.162
E01005495,Health Deprivation and Disability,2,5969,0.815
E01005495,Income Deprivation Affecting Children Index (IDACI),4,12346,0.201
E01005495,Income Deprivation Affecting Older People Index (IDAOPI),6,16944,0.145
E01005495,Income,4,11122,0.164
E01005495,Index of Multiple Deprivation,3,9698,27.036
E01005495,Living Environment,7,20113,13.309
E01005496,Barriers to Housing and Services,2,5179,32.641
E01005496,Crime,3,8037,0.572
E01005496,"Education, Skills and Training",1,2423,54.514
E01005496,Employment,1,2225,0.257
E01005496,Health Deprivation and Disability,1,1469,1.549
E01005496,Income Deprivation Affecting Children Index (IDACI),1,2310,0.419
E01005496,Income Deprivation Affecting Older People Index (IDAOPI),2,4161,0.342
E01005496,Income,1,1951,0.343
E01005496,Index of Multiple Deprivation,1,2172,50.313
E01005496,Living Environment,9,28190,5.988
E01005497,Barriers to Housing and Services,6,18372,18.739
E01005497,Crime,3,7797,0.59
E01005497,"Education, Skills and Training",1,1557,61.095
E01005497,Employment,1,2108,0.261
E01005497,Health Deprivation and Disability,1,1870,1.438
E01005497,Income Deprivation Affecting Children Index (IDACI),1,906,0.491
E01005497,Income Deprivation Affecting Older People Index (IDAOPI),1,2743,0.387
E01005497,Income,1,1338,0.37
E01005497,Index of Multiple Deprivation,1,2099,50.694
E01005497,Living Environment,7,21141,12.269
E01005498,Barriers to Housing and Services,8,24618,13.724
E01005498,Crime,2,4192,0.91
E01005498,"Education, Skills and Training",4,9905,26.972
E01005498,Employment,3,8802,0.152
E01005498,Health Deprivation and Disability,3,7159,0.697
E01005498,Income Deprivation Affecting Children Index (IDACI),3,9722,0.242
E01005498,Income Deprivation Affecting Older People Index (IDAOPI),4,11541,0.204
E01005498,Income,3,9171,0.188
E01005498,Index of Multiple Deprivation,3,8520,29.377
E01005498,Living Environment,3,6821,34.359
E01005499,Barriers to Housing and Services,3,8037,28.377
E01005499,Crime,3,7119,0.641
E01005499,"Education, Skills and Training",4,12464,22.034
E01005499,Employment,5,15143,0.104
E01005499,Health Deprivation and Disability,3,9362,0.503
E01005499,Income Deprivation Affecting Children Index (IDACI),4,11918,0.207
E01005499,Income Deprivation Affecting Older People Index (IDAOPI),7,20174,0.118
E01005499,Income,5,15960,0.118
E01005499,Index of Multiple Deprivation,4,11741,23.513
E01005499,Living Environment,3,7470,32.739
E01005500,Barriers to Housing and Services,7,22955,15.071
E01005500,Crime,3,7476,0.615
E01005500,"Education, Skills and Training",5,14821,18.495
E01005500,Employment,4,12766,0.119
E01005500,Health Deprivation and Disability,2,5603,0.856
E01005500,Income Deprivation Affecting Children Index (IDACI),4,10440,0.23
E01005500,Income Deprivation Affecting Older People Index (IDAOPI),4,10978,0.211
E01005500,Income,4,11952,0.155
E01005500,Index of Multiple Deprivation,4,12078,22.944
E01005500,Living Environment,5,16166,17.956
E01005501,Barriers to Housing and Services,6,19069,18.206
E01005501,Crime,1,1543,1.279
E01005501,"Education, Skills and Training",2,3329,49.15
E01005501,Employment,1,2334,0.254
E01005501,Health Deprivation and Disability,1,278,2.141
E01005501,Income Deprivation Affecting Children Index (IDACI),2,3506,0.38
E01005501,Income Deprivation Affecting Older People Index (IDAOPI),1,2614,0.393
E01005501,Income,1,2732,0.317
E01005501,Index of Multiple Deprivation,1,1502,54.758
E01005501,Living Environment,2,5242,38.398
E01005502,Barriers to Housing and Services,8,25455,13.01
E01005502,Crime,4,10344,0.404
E01005502,"Education, Skills and Training",2,5809,38.363
E01005502,Employment,2,5013,0.201
E01005502,Health Deprivation and Disability,1,2878,1.236
E01005502,Income Deprivation Affecting Children Index (IDACI),3,7045,0.292
E01005502,Income Deprivation Affecting Older People Index (IDAOPI),3,8577,0.247
E01005502,Income,3,7259,0.217
E01005502,Index of Multiple Deprivation,2,6234,34.779
E01005502,Living Environment,4,9855,27.696
E01005503,Barriers to Housing and Services,4,11046,24.994
E01005503,Crime,6,19292,-0.18
E01005503,"Education, Skills and Training",7,21295,10.598
E01005503,Employment,8,24152,0.063
E01005503,Health Deprivation and Disability,5,15115,0.067
E01005503,Income Deprivation Affecting Children Index (IDACI),10,31535,0.028
E01005503,Income Deprivation Affecting Older People Index (IDAOPI),8,24494,0.089
E01005503,Income,9,29021,0.045
E01005503,Index of Multiple Deprivation,8,24835,9.491
E01005503,Living Environment,10,29748,4.558
E01005504,Barriers to Housing and Services,7,21409,16.298
E01005504,Crime,1,779,1.486
E01005504,"Education, Skills and Training",3,6991,34.568
E01005504,Employment,3,6866,0.174
E01005504,Health Deprivation and Disability,2,5e3,0.925
E01005504,Income Deprivation Affecting Children Index (IDACI),3,7342,0.286
E01005504,Income Deprivation Affecting Older People Index (IDAOPI),5,14204,0.173
E01005504,Income,3,7772,0.209
E01005504,Index of Multiple Deprivation,2,5750,36.043
E01005504,Living Environment,3,9161,29.012
E01005505,Barriers to Housing and Services,8,23426,14.712
E01005505,Crime,3,6719,0.673
E01005505,"Education, Skills and Training",2,5217,40.499
E01005505,Employment,3,7522,0.166
E01005505,Health Deprivation and Disability,2,4428,0.997
E01005505,Income Deprivation Affecting Children Index (IDACI),3,9588,0.244
E01005505,Income Deprivation Affecting Older People Index (IDAOPI),4,11681,0.202
E01005505,Income,3,8923,0.192
E01005505,Index of Multiple Deprivation,3,7350,31.939
E01005505,Living Environment,4,10011,27.397
E01005506,Barriers to Housing and Services,8,24012,14.23
E01005506,Crime,4,10863,0.368
E01005506,"Education, Skills and Training",3,8751,29.594
E01005506,Employment,2,6494,0.179
E01005506,Health Deprivation and Disability,1,2010,1.405
E01005506,Income Deprivation Affecting Children Index (IDACI),6,17261,0.138
E01005506,Income Deprivation Affecting Older People Index (IDAOPI),3,7851,0.26
E01005506,Income,4,9958,0.178
E01005506,Index of Multiple Deprivation,3,8076,30.344
E01005506,Living Environment,6,19360,14.073
E01005507,Barriers to Housing and Services,8,24517,13.82
E01005507,Crime,6,19074,-0.165
E01005507,"Education, Skills and Training",3,8606,29.94
E01005507,Employment,4,12427,0.121
E01005507,Health Deprivation and Disability,3,8896,0.544
E01005507,Income Deprivation Affecting Children Index (IDACI),3,9707,0.242
E01005507,Income Deprivation Affecting Older People Index (IDAOPI),5,14951,0.165
E01005507,Income,4,11008,0.165
E01005507,Index of Multiple Deprivation,4,12288,22.667
E01005507,Living Environment,4,10088,27.264
E01005508,Barriers to Housing and Services,7,20184,17.286
E01005508,Crime,7,22157,-0.373
E01005508,"Education, Skills and Training",8,24830,7.198
E01005508,Employment,8,23027,0.068
E01005508,Health Deprivation and Disability,6,17941,-0.121
E01005508,Income Deprivation Affecting Children Index (IDACI),8,24986,0.073
E01005508,Income Deprivation Affecting Older People Index (IDAOPI),10,29783,0.057
E01005508,Income,9,28556,0.047
E01005508,Index of Multiple Deprivation,9,27042,7.765
E01005508,Living Environment,8,23687,9.88
E01005509,Barriers to Housing and Services,6,17977,19.085
E01005509,Crime,1,1056,1.399
E01005509,"Education, Skills and Training",1,1156,64.889
E01005509,Employment,1,837,0.311
E01005509,Health Deprivation and Disability,1,714,1.835
E01005509,Income Deprivation Affecting Children Index (IDACI),1,1936,0.435
E01005509,Income Deprivation Affecting Older People Index (IDAOPI),2,4497,0.333
E01005509,Income,1,2197,0.334
E01005509,Index of Multiple Deprivation,1,921,60.15
E01005509,Living Environment,4,11137,25.402
E01005510,Barriers to Housing and Services,7,22685,15.289
E01005510,Crime,7,20657,-0.272
E01005510,"Education, Skills and Training",5,14337,19.211
E01005510,Employment,6,17645,0.09
E01005510,Health Deprivation and Disability,4,11654,0.319
E01005510,Income Deprivation Affecting Children Index (IDACI),5,15558,0.158
E01005510,Income Deprivation Affecting Older People Index (IDAOPI),8,25593,0.082
E01005510,Income,7,20634,0.086
E01005510,Index of Multiple Deprivation,7,20193,13.477
E01005510,Living Environment,8,25544,8.234
E01005511,Barriers to Housing and Services,8,25999,12.557
E01005511,Crime,5,14646,0.123
E01005511,"Education, Skills and Training",5,13620,20.188
E01005511,Employment,3,9844,0.142
E01005511,Health Deprivation and Disability,2,5182,0.902
E01005511,Income Deprivation Affecting Children Index (IDACI),5,13842,0.179
E01005511,Income Deprivation Affecting Older People Index (IDAOPI),4,12917,0.188
E01005511,Income,5,14502,0.13
E01005511,Index of Multiple Deprivation,4,12807,21.906
E01005511,Living Environment,6,17804,15.845
E01005512,Barriers to Housing and Services,7,19975,17.448
E01005512,Crime,2,5570,0.771
E01005512,"Education, Skills and Training",3,7613,32.645
E01005512,Employment,2,6115,0.184
E01005512,Health Deprivation and Disability,2,4043,1.05
E01005512,Income Deprivation Affecting Children Index (IDACI),3,8683,0.26
E01005512,Income Deprivation Affecting Older People Index (IDAOPI),4,10102,0.224
E01005512,Income,3,8703,0.195
E01005512,Index of Multiple Deprivation,3,7366,31.885
E01005512,Living Environment,6,16643,17.278
E01005513,Barriers to Housing and Services,6,16432,20.282
E01005513,Crime,2,6398,0.7
E01005513,"Education, Skills and Training",1,747,70.188
E01005513,Employment,1,508,0.334
E01005513,Health Deprivation and Disability,1,1773,1.465
E01005513,Income Deprivation Affecting Children Index (IDACI),1,658,0.51
E01005513,Income Deprivation Affecting Older People Index (IDAOPI),2,3645,0.357
E01005513,Income,1,1102,0.383
E01005513,Index of Multiple Deprivation,1,1016,59.012
E01005513,Living Environment,7,20835,12.561
E01005514,Barriers to Housing and Services,5,15492,21.041
E01005514,Crime,6,17247,-0.045
E01005514,"Education, Skills and Training",2,3538,48.026
E01005514,Employment,2,4703,0.205
E01005514,Health Deprivation and Disability,2,3730,1.096
E01005514,Income Deprivation Affecting Children Index (IDACI),2,5710,0.322
E01005514,Income Deprivation Affecting Older People Index (IDAOPI),3,7628,0.264
E01005514,Income,2,5910,0.241
E01005514,Index of Multiple Deprivation,2,5787,35.966
E01005514,Living Environment,5,14441,20.289
E01005515,Barriers to Housing and Services,5,14182,22.15
E01005515,Crime,5,15025,0.099
E01005515,"Education, Skills and Training",1,520,74.278
E01005515,Employment,1,568,0.329
E01005515,Health Deprivation and Disability,1,1257,1.614
E01005515,Income Deprivation Affecting Children Index (IDACI),1,257,0.566
E01005515,Income Deprivation Affecting Older People Index (IDAOPI),1,1746,0.433
E01005515,Income,1,367,0.443
E01005515,Index of Multiple Deprivation,1,781,61.705
E01005515,Living Environment,8,25487,8.284
E01005516,Barriers to Housing and Services,8,25654,12.831
E01005516,Crime,8,23234,-0.451
E01005516,"Education, Skills and Training",8,24500,7.514
E01005516,Employment,6,17481,0.091
E01005516,Health Deprivation and Disability,5,13162,0.205
E01005516,Income Deprivation Affecting Children Index (IDACI),6,17916,0.131
E01005516,Income Deprivation Affecting Older People Index (IDAOPI),7,19970,0.119
E01005516,Income,6,18917,0.096
E01005516,Index of Multiple Deprivation,7,21957,11.863
E01005516,Living Environment,7,21166,12.248
E01005517,Barriers to Housing and Services,9,27111,11.535
E01005517,Crime,7,22743,-0.414
E01005517,"Education, Skills and Training",8,24820,7.209
E01005517,Employment,5,16082,0.098
E01005517,Health Deprivation and Disability,5,13400,0.187
E01005517,Income Deprivation Affecting Children Index (IDACI),6,18640,0.123
E01005517,Income Deprivation Affecting Older People Index (IDAOPI),7,22974,0.098
E01005517,Income,7,20996,0.084
E01005517,Index of Multiple Deprivation,7,22823,11.155
E01005517,Living Environment,8,26048,7.829
E01005518,Barriers to Housing and Services,2,6539,30.389
E01005518,Crime,6,18451,-0.124
E01005518,"Education, Skills and Training",4,11142,24.446
E01005518,Employment,3,7957,0.161
E01005518,Health Deprivation and Disability,3,8086,0.613
E01005518,Income Deprivation Affecting Children Index (IDACI),3,7035,0.293
E01005518,Income Deprivation Affecting Older People Index (IDAOPI),3,9054,0.239
