lsoa11cd,measure,value,index_domain
E01005366,Rank,17072,Living Environment
E01005221,Rank,1603,Living Environment
E01005281,Rank,3758,Living Environment
E01005040,Rank,14407,Living Environment
E01005049,Rank,26350,Living Environment
E01005332,Rank,11720,Living Environment
E01005333,Rank,25463,Living Environment
E01005195,Rank,9493,Living Environment
E01004924,Rank,25055,Living Environment
E01004940,Rank,23563,Living Environment
E01006149,Rank,12900,Living Environment
E01006191,Rank,18607,Living Environment
E01006241,Rank,28246,Living Environment
E01006242,Rank,8533,Living Environment
E01006186,Rank,6997,Living Environment
E01006199,Rank,11642,Living Environment
E01006179,Rank,13257,Living Environment
E01005383,Rank,20701,Living Environment
E01005398,Rank,8035,Living Environment
E01005370,Rank,9934,Living Environment
E01005451,Rank,16161,Living Environment
E01005375,Rank,19262,Living Environment
E01005401,Rank,24021,Living Environment
E01006261,Rank,25537,Living Environment
E01006255,Rank,18310,Living Environment
E01004920,Rank,24796,Living Environment
E01004875,Rank,9674,Living Environment
E01004956,Rank,8004,Living Environment
E01004994,Rank,5774,Living Environment
E01004782,Rank,17093,Living Environment
E01004786,Rank,24619,Living Environment
E01004993,Rank,24673,Living Environment
E01004883,Rank,5473,Living Environment
E01004805,Rank,27187,Living Environment
E01004810,Rank,19695,Living Environment
E01005194,Rank,2418,Living Environment
E01005182,Rank,15886,Living Environment
E01004995,Rank,17622,Living Environment
E01004990,Rank,7446,Living Environment
E01004836,Rank,19831,Living Environment
E01005066,Rank,7908,Living Environment
E01005091,Rank,15308,Living Environment
E01005146,Rank,5882,Living Environment
E01005150,Rank,474,Living Environment
E01005136,Rank,12357,Living Environment
E01005106,Rank,8327,Living Environment
E01005000,Rank,25721,Living Environment
E01005013,Rank,8326,Living Environment
E01004959,Rank,1592,Living Environment
E01004944,Rank,18223,Living Environment
E01004787,Rank,16759,Living Environment
E01004804,Rank,30101,Living Environment
E01005014,Rank,9457,Living Environment
E01005021,Rank,16745,Living Environment
E01004957,Rank,15663,Living Environment
E01006154,Rank,14818,Living Environment
E01006148,Rank,15528,Living Environment
E01006253,Rank,27074,Living Environment
E01006254,Rank,28195,Living Environment
E01006153,Rank,29474,Living Environment
E01004869,Rank,2022,Living Environment
E01004874,Rank,14234,Living Environment
E01005183,Rank,14369,Living Environment
E01004831,Rank,4944,Living Environment
E01004774,Rank,4842,Living Environment
E01004775,Rank,17165,Living Environment
E01004846,Rank,3355,Living Environment
E01004864,Rank,10940,Living Environment
E01005777,Rank,20740,Living Environment
E01005778,Rank,11435,Living Environment
E01005760,Rank,2709,Living Environment
E01005776,Rank,25200,Living Environment
E01005784,Rank,22685,Living Environment
E01005790,Rank,27343,Living Environment
E01005783,Rank,26957,Living Environment
E01005800,Rank,19940,Living Environment
E01005785,Rank,11742,Living Environment
E01005772,Rank,21957,Living Environment
E01006372,Rank,30663,Living Environment
E01006371,Rank,9017,Living Environment
E01006392,Rank,17196,Living Environment
E01005566,Rank,9784,Living Environment
E01005623,Rank,9480,Living Environment
E01005612,Rank,20365,Living Environment
E01005491,Rank,13946,Living Environment
E01005596,Rank,18025,Living Environment
E01005550,Rank,21485,Living Environment
E01005573,Rank,30578,Living Environment
E01005624,Rank,18705,Living Environment
E01005611,Rank,14889,Living Environment
E01005523,Rank,14881,Living Environment
E01005538,Rank,17544,Living Environment
E01005480,Rank,15172,Living Environment
E01005537,Rank,19517,Living Environment
E01005470,Rank,1288,Living Environment
E01005507,Rank,10088,Living Environment
E01005499,Rank,7470,Living Environment
E01005462,Rank,16068,Living Environment
E01006250,Rank,23144,Living Environment
E01006237,Rank,32097,Living Environment
E01006411,Rank,27042,Living Environment
E01006286,Rank,25067,Living Environment
E01006288,Rank,28234,Living Environment
E01006297,Rank,14526,Living Environment
E01006345,Rank,28015,Living Environment
E01006354,Rank,15358,Living Environment
E01006208,Rank,23545,Living Environment
E01006009,Rank,7355,Living Environment
E01006209,Rank,20799,Living Environment
E01006270,Rank,29444,Living Environment
E01006000,Rank,11850,Living Environment
E01006063,Rank,22576,Living Environment
E01006072,Rank,30979,Living Environment
E01006059,Rank,13965,Living Environment
E01006406,Rank,20883,Living Environment
E01006231,Rank,24030,Living Environment
E01006336,Rank,20538,Living Environment
E01006344,Rank,23363,Living Environment
E01006232,Rank,12901,Living Environment
E01006362,Rank,23786,Living Environment
E01006355,Rank,18993,Living Environment
E01006359,Rank,15949,Living Environment
E01006391,Rank,26831,Living Environment
E01006361,Rank,22410,Living Environment
E01006323,Rank,3017,Living Environment
E01006331,Rank,25998,Living Environment
E01006172,Rank,27477,Living Environment
E01006177,Rank,24151,Living Environment
E01006147,Rank,20564,Living Environment
E01006171,Rank,14446,Living Environment
E01005887,Rank,13476,Living Environment
E01005835,Rank,29094,Living Environment
E01006168,Rank,29951,Living Environment
E01005888,Rank,15192,Living Environment
E01005834,Rank,17338,Living Environment
E01005923,Rank,31868,Living Environment
E01006178,Rank,10170,Living Environment
E01005889,Rank,6437,Living Environment
E01006119,Rank,17282,Living Environment
E01006197,Rank,12644,Living Environment
E01006198,Rank,10720,Living Environment
E01006192,Rank,19853,Living Environment
E01005976,Rank,15125,Living Environment
E01005858,Rank,8639,Living Environment
E01005859,Rank,3522,Living Environment
E01005873,Rank,15998,Living Environment
E01005981,Rank,14337,Living Environment
E01006169,Rank,22185,Living Environment
E01005872,Rank,2968,Living Environment
E01005920,Rank,15923,Living Environment
E01005977,Rank,13056,Living Environment
E01005941,Rank,2266,Living Environment
E01006185,Rank,3353,Living Environment
E01006200,Rank,14925,Living Environment
E01006050,Rank,23354,Living Environment
E01006062,Rank,29271,Living Environment
E01006205,Rank,22560,Living Environment
E01006073,Rank,17911,Living Environment
E01006150,Rank,11907,Living Environment
E01006167,Rank,30729,Living Environment
E01006211,Rank,22654,Living Environment
E01006142,Rank,17042,Living Environment
E01006141,Rank,14471,Living Environment
E01005924,Rank,25753,Living Environment
E01006118,Rank,19209,Living Environment
E01033677,Rank,9146,Health Deprivation and Disability
E01033686,Rank,1197,Health Deprivation and Disability
E01033666,Rank,490,Health Deprivation and Disability
E01033671,Rank,6288,Health Deprivation and Disability
E01033660,Rank,6266,Health Deprivation and Disability
E01033220,Rank,130,Health Deprivation and Disability
E01033653,Rank,11983,Health Deprivation and Disability
E01033655,Rank,6510,Health Deprivation and Disability
E01033680,Rank,2712,Health Deprivation and Disability
E01033669,Rank,162,Health Deprivation and Disability
E01033672,Rank,693,Health Deprivation and Disability
E01005469,Rank,9388,Health Deprivation and Disability
E01005476,Rank,5796,Health Deprivation and Disability
E01005486,Rank,1897,Health Deprivation and Disability
E01005492,Rank,13302,Health Deprivation and Disability
E01005374,Rank,6091,Health Deprivation and Disability
E01005513,Rank,1773,Health Deprivation and Disability
E01005525,Rank,1953,Health Deprivation and Disability
E01005408,Rank,21808,Health Deprivation and Disability
E01005407,Rank,25226,Health Deprivation and Disability
E01005379,Rank,1385,Health Deprivation and Disability
E01005429,Rank,2281,Health Deprivation and Disability
E01005422,Rank,3719,Health Deprivation and Disability
E01005574,Rank,16872,Health Deprivation and Disability
E01005556,Rank,11733,Health Deprivation and Disability
E01005431,Rank,5703,Health Deprivation and Disability
E01005411,Rank,12418,Health Deprivation and Disability
E01032922,Rank,17819,Health Deprivation and Disability
E01033659,Rank,5070,Health Deprivation and Disability
E01033654,Rank,10106,Health Deprivation and Disability
E01033652,Rank,224,Health Deprivation and Disability
E01033674,Rank,867,Health Deprivation and Disability
E01033678,Rank,382,Health Deprivation and Disability
E01033687,Rank,494,Health Deprivation and Disability
E01005510,Rank,11654,Health Deprivation and Disability
E01005524,Rank,7326,Health Deprivation and Disability
E01032917,Rank,2744,Health Deprivation and Disability
E01005206,Rank,2525,Living Environment
E01005378,Rank,7677,Living Environment
E01005168,Rank,5416,Living Environment
E01005171,Rank,1305,Living Environment
E01005200,Rank,8872,Living Environment
E01005428,Rank,3083,Living Environment
E01005302,Rank,1484,Living Environment
E01005410,Rank,21708,Living Environment
E01005369,Rank,7921,Living Environment
E01005210,Rank,2283,Living Environment
E01005215,Rank,8181,Living Environment
E01005439,Rank,11187,Living Environment
E01005419,Rank,20887,Living Environment
E01005324,Rank,24636,Living Environment
E01005334,Rank,18913,Living Environment
E01005318,Rank,14913,Living Environment
E01005275,Rank,4976,Living Environment
E01005354,Rank,22083,Living Environment
E01005276,Rank,5576,Living Environment
E01005347,Rank,16199,Living Environment
E01005111,Rank,13030,Living Environment
E01005157,Rank,14524,Living Environment
E01005099,Rank,16027,Living Environment
E01005101,Rank,13352,Living Environment
E01005119,Rank,11235,Living Environment
E01005149,Rank,7807,Living Environment
E01005087,Rank,15341,Living Environment
E01005073,Rank,14805,Living Environment
E01005141,Rank,17126,Living Environment
E01005058,Rank,22500,Living Environment
E01005078,Rank,11407,Living Environment
E01005094,Rank,8522,Living Environment
E01005056,Rank,12275,Living Environment
E01004791,Rank,17900,Living Environment
E01005075,Rank,10877,Living Environment
E01005373,Rank,23579,Living Environment
E01005430,Rank,5372,Living Environment
E01004802,Rank,10405,Living Environment
E01004789,Rank,20037,Living Environment
E01005852,Rank,21385,Living Environment
E01005826,Rank,28939,Living Environment
E01005917,Rank,2583,Living Environment
E01005808,Rank,25287,Living Environment
E01005473,Rank,10887,Living Environment
E01005475,Rank,14964,Living Environment
E01005795,Rank,28391,Living Environment
E01005504,Rank,9161,Living Environment
E01005494,Rank,11865,Living Environment
E01005833,Rank,24642,Living Environment
E01005485,Rank,5464,Living Environment
E01005820,Rank,6642,Living Environment
E01005939,Rank,26595,Living Environment
E01005483,Rank,16109,Living Environment
E01005919,Rank,16660,Living Environment
E01005512,Rank,16643,Living Environment
E01005498,Rank,6821,Living Environment
E01005741,Rank,18326,Living Environment
E01005740,Rank,17290,Living Environment
E01005628,Rank,4889,Living Environment
E01005631,Rank,14717,Living Environment
E01005477,Rank,2928,Living Environment
E01005600,Rank,3939,Living Environment
E01005501,Rank,5242,Living Environment
E01005649,Rank,11021,Living Environment
E01005270,Rank,13693,Living Environment
E01005216,Rank,4099,Living Environment
E01005269,Rank,11171,Living Environment
E01005238,Rank,3212,Living Environment
E01005244,Rank,4325,Living Environment
E01005487,Rank,7466,Living Environment
E01005860,Rank,20182,Living Environment
E01005845,Rank,18279,Living Environment
E01005198,Rank,13929,Living Environment
E01005262,Rank,18540,Living Environment
E01005234,Rank,2842,Living Environment
E01005188,Rank,4089,Living Environment
E01005263,Rank,11629,Living Environment
E01005474,Rank,24451,Living Environment
E01005478,Rank,14745,Living Environment
E01005678,Rank,19149,Living Environment
E01005679,Rank,22605,Living Environment
E01005686,Rank,8451,Living Environment
E01005677,Rank,15413,Living Environment
E01005730,Rank,7604,Living Environment
E01004862,Rank,17520,Living Environment
E01004873,Rank,8816,Living Environment
E01004907,Rank,6896,Living Environment
E01004851,Rank,12825,Living Environment
E01004818,Rank,245,Living Environment
E01004839,Rank,16301,Living Environment
E01004917,Rank,20180,Living Environment
E01004884,Rank,24511,Living Environment
E01004803,Rank,23620,Living Environment
E01004872,Rank,6520,Living Environment
E01004825,Rank,7041,Living Environment
E01004826,Rank,3558,Living Environment
E01004847,Rank,13110,Living Environment
E01005061,Rank,20380,Living Environment
E01005055,Rank,19740,Living Environment
E01005441,Rank,26125,Living Environment
E01005468,Rank,23755,Living Environment
E01004837,Rank,28159,Living Environment
E01005502,Rank,9855,Living Environment
E01005496,Rank,28190,Living Environment
E01005488,Rank,29295,Living Environment
E01005506,Rank,19360,Living Environment
E01005529,Rank,24442,Living Environment
E01005497,Rank,21141,Living Environment
E01005465,Rank,8666,Living Environment
E01005503,Rank,29748,Living Environment
E01005535,Rank,10182,Living Environment
E01005533,Rank,9162,Living Environment
E01004891,Rank,11306,Living Environment
E01004820,Rank,10714,Living Environment
E01005511,Rank,17804,Living Environment
E01005527,Rank,22775,Living Environment
E01005514,Rank,14441,Living Environment
E01005505,Rank,10011,Living Environment
E01005520,Rank,18906,Living Environment
E01005532,Rank,24210,Living Environment
E01005546,Rank,4660,Health Deprivation and Disability
E01005531,Rank,7081,Health Deprivation and Disability
E01005601,Rank,226,Health Deprivation and Disability
E01005300,Rank,6785,Health Deprivation and Disability
E01005575,Rank,14984,Health Deprivation and Disability
E01005618,Rank,4438,Health Deprivation and Disability
E01005307,Rank,10381,Health Deprivation and Disability
E01005315,Rank,149,Health Deprivation and Disability
E01005341,Rank,9949,Health Deprivation and Disability
E01005314,Rank,454,Health Deprivation and Disability
E01005362,Rank,14946,Health Deprivation and Disability
E01005342,Rank,1564,Health Deprivation and Disability
E01005528,Rank,15602,Living Environment
E01005589,Rank,7986,Living Environment
E01005597,Rank,20353,Living Environment
E01005578,Rank,18650,Living Environment
E01005874,Rank,18696,Living Environment
E01005728,Rank,9918,Living Environment
E01005715,Rank,18557,Living Environment
E01005779,Rank,9970,Living Environment
E01005733,Rank,16432,Living Environment
E01005765,Rank,12958,Living Environment
E01005735,Rank,24479,Living Environment
E01005693,Rank,9165,Living Environment
E01005722,Rank,14101,Living Environment
E01005755,Rank,21126,Living Environment
E01005763,Rank,19367,Living Environment
E01005692,Rank,14744,Living Environment
E01005936,Rank,24002,Living Environment
E01005916,Rank,6884,Living Environment
E01005707,Rank,19243,Living Environment
E01005866,Rank,2265,Living Environment
E01005700,Rank,13922,Living Environment
E01005706,Rank,17990,Living Environment
E01005865,Rank,20486,Living Environment
E01005515,Rank,25487,Living Environment
E01005547,Rank,9973,Living Environment
E01005681,Rank,3953,Living Environment
E01005567,Rank,15579,Living Environment
E01005580,Rank,7467,Living Environment
E01005670,Rank,12569,Living Environment
E01005674,Rank,13513,Living Environment
E01005658,Rank,20265,Living Environment
E01006134,Rank,30848,Health Deprivation and Disability
E01005895,Rank,3503,Health Deprivation and Disability
E01006126,Rank,3345,Health Deprivation and Disability
E01006087,Rank,28648,Health Deprivation and Disability
E01005966,Rank,4646,Health Deprivation and Disability
E01005970,Rank,9347,Health Deprivation and Disability
E01005927,Rank,20169,Health Deprivation and Disability
E01005928,Rank,7347,Health Deprivation and Disability
E01006082,Rank,30450,Health Deprivation and Disability
E01006110,Rank,10200,Health Deprivation and Disability
E01006135,Rank,25150,Health Deprivation and Disability
E01006105,Rank,2586,Health Deprivation and Disability
E01006351,Rank,860,Health Deprivation and Disability
E01006379,Rank,12408,Health Deprivation and Disability
E01006027,Rank,600,Health Deprivation and Disability
E01006031,Rank,1410,Health Deprivation and Disability
E01006374,Rank,20369,Health Deprivation and Disability
E01006005,Rank,1909,Health Deprivation and Disability
E01006364,Rank,10108,Health Deprivation and Disability
E01006339,Rank,12532,Health Deprivation and Disability
E01006184,Rank,14908,Health Deprivation and Disability
E01006004,Rank,8829,Health Deprivation and Disability
E01006409,Rank,12426,Health Deprivation and Disability
E01006183,Rank,23027,Health Deprivation and Disability
E01006021,Rank,7022,Health Deprivation and Disability
E01006022,Rank,7216,Health Deprivation and Disability
E01006008,Rank,9510,Health Deprivation and Disability
E01006003,Rank,5699,Health Deprivation and Disability
E01033682,Rank,12965,Health Deprivation and Disability
E01006383,Rank,13433,Health Deprivation and Disability
E01006365,Rank,16521,Health Deprivation and Disability
E01033684,Rank,3141,Health Deprivation and Disability
E01033675,Rank,3912,Health Deprivation and Disability
E01006054,Rank,3514,Health Deprivation and Disability
E01006046,Rank,12664,Health Deprivation and Disability
E01006081,Rank,30827,Health Deprivation and Disability
E01006032,Rank,1474,Health Deprivation and Disability
E01006133,Rank,14695,Health Deprivation and Disability
E01005996,Rank,6207,Health Deprivation and Disability
E01005972,Rank,6611,Health Deprivation and Disability
E01005979,Rank,3888,Health Deprivation and Disability
E01006058,Rank,10622,Health Deprivation and Disability
E01006190,Rank,24514,Health Deprivation and Disability
E01006352,Rank,2299,Health Deprivation and Disability
E01006161,Rank,19424,Health Deprivation and Disability
E01006402,Rank,18631,Health Deprivation and Disability
E01006203,Rank,19918,Health Deprivation and Disability
E01006156,Rank,14741,Health Deprivation and Disability
E01006060,Rank,1937,Health Deprivation and Disability
E01006055,Rank,15341,Health Deprivation and Disability
E01006037,Rank,14629,Health Deprivation and Disability
E01006399,Rank,6640,Health Deprivation and Disability
E01006394,Rank,16764,Health Deprivation and Disability
E01006330,Rank,13665,Health Deprivation and Disability
E01006204,Rank,20728,Health Deprivation and Disability
E01006276,Rank,14446,Health Deprivation and Disability
E01006256,Rank,9898,Health Deprivation and Disability
E01006337,Rank,8607,Health Deprivation and Disability
E01006338,Rank,5168,Health Deprivation and Disability
E01006170,Rank,17326,Health Deprivation and Disability
E01006280,Rank,6108,Health Deprivation and Disability
E01006162,Rank,25371,Health Deprivation and Disability
E01006258,Rank,8551,Health Deprivation and Disability
E01033688,Rank,30,Health Deprivation and Disability
E01033664,Rank,4629,Health Deprivation and Disability
E01033679,Rank,48,Health Deprivation and Disability
E01033673,Rank,5937,Health Deprivation and Disability
E01033662,Rank,5139,Health Deprivation and Disability
E01033668,Rank,1027,Health Deprivation and Disability
E01005839,Rank,23664,Health Deprivation and Disability
E01005816,Rank,7382,Health Deprivation and Disability
E01005671,Rank,1941,Health Deprivation and Disability
E01005672,Rank,2606,Health Deprivation and Disability
E01005720,Rank,513,Health Deprivation and Disability
E01005723,Rank,275,Health Deprivation and Disability
E01005663,Rank,1644,Health Deprivation and Disability
E01005838,Rank,9098,Health Deprivation and Disability
E01005659,Rank,801,Health Deprivation and Disability
E01005695,Rank,21303,Health Deprivation and Disability
E01005701,Rank,11930,Health Deprivation and Disability
E01005694,Rank,16943,Health Deprivation and Disability
E01005719,Rank,1658,Health Deprivation and Disability
E01033667,Rank,1756,Health Deprivation and Disability
E01033670,Rank,7702,Health Deprivation and Disability
E01005769,Rank,9153,Health Deprivation and Disability
E01005805,Rank,20393,Health Deprivation and Disability
E01005883,Rank,26400,Health Deprivation and Disability
E01005850,Rank,9584,Health Deprivation and Disability
E01005799,Rank,1779,Health Deprivation and Disability
E01005804,Rank,8964,Health Deprivation and Disability
E01005724,Rank,4617,Health Deprivation and Disability
E01005725,Rank,925,Health Deprivation and Disability
E01005646,Rank,14850,Health Deprivation and Disability
E01005811,Rank,24212,Health Deprivation and Disability
E01005619,Rank,4885,Health Deprivation and Disability
E01005788,Rank,21594,Health Deprivation and Disability
E01005739,Rank,18229,Health Deprivation and Disability
E01005830,Rank,9368,Health Deprivation and Disability
E01005857,Rank,16501,Health Deprivation and Disability
E01005787,Rank,25320,Health Deprivation and Disability
E01005853,Rank,7389,Health Deprivation and Disability
E01006325,Rank,6495,Health Deprivation and Disability
E01006311,Rank,4781,Health Deprivation and Disability
E01006347,Rank,19095,Health Deprivation and Disability
E01006382,Rank,20962,Health Deprivation and Disability
E01006363,Rank,15912,Health Deprivation and Disability
E01006368,Rank,17935,Health Deprivation and Disability
E01006373,Rank,22753,Health Deprivation and Disability
E01006349,Rank,7898,Health Deprivation and Disability
E01006304,Rank,8073,Health Deprivation and Disability
E01006309,Rank,2566,Health Deprivation and Disability
E01006295,Rank,6778,Health Deprivation and Disability
E01006296,Rank,3102,Health Deprivation and Disability
E01006320,Rank,15526,Health Deprivation and Disability
E01006310,Rank,1034,Health Deprivation and Disability
E01006315,Rank,19086,Health Deprivation and Disability
E01006332,Rank,1544,Health Deprivation and Disability
E01006208,Rank,18279,Health Deprivation and Disability
E01006209,Rank,25404,Health Deprivation and Disability
E01006323,Rank,4638,Health Deprivation and Disability
E01006336,Rank,1305,Health Deprivation and Disability
E01006237,Rank,16701,Health Deprivation and Disability
E01006192,Rank,26087,Health Deprivation and Disability
E01006286,Rank,3379,Health Deprivation and Disability
E01006288,Rank,2919,Health Deprivation and Disability
E01006250,Rank,18928,Health Deprivation and Disability
E01006270,Rank,1726,Health Deprivation and Disability
E01006331,Rank,16249,Health Deprivation and Disability
E01006297,Rank,2141,Health Deprivation and Disability
E01006197,Rank,20551,Health Deprivation and Disability
E01006198,Rank,8586,Health Deprivation and Disability
E01006232,Rank,20403,Health Deprivation and Disability
E01006178,Rank,22988,Health Deprivation and Disability
E01006231,Rank,12700,Health Deprivation and Disability
E01005651,Rank,5179,Health Deprivation and Disability
E01005677,Rank,8417,Health Deprivation and Disability
E01005470,Rank,6604,Health Deprivation and Disability
E01005636,Rank,5588,Health Deprivation and Disability
E01005611,Rank,1150,Health Deprivation and Disability
E01005612,Rank,277,Health Deprivation and Disability
E01005573,Rank,14972,Health Deprivation and Disability
E01005596,Rank,13068,Health Deprivation and Disability
E01005624,Rank,2059,Health Deprivation and Disability
E01005625,Rank,5705,Health Deprivation and Disability
E01005623,Rank,11882,Health Deprivation and Disability
E01005653,Rank,1086,Health Deprivation and Disability
E01005637,Rank,3605,Health Deprivation and Disability
E01005678,Rank,1312,Health Deprivation and Disability
E01005664,Rank,510,Health Deprivation and Disability
E01005750,Rank,14025,Health Deprivation and Disability
E01005652,Rank,2870,Health Deprivation and Disability
E01005665,Rank,378,Health Deprivation and Disability
E01005776,Rank,23079,Health Deprivation and Disability
E01005480,Rank,5341,Health Deprivation and Disability
E01005462,Rank,6741,Health Deprivation and Disability
E01005451,Rank,10348,Health Deprivation and Disability
E01005499,Rank,9362,Health Deprivation and Disability
E01005507,Rank,8896,Health Deprivation and Disability
E01005760,Rank,2864,Health Deprivation and Disability
E01005491,Rank,9860,Health Deprivation and Disability
E01005538,Rank,4664,Health Deprivation and Disability
E01005550,Rank,10905,Health Deprivation and Disability
E01005523,Rank,8175,Health Deprivation and Disability
E01005537,Rank,12123,Health Deprivation and Disability
E01005710,Rank,5020,Health Deprivation and Disability
E01005729,Rank,43,Health Deprivation and Disability
E01005679,Rank,1077,Health Deprivation and Disability
E01005730,Rank,4036,Health Deprivation and Disability
E01005686,Rank,4760,Health Deprivation and Disability
E01005772,Rank,18751,Health Deprivation and Disability
E01005566,Rank,5666,Health Deprivation and Disability
E01006064,Rank,470,Health Deprivation and Disability
E01006018,Rank,11599,Health Deprivation and Disability
E01005893,Rank,5758,Health Deprivation and Disability
E01005896,Rank,12392,Health Deprivation and Disability
E01005922,Rank,10143,Health Deprivation and Disability
E01005943,Rank,7806,Health Deprivation and Disability
E01005890,Rank,6240,Health Deprivation and Disability
E01006047,Rank,6752,Health Deprivation and Disability
E01006236,Rank,15156,Health Deprivation and Disability
E01006257,Rank,11647,Health Deprivation and Disability
E01006307,Rank,2271,Health Deprivation and Disability
E01006282,Rank,4702,Health Deprivation and Disability
E01006230,Rank,15851,Health Deprivation and Disability
E01005884,Rank,22718,Health Deprivation and Disability
E01006245,Rank,16981,Health Deprivation and Disability
E01005945,Rank,907,Health Deprivation and Disability
E01005946,Rank,2249,Health Deprivation and Disability
E01006393,Rank,12052,Health Deprivation and Disability
E01006398,Rank,3000,Health Deprivation and Disability
E01006277,Rank,23582,Health Deprivation and Disability
E01006290,Rank,13753,Health Deprivation and Disability
E01006266,Rank,11238,Health Deprivation and Disability
E01006267,Rank,1775,Health Deprivation and Disability
E01006316,Rank,19523,Health Deprivation and Disability
E01006333,Rank,2544,Health Deprivation and Disability
E01006321,Rank,23176,Health Deprivation and Disability
E01006326,Rank,4566,Health Deprivation and Disability
E01006378,Rank,15004,Health Deprivation and Disability
E01006357,Rank,315,Health Deprivation and Disability
E01006408,Rank,5062,Health Deprivation and Disability
E01006269,Rank,3899,Health Deprivation and Disability
E01006299,Rank,17187,Health Deprivation and Disability
E01006121,Rank,11045,Health Deprivation and Disability
E01006127,Rank,16676,Health Deprivation and Disability
E01006113,Rank,11780,Health Deprivation and Disability
E01006120,Rank,20023,Health Deprivation and Disability
E01006275,Rank,1679,Health Deprivation and Disability
E01006265,Rank,9476,Health Deprivation and Disability
E01006271,Rank,10008,Health Deprivation and Disability
E01006138,Rank,16493,Health Deprivation and Disability
E01006146,Rank,15055,Health Deprivation and Disability
E01006188,Rank,12525,Health Deprivation and Disability
E01006193,Rank,23303,Health Deprivation and Disability
E01006106,Rank,8394,Health Deprivation and Disability
E01006098,Rank,20252,Health Deprivation and Disability
E01006173,Rank,16390,Health Deprivation and Disability
E01006214,Rank,5354,Health Deprivation and Disability
E01006176,Rank,15955,Health Deprivation and Disability
E01006155,Rank,15335,Health Deprivation and Disability
E01006224,Rank,16842,Health Deprivation and Disability
E01006151,Rank,24668,Health Deprivation and Disability
E01005985,Rank,8746,Health Deprivation and Disability
E01005969,Rank,11020,Health Deprivation and Disability
E01006041,Rank,5212,Health Deprivation and Disability
E01006079,Rank,28323,Health Deprivation and Disability
E01005983,Rank,13159,Health Deprivation and Disability
E01006074,Rank,6037,Health Deprivation and Disability
E01005898,Rank,11648,Health Deprivation and Disability
E01005905,Rank,857,Health Deprivation and Disability
E01006263,Rank,15259,Health Deprivation and Disability
E01006249,Rank,4137,Health Deprivation and Disability
E01006293,Rank,6478,Health Deprivation and Disability
E01006243,Rank,14863,Health Deprivation and Disability
E01005906,Rank,15781,Health Deprivation and Disability
E01005921,Rank,4494,Health Deprivation and Disability
E01006251,Rank,15869,Health Deprivation and Disability
E01005974,Rank,4208,Health Deprivation and Disability
E01006013,Rank,10223,Health Deprivation and Disability
E01006095,Rank,22177,Health Deprivation and Disability
E01006069,Rank,3413,Health Deprivation and Disability
E01005986,Rank,5292,Health Deprivation and Disability
E01005999,Rank,1631,Health Deprivation and Disability
E01006015,Rank,13023,Health Deprivation and Disability
E01006124,Rank,22412,Health Deprivation and Disability
E01006125,Rank,15624,Health Deprivation and Disability
E01006123,Rank,17806,Health Deprivation and Disability
E01006179,Rank,7102,Health Deprivation and Disability
E01006206,Rank,10177,Health Deprivation and Disability
E01006199,Rank,6135,Health Deprivation and Disability
E01006254,Rank,2162,Health Deprivation and Disability
E01006241,Rank,1866,Health Deprivation and Disability
E01006228,Rank,10956,Health Deprivation and Disability
E01006229,Rank,15244,Health Deprivation and Disability
E01006149,Rank,19486,Health Deprivation and Disability
E01006191,Rank,27155,Health Deprivation and Disability
E01006136,Rank,29186,Health Deprivation and Disability
E01006137,Rank,30014,Health Deprivation and Disability
E01006148,Rank,19102,Health Deprivation and Disability
E01006186,Rank,8136,Health Deprivation and Disability
E01006154,Rank,18007,Health Deprivation and Disability
E01006242,Rank,11631,Health Deprivation and Disability
E01006255,Rank,15135,Health Deprivation and Disability
E01006261,Rank,5848,Health Deprivation and Disability
E01006218,Rank,4351,Health Deprivation and Disability
E01006253,Rank,5971,Health Deprivation and Disability
E01006272,Rank,4479,Health Deprivation and Disability
E01006273,Rank,5180,Health Deprivation and Disability
E01006262,Rank,3380,Health Deprivation and Disability
E01006404,Rank,2379,Health Deprivation and Disability
E01006384,Rank,14802,Health Deprivation and Disability
E01005297,Rank,5873,Health Deprivation and Disability
E01005305,Rank,13066,Health Deprivation and Disability
E01005285,Rank,207,Health Deprivation and Disability
E01005289,Rank,62,Health Deprivation and Disability
E01005320,Rank,3318,Health Deprivation and Disability
E01005317,Rank,436,Health Deprivation and Disability
E01006400,Rank,16291,Health Deprivation and Disability
E01033656,Rank,178,Living Environment
E01033658,Rank,98,Living Environment
E01033661,Rank,1174,Living Environment
E01033681,Rank,2873,Living Environment
E01033663,Rank,2427,Living Environment
E01033683,Rank,124,Living Environment
E01033665,Rank,482,Living Environment
E01033685,Rank,12640,Living Environment
E01005990,Rank,9317,Health Deprivation and Disability
E01005991,Rank,8200,Health Deprivation and Disability
E01006025,Rank,550,Health Deprivation and Disability
E01006028,Rank,778,Health Deprivation and Disability
E01006001,Rank,5931,Health Deprivation and Disability
E01006019,Rank,397,Health Deprivation and Disability
E01005929,Rank,26335,Health Deprivation and Disability
E01005570,Rank,8446,Health Deprivation and Disability
E01005533,Rank,5816,Health Deprivation and Disability
E01005809,Rank,22827,Health Deprivation and Disability
E01005535,Rank,3088,Health Deprivation and Disability
E01005598,Rank,17078,Health Deprivation and Disability
E01005602,Rank,385,Health Deprivation and Disability
E01005579,Rank,1229,Health Deprivation and Disability
