Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Street Address,Recipient Org:City,Recipient Org:County,Recipient Org:Country,Recipient Org:Postal Code,Recipient Org:Description,Recipient Org:Web Address,Beneficiary Location:Name,Beneficiary Location:Country Code,Beneficiary Location:Latitude,Beneficiary Location:Longitude,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,From an open call?,Related Activity,Last modified,Data Source
360G-traffordmbc-VSG19002,Inclusive Neighbourhood Grant to Altrincham & Sale Sea Cadets,"Re-fit dated activity rooms to ensure that our training areas are fit for purpose for generations to come, to allow volunteers to deliver the cadet training programme and external qualifications to our cadets, members of the public & visiting schools. ",GBP,,1517,,2019-01-31,,,,12,GB-CHC-520003,Altrincham & Sale Sea Cadet ,520003,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19003,Hate Crime Awareness Grant to Art with a Heart,Running of an Equalities Workshop at Sale High School,GBP,,300,,2019-01-31,,,,12,GB-CHC-1159034,Art with a Heart,1159034,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19004,Inclusive Neighbourhood Grant to Discover Manchester ESOL group at St. John's Centre,Discover Manchester ESOL group at St. John's Centre,GBP,,1646.7,,2019-01-31,,,,12,GB-COH-07597525,ESOL group at St. John's Centre,1146058,07597525,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19005,Inlusive Neighbourhood Grant to Friends of Coppice Library,"Our funding request is to replace some of the existing shelving with more modern, flexible and mobile shelving, so we can extend the opportunities to bring together a wide range of local residents and make our existing activities available to more members of the local community",GBP,,2000,,2019-01-31,,,,12,360G-trafford-friends_of_coppice_library,Friends of Coppice Library,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19006,Inclusive Neighbourhood Grant to Friends of Cross Lane Park,Fun Day in the Park,GBP,,500,,2019-01-31,,,,12,360G-trafford-friends_of_cross_lane_park,Friends of Cross Lane Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19007,Inclusive Neighbourhood Grant to Future Directions 'Friends for Life' group,To run the friendship events,GBP,,500,,2019-01-31,,,,12,GB-COH-08041420,Future Directions 'Friends for Life' group,,08041420,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19008,Hate Crime Awareness Grant to Future Directions CIC,A series of drop-ins and information stands across Trafford to raise awareness of disability hate crime,GBP,,1558.14,,2019-01-31,,,,12,GB-COH-08041420,Future Directions CIC,,08041420,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19009,Inclusive Neighbourhood Grant to High -functioning Trafford,group meetings and to pay for our core costs ,GBP,,1850,,2019-01-31,,,,12,360G-trafford-high-functioning_trafford,High-Functioning Trafford,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19010,Inclusive Neighbourhood Grant to Redeeming Our Communities,We want to offer free garden transformations for at least 15 households in Partington,GBP,,2000,,2019-01-31,,,,12,GB-COH-07327258,Redeeming Our Communities ,1139817,07327258,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19011,Inclusive Neighbourhood Grant to Scilight Arts,"We are requesting funding to buy planters, compost and plants, ready for spring/summer 2019, as well as replacing/renovating planters at the front of the building.",GBP,,450,,2019-01-31,,,,12,360G-trafford-scilight_arts,Scilight Arts,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19012,Inclusive Neighbourhood Grant to Stamford Brook Residents Association,Community Wellbeing Event and Evening Woodland Walk,GBP,,276.4,,2019-01-31,,,,12,360G-trafford-stamford_brook_residents_association,Stamford Brook Residents Association,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19013,Hate Crime Awareness Grant to Stand Against Violence,Delivering 10 session programmes on bystander intervention at Trafford College,GBP,,1500,,2019-01-31,,,,12,GB-CHC-1156451,Stand Against Violence,1156451,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19014,Inclusive Neighbourhood Grant to The Counselling and Family Centre,We want to increase the number of arts sessions for socially-isolated older people and their carers that we can offer from our community lounge in our centre next to Stamford Park. ,GBP,,1699,,2019-01-31,,,,12,GB-COH-07003266,The Counselling and Family Centre,1133079,07003266,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19015,Hate Crime Awareness Grant to The Counselling and Family Centre Altrincham,Funding was awarded to sustain the counselling support the Centre provides to victims of hate crime,GBP,,1944,,2019-01-31,,,,12,GB-COH-07003266,The Counselling and Family Centre  ,1133079,07003266,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19016,Hate Crime Awareness Grant to The Movez Movement,Working with young people to create a creative arts music/media event to represent the voice of a community standing up against hate crime,GBP,,2000,,2019-01-31,,,,12,GB-COH-11264908,The Movez Movement,,11264908,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19017,Hate Crime Awareness Grant to The Proud Trust,Host a variety of talk shops across Trafford to discuss LGBT+ and hate crime. Also producing an information pack for all Trafford High School to help develop awareness of LGBT+ and hate crime,GBP,,2000,,2019-01-31,,,,12,GB-COH-05585290,The Proud Trust ,1161102,05585290,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19018,Inclusive Neighbourhood Grant to The Toy House,"To promote our disabled volunteer programme, called 'Volunteering for Success'",GBP,,2000,,2019-01-31,,,,12,GB-CHC-1168925,The Toy House,1168925,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19019,Hate Crime Awareness Grant to Theatre of the Senses,"Through workshops, creative writing and performance opportunities, participants will share selected life experiences illustrating the impact of hate crime",GBP,,2000,,2019-01-31,,,,12,GB-COH-12201647,Theatre of the Senses,,12201647,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19020,Inclusive Neighbourhood Grant to 4 Cheeky Monkeys CIC,We'd like to open and run a weekly stay and play session for children with autistic spectrum disorder (ASD). ,GBP,,1949.57,,2019-03-31,,,,12,GB-COH-08313107,4 Cheeky Monkeys CIC,,08313107,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19021,Inclusive Neighbourhood Grant to Age UK,Dementia awareness session and video,GBP,,1415,,2019-03-31,,,,12,GB-COH-05384301,Age UK Trafford,1109047,05384301,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19022,Inclusive Neighbourhood Grant to Altrincham College PTA,We wish to host a day of Action on the 5th July 2019,GBP,,400,,2019-03-31,,,,12,360G-trafford-altrincham_college_pta,Altrincham College PTA,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19023,Inclusive Neighbourhood Grant to Ashton On Mersey Village In Bloom 2019,Planters and flowers ,GBP,,500,,2019-03-31,,,,12,360G-trafford-ashton_on_mersey_village_in_bloom_2019,Ashton On Mersey Village In Bloom 2019,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19024,Inclusive Neighbourhood Grant to Broadheath Friendship Group,Support group for older people,GBP,,1996,,2019-03-31,,,,12,360G-trafford-broadheath_friendship_group,Broadheath Friendship Group,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19025,Inclusive Neighbourhood Grant to Calm Connections CIC,"Project will bring together 10 young people from the Old Trafford area who have a passion for photography and filming. They will be taught how to use the appropriate equipment to film and edit the voices of young people to express their mental health stories, concerns and opinions in this area.",GBP,,1954,,2019-03-31,,,,12,GB-COH-11151147,Calm Connections CIC,,11151147,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19026,Inclusive Neighbourhood Grant to Everyone Can,Family funday / fundraising event,GBP,,500,,2019-03-31,,,,12,GB-CHC-1053961,Everyone Can ,1053961,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19027,Inclusive Neighbourhood Grant to Friends of Lostock Park,Improving flower beds and encouraging people to take responsibility for the park.,GBP,,1600,,2019-03-31,,,,12,360G-trafford-friends_of_lostock_park,Friends of Lostock Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19028,Inclusive Neighbourhood Grant to Friends of Newton Park,G-Force activities at family funday,GBP,,500,,2019-03-31,,,,12,360G-trafford-friends_of_newton_park,Friends of Newton Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19029,Inclusive Neighbourhood Grant to Gorgeous Gorse Hill,Installing Art on three small sub stations,GBP,,1000,,2019-03-31,,,,12,360G-trafford-gorgeous_gorse_hill,Gorgeous Gorse Hill,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19030,Inclusive Neighbourhood Grant to Gorse Hill Studio,Deliver 8 sessions of  young women's project ,GBP,,2000,,2019-03-31,,,,12,GB-COH-09646545,Gorse Hill Studios ,1172118,09646545,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19031,Inclusive Neighbourhood Grant to Hard Yards Running Club,"C25k course, taking place on a Tuesday evening, in the Stretford area, aimed at people with mild to moderate mental health conditions",GBP,,2000,,2019-03-31,,,,12,360G-trafford-hard_yards_running_club_,Hard Yards Running Club ,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19032,"Inclusive Neighbourhood Grant to Home Start, Salford and Trafford",HSTS are planning to host a 'curry night' for local residents of Partington in May 2019,GBP,,500,,2019-03-31,,,,12,GB-COH-05578221,Home-Start Trafford and Salford ,1115320,05578221,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19033,Inclusive Neighbourhood Grant to John Leigh Park,Big Lunch Event ,GBP,,495.08,,2019-03-31,,,,12,360G-trafford-john_leigh_park,John Leigh Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19034,Inclusive Neighbourhood Grant to LEAF- Language Library,"More sessions to support mental and physical well-being, celebrate cultural diversity and build community cohesion. ",GBP,,1910,,2019-03-31,,,,12,360G-trafford-leaf-_language_library,LEAF- Language Library,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19035,Inclusive Neighbourhood Grant to National Trust,Redbrook Revive,GBP,,1000,,2019-03-31,,,,12,GB-CHC-205846,National Trust,205846,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19036,Inclusive Neighbourhood Grant to Old Trafford Royal British Legion,Armed Forces Family Fun Day,GBP,,500,,2019-03-31,,,,12,360G-trafford-old_trafford_royal_british_legion,Old Trafford Royal British Legion,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19037,Inclusive Neighbourhood Grant to Positive Partington,Wildflower Meadow,GBP,,1050.5,,2019-03-31,,,,12,360G-trafford-positive_partington,Positive Partington,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19038,Inclusive Neighbourhood Grant to St John's Centre,30 women will attend at least 10 exercise sessions over a year,GBP,,1200,,2019-03-31,,,,12,GB-COH-07597525,St John's Centre,1146058,07597525,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19039,Inclusive Neighbourhood Grant to St. Michael's Church,Spring Fete,GBP,,500,,2019-03-31,,,,12,GB-CHC-1151390,St. Michael's Church,1151390,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19040,Inclusive Neighbourhood Grant to The Hideaway,We want to run a free pilot 'drop-in' session for families in M31 who have children 3 years and under. This will be marketed as a free Hideaway session exclusively for local families to come and enjoy the facilities,GBP,,446.98,,2019-03-31,,,,12,GB-COH-10778009,The Hideaway,,10778009,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19041,Inclusive Neighbourhood Grant to The Hideaway,Special sessions run at The Hideaway every week for parents or carers who are feeling isolated or unsupported.,GBP,,1778.64,,2019-03-31,,,,12,GB-COH-10778009,The Hideaway ,,10778009,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19042,Inclusive Neighbourhood Grant to Theatre of the Senses,"Our project will deliver 72 drama workshops and yoga sessions, and will be conducted in partnership with Arts and Minds who will deliver 40 painting sessions ",GBP,,2000,,2019-03-31,,,,12,GB-COH-12201647,Theatre of the Senses,,12201647,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19043,Inclusive Neighbourhood Grant to Urmston in Bloom,"Purchase two sets of replaceable liners for the barrier baskets, ",GBP,,1168,,2019-03-31,,,,12,360G-trafford-urmston_in_bloom_,Urmston in Bloom ,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19044,Inclusive Neighbourhood Grant to Warburton Village committee,Family Funday/ Raising money  ,GBP,,250,,2019-03-31,,,,12,360G-trafford-warburton_village_committee,Warburton Village committee,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19045,Inclusive Neighbourhood Grant to Willows Primary School PTA,"We want to make a communal space for people within our community to be able to relax, reflect and meet. ",GBP,,1850,,2019-03-31,,,,12,360G-trafford-willows_primary_school_pta,Willows Primary School PTA,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19046,Inclusive Neighbourhood Grant to Charisma Stars Dance Troupe,"Looking to fund the dancers, costumes, music and some vital transportation",GBP,,2000,,2019-05-31,,,,12,360G-trafford-charisma_stars_dance_group,Charisma Stars Dance Group,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19047,Del Panno Grant to Collaborative Women,Continue the delivery of our Community Engagement program.,GBP,,9662.5,,2019-05-31,,,,12,GB-COH-09085624,Collaborative Women UK CIC,,09085624,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19048,Inclusive Neighbourhood Grant to Friends of Moor Nook Park,"Our immediate aim is to provide an enjoyable, value-for-money day out, encouraging different sectors of the community and different generations to come together in a shared community space. ",GBP,,500,,2019-05-31,,,,12,360G-trafford-friends_of_moor_nook_park,Friends of Moor Nook Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19049,"Inclusive Neighbourhood Grant to Friends of Victoria Park, Stretford","Stretford Shedders is part of the UK wide Men in Sheds Association and will be run out of Victoria Park, Stretford by the Friends of Victoria Park. ",GBP,,2000,,2019-05-31,,,,12,GB-CHC-1179731,"Friends of Victoria Park, Stretford",1179731,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19050,Del Panno Grant to Irish Community Care,Funding to add value to the group and to ensure its sustainability.,GBP,,5920,,2019-05-31,,,,12,GB-COH-09877345,Irish Community Care,1169291,09877345,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19051,Inclusive Neighbourhood Grant to MaD Theatre Company,"One-day domestic abuse event at LCC Club  on 25 Sep 2019,  aimed at getting providers of domestic abuse support services in Trafford from 'knowing of' each other to 'knowing' each other and being more ready to work collaboratively.   ",GBP,,480,,2019-05-31,,,,12,GB-CHC-1143209,MaD Theatre Company,1143209,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19052,Del Panno Grant to MS Thereapy (NW),To provide one hour workshops. ,GBP,,2160,,2019-05-31,,,,12,GB-COH-04501975,The Multiple Sclerosis Therapy Centre (NW),1095695,04501975,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19053,Inclusive Neighbourhood Grant to Old Trafford Amateur Gardeners Society (OTAGS),The main aim of this project is to increase engagement between OTAGS members and between OTAGS and the wider community by creating an inviting and practical meeting and catering space in the existing pavilion,GBP,,2000,,2019-05-31,,,,12,360G-trafford-old_trafford_amateur_gardeners_society_otags,Old Trafford Amateur Gardeners Society (OTAGS),,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19054,Del Panno Grant to OT Heritage & History,"We aim to capture, share, explore and celebrate the heritage of local older people. ",GBP,,1800,,2019-05-31,,,,12,360G-trafford-old_trafford_heritage_and_history_group,Old Trafford Heritage and History group,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19055,Inclusive Neighbourhood Grant to Princess Road Street Party committee,Street Party,GBP,,250,,2019-05-31,,,,12,360G-trafford-princess_road_street_party_committee,Princess Road Street Party committee,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
360G-traffordmbc-VSG19056,Inclusive Neighbourhood Grant to Sale Moor Community Partnership,"Art therapy sessions for BME adults with mental, social or other difficulties. However, if individuals from non BME communities will show interest in joining group they will be included.",GBP,,2000,,2019-05-31,,,,12,GB-COH-05465848,Sale Moor Community Partnership,,05465848,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2021-04-01T12:00:00Z,https://www.trafforddatalab.io/open_data/grants/
