registered_charity_number,charity_company_registration_number,charity_name,charity_type,charity_activities,date_of_registration,charity_contact_address,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web
1117050,NA,YEMENI COMMUNITY ASSOCIATION IN GREATER MANCHESTER,Other,"The Association exists to promote the benefit of persons whose family origins are the Yemen or from a BME background, particularly by the provision of education and training, preserving and promoting culture and language, the relief of poverty, sickness and distress within our community and providing access to leisure and recreational activities.",2006-11-29,"1 Gladstone Road, Eccles, Manchester",M30 0WY,01617077012,info@yca-manchester.org.uk,www.yca-manchester.org.uk
1119133,05843571,SALFORD RED DEVILS FOUNDATION,Charitable company,"Mission Statment - To provide and promote sport, health and education based activities for the benefit of all regardless of background and ability, with the specific aim of helping the people of our community.Specific current projects include employment courses,Tackle uneployment, N V Q sports leadership, REDS (Rugby Education Development Scheme), Team Read schemes.Red devils Leaning Zone",2007-05-09,"Eccles College, Chatsworth Road, Eccles, Manchester",M30 9FJ,01618202739,NA,http://www.reds.co.uk/microsites/foundation/index.html
1115797,NA,ROTARY CLUB OF LEIGH CHARITABLE TRUST,Trust,"Donations to local, national and international organisations operating for charitable purposes in education, health and general humanitarian fields",2006-08-14,"120 St. Helens Road, Leigh",WN7 3JE,07771581115,bennysank@blueyonder.co.uk,NA
1116779,NA,ALTRINCHAM HISTORY SOCIETY,Other,"The main aim of the society is to further the study of the local history of the Altrincham area and to pass on these findings to the community through talks, visits & projects.",2006-11-14,"11 Thorley Lane, Timperley, Altrincham, Cheshire",WA15 7BJ,01619805464,hpryor@tiscali.co.uk,www.altrinchamhistorysociety.co.uk
1115778,04859190,TALMUD TORAH YETEV LEV LTD,Charitable company,The company's principal activity during the year continued to be that of a school.,2006-08-14,"158 Cromwell Road, Salford",M6 6DE,01617929461,DP.WHITESIDE@GMAIL.COM,NA
1119510,NA,URMSTON MUSICAL THEATRE,Other,Stages Musicals and Pantomimes for the General Public.  Involves Adults and Young People.,2007-06-06,"41 Princess Road, Urmston, Manchester",M41 5ST,01617485040,anita.partridge@btinternet.com,www.umt.org.uk
1117126,05858766,FEDERATION OF JEWISH SERVICES,Charitable company,"The objectives of the Federation of Jewish Services (THE FED) are to provide advice, support and care to Jewish People in need, of all ages. We provide support through the following services: children and families' services, residential care, nursing care, day care, supported living, adult social work, mental health support, volunteer support and carers' support.",2006-12-04,"The Heathlands Village, Heathlands Drive, Prestwich, Manchester",M25 9SB,01617724936,info@thefed.org.uk,www.thefed.org.uk
1116806,05939287,WESLEY COMMUNITY FURNITURE,Charitable company,"To work in partnership with others to provide furniture and other household items at the lowest possible prices to those in need in Manchester, to further relieve poverty by providing jobs, volunteering and training opportunities, and to recycle and reuse as much of the material we receive as possible.",2006-11-15,"1st Floor, 463 Stretford Road, Manchester",M16 9AB,01612269051,info@thewesley.org.uk,www.thewesley.org.uk
1120284,05512936,AFIFAH ACADEMY,Charitable company,Providing a faith-based education for girls and boys in the Manchester area.,2007-07-26,"Afifah School, 86 Clifton Street, Manchester",M16 9GN,01618721516,admin@afifahschool.co.uk,www.afifahschool.co.uk
1120417,04750811,4CT LIMITED,Charitable company,"4CT provides a range of services through its two centres, Sporting Edge and the Grange. This includes playschemes, dance, sports and youth activities and luncheon club. 4CT also supports other organisations offering capacity building support, project management and support services.",2007-08-02,"Grange Community Centre, Pilgrim Drive, Manchester",M11 3TQ,01612301420,into@4ct.org.uk,www.4ct.org.uk
1120983,02915937,TRAFFORD DOMESTIC ABUSE SERVICES,Charitable company,"Provision of accommodation and community based support services to women, men and children who have experienced or are experiencing domestic abuse. Prevention services to educate the public in the awareness of domestic abuse.",2007-09-26,"Gorse Hill Studios, Cavendish Road, Stretford, Manchester",M32 0PS,01618727368,info@tdas.org.uk,WWW.TDAS.ORG.UK
1119430,NA,NORTH CHESHIRE JEWISH NURSERY EDUCATION TRUST,Trust,to provide education and care in an orthodox jewish environment to children under statutory school age,2007-05-31,"North Cheshire Jewish Primary Schoo, St. Anns Road North, Heald Green, Cheadle",SK8 4RZ,01612524500,NA,NA
1119834,NA,THE GREATER MANCHESTER CHURCHES PRESERVATION SOCIETY,Other,Work towards raising public awareness of the historically and architecturally important churches in Greater Manchester and to raise funds for their repair and restorationArrange visits to churches of denominations in working towards this aim,2007-06-26,"21 Penryn Avenue, Royton, Oldham",OL2 6JR,01706849132,brian_hartley@tiscali.co.uk,www.manchesterchurches.btck.co.uk
1121461,04975683,GRACE INCORPORATION FAITH TRUST (GIFT),Charitable company,"Our objective is to support young people and their families. We do this through a holistic preventative and intervention service into education, employment and training.  Our core services are made up of mentoring, counselling, mediation/family group conferencing, supplementary school services and as a accredited National Open College Network training provider.",2007-11-01,"Brow House, Ground Floor, 1 Mabfield Road, Manchester",M14 6LP,01617599918,info@giftacademy.org,www.giftacademy.org.uk
1122063,06036050,SELF HELP SERVICES,Charitable company,Self Help Services principal activity is to promote the relief and rehabilitation of persons affected by mental ill health.  It is a user-led organisation that is run by and for individuals with experience of mental health issues.,2007-12-19,"Big Life Group, 463 Stretford Road, Manchester",M16 9AB,01618482423,finance@thebiglifegroup.com,https://www.thebiglifegroup.com/
1121682,NA,CHILDREN'S BURNS FOUNDATION- A STEP FORWARD,Trust,"The purpose of the Foundation is to support the recovery of children with burn injuries. In doing so, the Foundation is uniquely placed in that it does not act as a direct provider of support to such children but instead works with different partnerships (including volunteers, health workers, health and fire services and research bodies).",2007-11-26,"4th Floor Maclaren House, Lancastrian Office Centre, Talbot Road, Stretford, Manchester",M32 0FP,01618775122,enq@cbf-uk.org,www.cbf-uk.org
1123908,02838845,GREATER MANCHESTER IMMIGRATION AID UNIT,Charitable company,"Advice casework representation for people subject to immigration control.Support groups affected by immigration control e.g. the destitute, women, unaccompanied children/young people.Raising awareness, improving understanding and practice, providing training, workshops, and events.  Work with others to secure/develop advice provision Campaign to support people under threat of deportation.",2008-04-29,"Greater Manchester Immigration Aid, 1 Delaunays Road, Manchester",M8 4QS,01617407722,info@gmiau.org,www.gmiau.org
1123223,NA,ETHNIC HEALTH FORUM,Other,- ORGANISING HEALTH PROMOTION COMMUNITY PROJECTS- COORDINATING / FACILITATING WORKSHOPS ABOUT PUBLIC HEALTH AND SOCIAL ISSUES FOR VOLUNTARY & COMMUNITY SECTOR- DELIVERING COMMUNITY PROJECTS HELPING TO INCREASE PARTICIPATION IN PHYSICAL ACTIVITIES - COORDINATING HEART HEALTHY - SELF HELP GROUP FOR SOUTH ASIAN MEN- JOB SEARCH SKILLS CLUB - EVERY FIRST THURSDAY OF MONTH,2013-02-11,"Ethnic Health Forum, City View House, 5 Union Street, Ardwick, Manchester",M12 4JD,01614084331,info@ethnichealth.org.uk,www.ethnichealth.org.uk
1123199,NA,CHATZI SHEKEL FOUNDATION,Trust,Provision of services and facilities for education purposes in accordance with the Trust Deed,2008-03-14,"7 Broom Avenue, Salford",M7 4RU,01617877898,NA,NA
1131469,RC000832,CHARTERED INSTITUTION OF CIVIL ENGINEERING SURVEYORS,Other,"Providing regulatory, education and training services to surveyors working within civil engineering within the UK and internationally.",2009-09-02,"Chartered Ices, Dominion House, Sibson Road, Sale",M33 7PP ,01619723100,info@cices.org,www.cices.org
1124560,06438680,CHESHIRE REFORM CONGREGATION LIMITED,Charitable company,"To advance the Jewish religion by the provision and maintenance of a Synagogue for the purpose of public worship, marriages, burials and social, welfare, youth and other activities for its members and others and for such other charitable purposes as the Board shall determine.",2008-06-18,"198 Altrincham Road, Manchester",M22 4RZ,01614287746,office@menorah.org.uk,www.menorah.org.uk
1124508,06543150,GROUNDWORK GREATER MANCHESTER,Charitable company,"Our vision is of a society of sustainable communities which are vibrant, healthy and safe, whichrespect the local and global environment and where individuals and enterprise prosper. We will focus on our three strategic priorities of People, Places & Prosperity",2008-06-16,"Trafford Ecology Park, Lake Road, Trafford Park, Manchester",M17 1TU ,01612201000,greatermanchester@groundwork.org.uk,https://www.groundwork.org.uk/sites/MSSTT
1126323,06242623,THE STEAM TUG KERNE PRESERVATION SOCIETY LIMITED,Charitable company,"To promote for the benefit of the public the preservation and maintenance of the historic steam tug KerneTo advance the education of the public in the science, technology and use of steam power in general and its application to marine in particular",2008-10-16,"131 Heath Road, Sandbach",CW11 2LE,01270381968,treasurer@tugkerne.co.uk,www.tugkerne.co.uk
1126611,06331921,CHRIST SALVATION MINISTRIES (OVERCOMERS) LIMITED,Charitable company,"The  charities objective  has  expanded  its  responsibilities  to  support  youths  via   moral  activities  in  training  them via  education, similarly minority groups.We also  support married couples  and  single parents, through  counselling and also  support  through community  project  schemes in helping  the community  for  more  work in  coalition with the council.",2008-11-07,"311 Bury New Road, Salford, Manchester",M7 2YN  ,01612581557,CLEMENTAIGBEDO@YAHOO.CO.UK,www.christsalvationministry.org
1125544,06442869,DIVERSITY MATTERS NORTH WEST LTD,Charitable company,"We help local people to improve their health and well-being through things like learning, volunteering, social events, physical exercise and various forms of problem-solving support.",2008-08-18,"Hyde Healthy Living Centre, 20 Great Norbury Street, Hyde",SK14 1BR,01613683268,info@diversitymattersnw.org.uk,http://diversitymatters.org.uk/
1125423,06270997,SEAMONS MOSS COMMUNITY ASSOCIATION,Charitable company,"Educational, Recreational, Charitable and Community Building activities",2008-08-07,"9 Tadman Grove, Altrincham",WA14 4LG,0161 980 6882,NA,NA
1125808,06594417,CARITAS DIOCESE OF SALFORD,Charitable company,"Charitable works directed towards children and young people without families able to care for them, children and young people at risk, people with disabilities, the aged, the vulnerable and individuals, families, communities and groups who are in need.",2008-09-10,"Cathedral Centre, 3 Ford Street, Salford",M3 6DP,01618172250,info@caritassalford.org.uk,www.caritassalford.org.uk
1128933,06559043,CHABAD LUBAVITCH,Charitable company,"Assistance&Aid (practical, emotional, & financial)to disadvantaged, underprivileged and disabled members of the community children, through to support for the elderly. Activities include support, development & enrichment opportunities, cultural and education programs, training outreach, advice & advocacy for improved health, social welfare. We also assist with food furniture and other basic needs.",2009-04-01,"3 The Firs, Bowdon, Altrincham, Cheshire",WA14 2TN,01619299999,admin@elubavitch.com,NA
1129085,06780801,JUMP SPACE LIMITED,Charitable company,"Our principal activities this year focused on developing our services to young people with a disability, delivering trampolining and rebound therapy sessions in our operational base in Stockport.",2009-04-08,"Unit 2 Hardman St, Chestergate, Stockport, Cheshire",SK3 0BJ,01616372800,info@jumpspace.org.uk,www.jumpspace.org.uk
1128720,NA,MANCHESTER MONTEFIORE KOLLEL,Trust,Provision of education and training in the Jewish faith.,2009-03-20,"43 Singleton Road, Salford",M7 4NA  ,01618383001,NA,NA
1128263,06729806,LMCP CARE LINK,Charitable company,"To improve wellbeing by enabling people to become more independent and take control and responsibility over their lives. Core objectives: to provide information, advice, support to South Asian communities to enable them to access appropriate health and social care services. Other activities: supporting research; social work placements; volunteering; cultural awareness training and consultancy",2009-02-25,"The Pastoral Centre, 95a Princess Road, Manchester",M14 4TH ,01612264632,lmcpcarelink@btconnect.com,https://lmcp.co.uk
1130432,NA,HIDAIYAT-UL-MUSLIMIN TRUST,Trust,Religious activity( Mosque that provides prayer facilities),2009-06-30,"63 Humphrey Road, Manchester",M16 9DE,07812050570,Hanif.hafeji@gmail.com,www.masjidehidayah.org.uk
1131246,NA,FOREST SCHOOL PARENTS ASSOCIATION,Other,Forest School Parents Association fund raising.,2009-08-20,"Forest School, Moss Lane, Timperley, Altrincham",WA15 6LJ,0161 980 4075,forestschoolpa@btinternet.com,www.forestschool.co.uk
1133298,NA,GLOBAL AID SOLUTION PROJECT UK,Other,"Our activities are the provision of daily drop  in advice and information services on, heath welfare benefit, housing,social services, racial harassment, domestic violence mentoring, carrying for older peoples and counselling, outreach work in visiting detainees, dissemination of information ,provision of supplementary education and  we provided a cultural and social event, seminars, workshops",2009-12-15,"80 Peel Park Crescent, Little Hulton, Manchester",M38 0BU,03333034869,globalaidsolution@yahoo.co.uk,www.globalaidsolutionprojectuk.org
1132709,NA,2ND BROOKLANDS SCOUT GROUP,Other,"The aim of the Scout Association is to promote the development of young people in achieving their full physical, intellectual, social and spiritual potentials, as individuals and as responsible citizens and members of their local, national and international communities.",2009-11-16,"2nd Brooklands Scout Group, C/O Church Of St. John The Divine, Brooklands Road, Sale, Cheshire",M33 3PB,01619763835,NA,www.2ndbrooklands.org.uk
1134106,07029072,HABITAT AND WILDLIFE CONSERVATION SOCIETY,Charitable company,"Working with NGO's , Zoos, Educational facilities and Governments to assist in conservation  practices for wildlife and indigenous people and their natural habitats,  raises funds and awareness for insitu organisations to facilitate their work in Sumatra for the re introduction to the wild of  Orang-utans and insitu educational programmes , developing a wildlife sanctuary in Wales and rewilding .",2010-02-05,"Tonnau Gwynion, Cemaes Bay, Anglesey, Gwynedd, Wales",LL67 0DA,07747714034,info@hawcs.org,www.hawcs.co.uk
1133529,NA,DISABILITY STOCKPORT CIO,CIO,"SUPPORT, ADVICE AND INFORMATION FOR DISABLED PEOPLE. DAY SERVICES, OUT OF HOURS LEISURE ACTIVITIES, ADVOCACY, COUNSELLING, ACCESS ADVICE, DISABILITY AWARENESS TRAINING.UMBRELLA FOR LOCAL DISABILITY ORGANISATIONS.",2010-01-18,"Disability Stockport, 23 High Street, Stockport",SK1 1EG,07951285809,email@disabilitystockport.org.uk,www.disabilitystockport.org.uk
1133087,NA,PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ALL SAINTS HALE BARNS WITH RINGWAY,Previously excepted,"Parish of the Church of England. Furtherance of religion, pastoral and mission work in the community, youth and children's work, furtherance of inter-faith relationships within the community.",2009-12-03,"5c Chapel Lane, Hale Barns, Altrincham",WA15 0HN,01619801396,admin@allsaintshalebarns.org,www.allsaintshalebarns.org
1135192,04386613,THE MUSTARD TREE,Charitable company,"Mustard Tree operates across Greater Manchester, providing food, clothing furniture and training for individuals in need.  Our beneficiaries include those experiencing or at risk of homelessness, those recovering from addictions, ex-offenders, refugees, asylum seekers and those with mental health issues.  We run various programmes helping people re-find their confidence, motivation and employment.",2010-03-25,"The Mustard Tree, 110 Oldham Road, Manchester",M4 6AG,0161 850 2282,information@mustardtree.org.uk,www.mustardtree.org.uk
1134458,07109404,IVY MANCHESTER LIMITED,Charitable company,"Maintaining a place for the public worship of God by the Ivy Church members and members of the public.Preaching, teaching and proclaiming the Gospel of Jesus Christ.Providing pastoral care, practical help and support to those attending the Church and to members of the public.Providing financial help and advisory services to people experiencing financial and practical need.",2010-02-23,"97 Barlow Moor Road, Manchester",M20 2GP,01614345505,info@ivychurch.org,www.ivychurch.org
1135267,NA,FRIENDS OF URMSTON,Other,"We raise funds in a variety of ways to provide additional learning experiences and equipment for use by the children attending Urmston Primary School.Our events include:Easter cake bake, Summer & Christmas fairs, School Christmas cards, Sponsored events, Coffee Mornings, Fun Nights and Discos.We also use funds raised to improve the learning environment within School and the playground.",2010-03-29,"Urmston Primary School, Wycliffe Road, Urmston, Manchester",M41 5AH ,01617484362,NA,www.facebook.com/FriendsOfUrmstonPrimary/
1136744,07164775,MANCHESTER PHOENIX COMMUNITY SPORTS FOUNDATION,Charitable company,provision of ice hockey and other sports coaching and facilities for young people in Greater Manchester and the surrounding areas and the advancement of the education of children and young people,2010-07-06,"Comtec Presentations Ltd, Communications House, 126-146 Fairfield Road, Droylsden, Manchester",M43 6AT ,01613016845,info@mpcsfoundation.org,www.mpcsfoundation.org
1135459,NA,METHODIST CHURCH - MANCHESTER & STOCKPORT DISTRICT,Other,Activities in accordance with the charitable objects of the Methodist Church,2010-04-12,"Sale Moor Methodist Church, Northenden Road, Sale",M33 2PP,079508003795,admin@mandsmethodists.org.uk,mandsmethodists.org.uk
1138834,07201450,FAITHS4CHANGE,Charitable company,"Water use & Flood awareness. Food-related activities. Eco Parents Network & Teacher engagement - Love Food Hate Waste. Sowing Seeds workshops (schools/community). Planning green spaces. Bag Garden Design/Planting. Multi-Sensory, Spiritual Gardens. Merseytravel Bikes, Bread & Better Health. Energy efficiency projects. Understanding the Impact of Water, Food & Fuel Poverty. Warm Homes Healthy People",2010-11-05,"St James'house, 20 St. James Road, Liverpool",L1 7BY,01519200252,faiths4change@liverpool.anglican.org,www.faiths4change.org.uk
1126536,NA,TIMPERLEY METHODIST CHURCH,Previously excepted,"A variety of services on Sunday and Thursday's offer people a selection of opportunities to worship. During the week we have numerous activity sessions ranging from badminton to weight watching along with activities for young people  (Girls Brigade, Brownies and Guides, Youth Fellowships, Parent and toddlers and a play group)",2008-11-03,"Timperley Methodist Church, Stockport Road, Timperley, Altrincham",WA15 7UG,01619280022,admin@timperleymethodist.org.uk,timperleymethodist.org.uk
1128608,06758847,WATERS EDGE ARTS LTD,Charitable company,"We deliver high quality participatory theatre projects, predominantly for people who are disadvantaged or vulnerable. We create and programme relevant, accessible theatre which challenges and entertains. We run The Edge Theatre & Arts Centre in Manchester, as a resource for  community and professional arts and The Dressing Room Cafe which trains learning disabled adults in hospitality & catering.",2009-03-17,"The Edge Theatre & Arts Centre, Manchester Road, Chorlton Cum Hardy, Manchester",M21 9JG,01612829776,info@edgetheatre.co.uk,www.edgetheatre.co.uk
1129206,NA,ALTRINCHAM UNITED REFORMED CHURCH CHARITY,Previously excepted,"The object of the charity is the advancement of the Christian faith in accordance with the Scheme of Union of the United Reformed Church. The charity provides public worship open to all, pastoral support of the congregation, Christian education opportunities, all age social and recreational activities, provision of premises and services to the local community, and support of the worldwide church",2009-04-17,"81 Cecil Road, Hale, Altrincham, Cheshire",WA15 9NT,01619299747,office@altrinchamurc.org.uk,www.altrinchamurc.org.uk
1128837,NA,CLOVERLEA PARENTS TEACHERS ASSOCIATION,Other,To raise funds for both Cloverlea Primary School and for extra curricular activities for their pupils,2009-03-26,"10 Henson Grove, Timperley, Altrincham",WA15 7QA,01619808338,cloverleaprim.admin@trafford.gov.uk,www.cloverlea.org.uk
1128987,NA,DEVONSHIRE ROAD EVANGELICAL CHURCH,Previously excepted,"1. The advancement of the Christian faith in the United Kingdom and Abroad but primarily in the area surrounding Altrincham, Cheshire.2. Such other charitable purposes as shall further the work of the church",2009-04-02,"11 Locking Stumps Lane, Birchwood, Warrington",WA3 7LZ,01925822759,DFSPEARE@BTOPENWORLD.COM,www.altrinchham-evangelicalchurch.org
1130343,NA,ALTRINCHAM BAPTIST CHURCH,Previously excepted,ADVANCEMENT OF THE CHRISTIAN FAITH ACCORDING TO THE PRINCIPLES OF THE BAPTIST DENOMINATION. TO SHOW THE LOVE OF JESUS IN BOTH AND DEED AND TO BRING PEOPLE INTO A CLSOER RELATIONSHIP WITH HIM AS LOVING LORD,2009-06-25,"13 Bow Green Road, Bowdon, Altrincham",WA14 3LE,07795564535,church@altrinchambaptist.org,www.altrinchambaptist.org
1129558,NA,ALTRINCHAM METHODIST CHURCH,Previously excepted,"a) the provision of regular public acts of worship open to members and non-members alike b)the provision of sacred space for prayer and contemplationc) the teaching of Christianity through sermons, courses and small groupsd) pastoral work including visitong the sick and bereavede) the provision of a youth club, senior citizen's club, women's and men's meetings etc with a Christian ethos",2009-05-13,"44 Alder Drive, Timperley, Altrincham",WA15 7YG,01619048502,amc.office@btconnect.com,NA
1131356,NA,FRIENDS OF ST ANN'S STRETFORD,Other,"The Charity's objectives are to advance the education of the pupils at St Ann's RC Primary School, Stretford, Manchester, by providing and assisting in the provision of facilities for education at the school, through fund raising.",2009-08-26,"St. Anns Rc Primary School, Derbyshire Lane, Stretford, Manchester",M32 8SH,01618657705,FOSA@STANNSRCPRIMARY.CO.UK,NA
1130117,NA,THE AVENUE METHODIST CHURCH,Previously excepted,Religious Activities,2009-06-11,"32 Coppice Avenue, Sale",M33 4WB,01619625843,avenuechurch1@btconnect.com,
1133526,06929240,MANCHESTER DISABLED PEOPLE'S ACCESS GROUP,Charitable company,Holding regular meetings of members and service usersconducting regular formal and informal disability equality trainingproviding access consultation service across the North WestHolding awareness raising sessions about specific access issues affecting disabled people in Greater ManchesterResearching and using current access standards,2010-01-18,"Mdpag C/O Gmcdp, Unit 4, Windrush Millenium Centre, 70 Alexandra Road, Manchester",M16 7WD,07764603322,admin@mdpag.org.uk,www.mdpag.org.uk
1130535,NA,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST PETER HALE,Previously excepted,Promoting in the ecclesiastical parish the whole mission of the church,2009-07-14,"St. Peters Church Parish Office, St. Peters House, 233 Ashley Road,Hale, Altrincham, Cheshire",WA15 9SS,0161 928 3374,office@stpetershale.org.uk,www.stpetershale.org.uk
1132802,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF SALE, ST.ANNE",Previously excepted,"Sunbeams on Sunday children's contemporary service, Live streaming of Sunday services, weddings, funerals, baptisms. Community events, hall for community hire by local groups/activities, close partnership with church school, events with other local schools, overseas aid, aid to community projects e.g. debt recovery. Support to charities such as Trussell Trust Food Bank and Bread & Butter Thing.",2009-11-19,"8 Maple Road West, Manchester",M23 9HH,01619623628,pauline@staceyfamily.net,www.stannessale.org
1131688,NA,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST CHURCH TIMPERLEY,Previously excepted,"Promoting the Gospel message throughout the Parish, through outreach, worship, pastoral work and fellowship and by co-operation with other Christian churches and groups in the area.",2009-09-17,"8 Thorley Lane, Timperley, Altrincham",WA15 7AZ,01619808220,TimperleyPCC@outlook.com,www.timperleyparish.org.uk
1131530,NA,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST GEORGE ALTRINCHAM,Previously excepted,"To promote in the ecclesiastical parish, the whole mission of the Church, pastoral, evangelistic and ecumenical. It also has the responsibility for the maintenance of St Georges Church, a listed building, and the related estate.",2009-09-07,"7 Bexhill Avenue, Timperley, Altrincham",WA15 7RT,01619413032,info@STGEORGESALTRINCHAM.ORG,www.stgeorgesaltrincham.org
1131185,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST CLEMENT, URMSTON",Previously excepted,TO PROVIDE AND PROMOTE THE CHURCH OF ST CLEMENT'S WITHIN THE COMMUNITY AS A WELCOMING AND STABLE ENVIRONMENT.,2009-08-18,"10 Cleavley Street, Eccles, Manchester",M30 8EB,01617475123,stclem2014@outlook.com,www.stclementsonline.co.uk
1134769,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MICHAEL, FLIXTON",Previously excepted,Regular public worship open to all. The provision of sacred space for personal prayer and contemplation.  Pastoral work including visiting the sick and bereaved.  Teaching of christianity through sermons courses and small groups. Supporting other charities in the UK and overseas.,2010-03-10,"18 Western Road, Urmston, Manchester",M41 6LF,01617481060,info@stmichaelsflixton.co.uk,www.stmichaelsflixton.co.uk
1132692,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MARY THE VIRGIN, DAVYHULME",Previously excepted,"Regular public worship open to all. A sacred place for prayer and contemplation. Pastoral work, including visiting the sick and bereaved. Teaching of Christianity through sermons, small groups and courses. Provosion of religious assemblies for the Church School Provision of activities for young people with a Christian ethos. Promotion of  Christianity through the staging of events .",2009-11-13,"56 Westbourne Road, Urmston, Manchester",M41 0XQ,01617471375,nikinoo1@btinternet.com,www.stmarysdavyhulme.org
1133079,07003266,"THE COUNSELLING AND FAMILY CENTRE, ALTRINCHAM",Charitable company,"CFC's mission is to improve the mental health of children, young people and adults of all ages. We currently offer 1 to 1 counselling, facilitated support groups, courses for service users and training for counsellors and related professionals. We strive to ensure our support is easy to access, flexible and responsive to need.",2009-12-03,"The Counselling & Family Centre, 40 Mayors Road, Altrincham",WA15 9RP,01619808352,NA,http://thecfc.org.uk/
1132079,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST ALBAN, BROADHEATH",Previously excepted,"Public worship, provision of social care and support, promulgation of Christian faith.  Area is Broadheath, Altrincham and support for other charities covers nationally and abroad.",2009-10-12,"St. Albans Vicarage, Lindsell Road, West Timperley, Altrincham",WA14 5NX,01619284820,office@stalbansbroadheath.org,www.stalbansbroadheath.org
1133105,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST. MARY MAGDALENE, ASHTON UPON MERSEY",Previously excepted,"Provision of facilities for public worship, pastoral care and spiritual, moral and intellectual development. Promote Christian values and service by members of the church in and to the community, to the benefit of individuals and society as a whole.Provide training and assistance for volunteers who are competent to assist clergy in providing Christian services.",2009-12-03,"St. Mary Magdalene C Of E Church, 44 Moss Lane, Sale",M33 6GD,01612919283,office@stmarysaom.org,www.stmarysaom.org
1132141,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST. JOHN THE DIVINE, BROOKLANDS, MANCHESTER",Previously excepted,"Regular public worship open to all. Pastoral work, including visiting the sick and bereaved. Teaching and promotion of Christianity through events and distribution of literature. Taking of religious assemblies in schools.Promoting the mission of the Church through activities for senior citizens, parents and toddlers and other special need groups.Supporting other charities in the UK and overseas.",2009-10-15,"137 Wendover Road, Manchester",M23 9JS,01619736892,susan.wildman137@ntlworld.com,www.stjohnsbrooklands.org.uk
1133830,NA,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MARY AND ST LUKE, BOWDON",Previously excepted,"Bowdon PCC has the responsibility of co-operating with the incumbent, the Revd. Ian Rumsey, in promoting the ecclesiastical parish, the whole mission of the Church, pastoral, evangelistic, social and ecumenical. It also has maintenance responsibilities for St. Marys Church, St. Lukes Church and the Bowdon Parish Centre, all based in Bowdon, Cheshire.",2010-01-28,"7 Bow Green Road, Bowdon, Altrincham",WA14 3LX,01619291537,karen@bowdonchurch.org,www.bowdonchurch.org
1136476,NA,OGADEN COMMUNITY OF GREATER MANCHESTER,Other,"Provide a drop-in advice and information.Training centre.Work with the statutory and voluntary bodies.Provide translation,interpretation work.Provide outreach work for the most vulnerable members of the community.Preserve the culture and history of the Ogaden.Target underachieving childrenWork with Adult Education.Engage with young people by providing diversionary activities.",2010-06-21,"3 St. Bride Street, Old Trafford, Manchester",M16 9LS,0161 226 6888,info@ocgm.org.uk,www.ocgm.org.uk
1137385,07079246,CHILDREN FIRST FAMILY MEDIATION,Charitable company,A specialist not for profit family mediation service,2010-08-10,"Business Lodge, Europa House, Barcroft Street, Bury, Lancashire",BL9 5BT,01617638793,admin@childrenfirstfamilymediation.org.uk,www.childrenfirstfamilymediation.org.uk
1137097,NA,ALTRINCHAM METHODIST CIRCUIT,Previously excepted,"The advancement and support of the activity of the four Methodist churches within Altrincham, including worship, pastoral care and service to and within the local community",2010-07-27,"The Office, Altrincham Methodist Church, Woodlands Road, Altrincham, Cheshire",WA14 1HF,0161 928 0022,circuitoffice@AltrinchamMethodistCircuit.org.uk,http://www.circuit.altrincham-methodist.org.uk/
1140195,07250138,DYNAMIC SUPPORT OF GREATER MANCHESTER LTD,Charitable company,Dynamic Support of Greater Manchester is a register charity whose objective are to relieve poverty and distress in Greater Manchester and in Africa; to promote the benefit of BAME women and girls and their dependents; to promote their good health and well being and provide recreational facilities in the interest of social welfare.,2011-02-03,"21 Eden Close, Manchester, Aquarius Community Centre, Hulme",M15 6AX,07488264408,DYNAMICSOGM@GMAIL.COM,WWW.DYNAMICSUPPORTGM.ORG.
1137438,NA,SALE WEST COMMUNITY URBAN TRUST,Other,"The objective of the Trust is to relieve the needs of children, their families and carers in such ways as the trustees think fit with a view to developing their physical, mental, emotional, spiritual and intellectual capabilities and that they may grow to full maturity as individuals and members of society, and that their conditions of life may be improved.",2010-08-11,"59 Cherry Lane, Sale",M33 4WE,01619737318,peer@tesco.net,http://www.salewestcommunityurbantrust.org/
