name,address,postcode,lad16nm,lat,lon,precision
Sharma and Partners,"Medicentre, 185 Wigan Road, Ashton-in-Makerfield, Wigan",WN4 9SL,Wigan,53.493986698588,-2.6429943239159,Postcode
Salford Medical Centre 1,"Salford Medical Centre(1), 194-198 Langworthy Road, Salford",M6 5PP,Salford,53.48750651977,-2.2945337171625,Postcode
"Dr Patel, Kamath and Partners","Longshoot Health Centre, Scholes, Wigan",WN1 3NH,Wigan,53.549558698966,-2.6199445182431,Postcode
Princess Road Surgery,"471-475 Princess Road, Withington, Manchester",M20 1BH,Manchester,53.440386737069,-2.2435957195245,Postcode
Shekar et al,"Minden Family Practices, Moorgate Primary Care Centre, 22 Derby Way, Bury",BL9 0NJ,Bury,53.5955367902106,-2.28865500436126,Postcode
Longfield Medical Practice,"Prestwich Health Centre, Fairfax Road, Prestwich, Manchester",M25 1BT,Bury,53.5339261882313,-2.28363989993581,Postcode
Dr Alistair Partnership,"7 Brooks Medical Centre, 21 Church Street, Atherton, Manchester",M46 9DE,Wigan,53.524189188555,-2.4890075106176,Postcode
Lower Broughton Medical Practice 3,"Lower Broughton Health Centre, Great Clowes Street, Salford",M7 1RD,Salford,53.493593551352,-2.2587928667159,Postcode
Woodlands Medical Practice,"Woodlands Medical Practice, Chadderton Town Health Centre, Chadderton, Oldham",OL9 0LH,Oldham,53.545445624396,-2.1420311294523,Postcode
Dr M B Ghafoor and Dr S A Abbasi,"1st Floor, Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,Rochdale,53.611665247988,-2.1542397619475,Postcode
Lower Broughton Medical Practice 4,"Lower Broughton Health Centre, Great Clowes Street, Salford",M7 1RD,Salford,53.493593551352,-2.2587928667159,Postcode
Brooklands Medical Practice,"Brooklands Medical Practice, 594 Altrincham Road, Wythenshawe, Manchester",M23 9JH,Manchester,53.400994645229,-2.3042229055582,Postcode
Dr Vasanth and Partners,"Atherton Health Centre, Atherton, Manchester",M46 0LE,Wigan,53.527735001966,-2.5009807135977,Postcode
Silverdale Medical Practice,"Pendlebury Health Centre, 659 Bolton Road, Pendlebury, Manchester",M27 8HP,Salford,53.518797447636,-2.3314601228802,Postcode
Bedford House Medical Centre,"GP Surgery, Glebe Street, Ashton Under Lyne",OL6 6HD,Tameside,53.489364304236,-2.0891689638149,Postcode
Dr Wong and Partners,"Old Henry Street Medical Centre, Henry Street, Leigh",WN7 2PG,Wigan,53.494900411324,-2.5115066257184,Postcode
Dr D. Pal & Dr M. Pal,"Golborne Health Centre, Kidglove Road, Golborne, Warrington",WA3 3GS,Wigan,53.478429041947,-2.5958682165543,Postcode
Longsight Medical Practice,"Longsight Health Centre, 526-528 Stockport Road, Longsight, Manchester",M13 0RR,Manchester,53.457587666865,-2.2018572221275,Postcode
Oak Gables Medical Practice,"The Oak Gables Partnership, Crompton Health Centre, High Street, Shaw, Oldham",OL2 8ST,Oldham,53.574820355283,-2.0959788466598,Postcode
Al-Fal Medical Group - Pikes Lane Health Centre,"The Pikes Lane Centre, Deane Road, Bolton",BL3 5HP,Bolton,53.572731753977,-2.4463331776339,Postcode
Conway Road Medical Practice,"Conway Road Health Centre, 80a Conway Road, Sale",M33 2TB,Trafford,53.417876918927,-2.3035460426484,Postcode
Quayside Medical Practice,"Failsworth District Centre, Ashton Road West, Failsworth, Manchester",M35 0AD,Oldham,53.509842282273,-2.1567341402005,Postcode
The Singh Medical Practice,"The Harpurhey Health Centre, 1 Church Lane, Harpurhey, Manchester",M9 4BE,Manchester,53.512208130795,-2.2135321886405,Postcode
Partington Family Practice,"Partington Health Centre, Central Road, Partington, Manchester",M31 4FY,Trafford,53.417208376574,-2.4253981329166,Postcode
Bradshaw Medical Partnership,"Bradshaw Medical Centre, Bradshaw Street, Orrell, Wigan",WN5 0AB,Wigan,53.537848583943,-2.6885936113777,Postcode
CH Medical,"Fields New Road Primary Care Centre, Chadderton, Oldham",OL9 8NH,Oldham,53.533118944717,-2.1450675294355,Postcode
St Chads Medical Practice,"St Chads Centre, Lime Green Parade, Lime Green, Oldham",OL8 3HH,Oldham,53.51533379309,-2.1267591731734,Postcode
Manor Medical Practice,"Offerton Health Centre, 10 Offerton Lane, Offerton, Stockport",SK2 5AR,Stockport,53.403479253632,-2.1366987828637,Postcode
Crompton View Surgery,"Crompton Health Centre, 501 Crompton Way, Bolton",BL1 8UP,Bolton,53.597436108297,-2.4151650636005,Postcode
Fairfax Group Practice,"Prestwich Health Centre, Fairfax Road, Prestwich, Manchester",M25 1BT,Bury,53.5339261882313,-2.28363989993581,Postcode
Dalefield Surgery,"Avondale Health Centre, Avondale Street, Bolton",BL1 4JP,Bolton,53.588171225323,-2.4517983600169,Postcode
West Gorton Medical Practice,"West Gorton Medical Centre, 6a Wenlock Way, West Gorton, Manchester",M12 5LH,Manchester,53.467845923666,-2.2004297021833,Postcode
Redbank Group Practice,"Sun Suite 2nd Floor Radcliffe Primary Care Centre, 69 Church Street West,, Radcliffe",M26 3XA,Bury,53.570539537146,-2.3637718014326,Postcode
The RLC Surgery,"Star Suite 2nd Floor Radcliffe Primary Care Centre 69 Church Street West, Radcliffe, Manchester",M26 2SP,Bury,53.560219327692,-2.3236621094644,Postcode
Mile Lane Surgery,"Mile Lane Health Centre, 80 Mile Lane, Bury",BL8 2JR,Bury,53.58781760494,-2.3352331428184,Postcode
Dr Anis and Anis,"Golborne Health Centre, Kidglove Road, Golborne, Warrington",WA3 3GS,Wigan,53.478429041947,-2.5958682165543,Postcode
M Ullah,"Platt Bridge Health Centre, Rivington Avenue, Platt Bridge, Wigan",WN2 5NG,Wigan,53.5219698389283,-2.59453396551349,Postcode
Dr Devadeep Gupta,"Littleborough Health Centre, Featherstall Road, Littleborough",OL15 8HF,Rochdale,53.642999048373,-2.1033339976387,Postcode
Dr Nityananda Hati-Kakoty,"Bee Fold Medical Centre, Bee Fold Lane, Atherton, Manchester",M46 0BD,Wigan,53.521376341262,-2.4997442708784,Postcode
Dr George Bhima,"1st Floor, Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,Rochdale,53.611665247988,-2.1542397619475,Postcode
Eastlands Medical Practice,"Clayton Health Centre, 89 North Road, Clayton, Manchester",M11 4EJ,Manchester,53.484312025571,-2.1841418424049,Postcode
Tyldesley Health Centre,"Tyldesley Health Centre, Poplar Street, Tyldesley, Manchester",M29 8AX,Wigan,53.516764045259,-2.4689845894358,Postcode
IntraHealth Family Practice,"Leigh Sports Village, Leigh Stadium, Sale Way, Leigh",WN7 4JY,Wigan,53.4900793772208,-2.53118348473191,Postcode
Burnside Surgery,"Navigation Park, Waters Meeting Road, Bolton",BL1 8TT,Bolton,53.596002209341,-2.4292480621121,Postcode
Dr Hendy & Rizwan,"The Halliwell Surgery, Lindfield Drive, Halliwell, Bolton",BL1 3RG,Bolton,53.5882827997956,-2.43179657912292,Postcode
Chadderton Medical Practice,"Chadderton Town Health Centre, Middleton Road, Chadderton, Oldham",OL9 0LH,Oldham,53.545445624396,-2.1420311294523,Postcode
Caritas General Practice Partnership,"Dial House Medical Centre, 131 Mile End Lane, Stockport",SK2 6BZ,Stockport,53.395940251318,-2.1345842488527,Postcode
Lilford Park Surgery,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,Wigan,53.502946326816,-2.5112266158321,Postcode
Dr Mokashi,"Clayton Health Centre, 89 North Road, Clayton, Manchester",M11 4EJ,Manchester,53.484312025571,-2.1841418424049,Postcode
Bolton Community Practice CIC,"Navigation Park, Waters Meeting Road, Bolton",BL1 8TT,Bolton,53.596002209341,-2.4292480621121,Postcode
Chadsfield Medical Practice,"The Romiley Health Centre, Chichester Road, Romiley, Stockport",SK6 4QR,Stockport,53.415002043229,-2.0899155902539,Postcode
Dr Pal & Partners,"Royton Health Wellbeing Centre, Park Street, Royton, Oldham",OL2 6QW,Oldham,53.566123270785,-2.1216569713216,Postcode
Deakin Norman Sutcliffe,"Minden Family Practices, Moorgate Primary Care Centre, 22 Derby Way, Bury",BL9 0NJ,Bury,53.5955367902106,-2.28865500436126,Postcode
Unsworth Group Practice,"Peter House Surgery, Captain Lees Road, Westhoughton, Bolton",BL5 3UB,Bolton,53.550461845526,-2.5085392542572,Postcode
"Drs D'Arifat, Elislam, Wan & Saroha","Newtown Medical Practice, Pemberton Primary Care Resource Centre, Sherwood Drive, Wigan",WN5 9QX,Wigan,53.538243056878,-2.6697840160043,Postcode
Alexandra Group Medical Practice,"Glodwick Primary Care Centre, 137 Glodwick Road, Oldham",OL4 1YN,Oldham,53.537708297442,-2.0950647969366,Postcode
Littleborough Group Practice,"Littleborough Health Centre, Featherstall Road, Littleborough",OL15 8HF,Rochdale,53.642999048373,-2.1033339976387,Postcode
The Mosslands Medical Practice,"Irlam Medical Centre, Macdonald Road, Irlam, Manchester",M44 5LH,Salford,53.4379470826988,-2.43110928256543,Postcode
Halliwell Surgery 3,"The Halliwell Surgery, Lindfield Drive, Halliwell, Bolton",BL1 3RG,Bolton,53.5882827997956,-2.43179657912292,Postcode
St Johns Medical Centre,"St Johns Medical Centre, St Johns Road, Altrincham",WA14 2NW,Trafford,53.382763948627,-2.3537944115249,Postcode
Pendleton Medical Centre,"Pendleton Gateway, 1 Broadwalk, Salford",M6 5FX,Salford,53.488393284507,-2.2846833921869,Postcode
Cornishway Group Practice,"Forum Health, Simonsway, Wythenshawe, Manchester",M22 5RX,Manchester,53.3805413357,-2.2644952235312,Postcode
The Lakes Medical Practice,"The Lakes Medical Centre, 21 Chorley Road, Swinton, Manchester",M27 4AF,Salford,53.509191554229,-2.3337071942776,Postcode
Cornerstone Medical Practice,"Cornerstone Medical Practice, 451 Liverpool Street, Salford",M6 5QQ,Salford,53.483779580726,-2.2968436401838,Postcode
Manchester Medical,"Moss Side Health Centre, Monton Street, Manchester",M14 4GP,Manchester,53.459267529752,-2.2366705260639,Postcode
Dr Ahmed Choudhury,"Integrated Care Centre, New Radcliffe Street, Oldham",OL1 1NL,Oldham,53.543738137723,-2.1168541706637,Postcode
Dr Ellis and Kreppel,"Mesnes View Surgery, Mesnes Street, Wigan",WN1 1ST,Wigan,53.55080276818,-2.6329732483434,Postcode
Five Oaks Family Practice,"Five Oaks Family Practice, 47 Graham Street, Beswick, Manchester",M11 3BB,Manchester,53.475774756229,-2.1943802204883,Postcode
The Royton and Crompton Family Practice,"Royton Health Wellbeing Centre, Park Street, Royton, Oldham",OL2 6QW,Oldham,53.566123270785,-2.1216569713216,Postcode
Saxena Bowden Saxena,"Minden Family Practices, Moorgate Primary Care Centre, 22 Derby Way, Bury",BL9 0NJ,Bury,53.5955367902106,-2.28865500436126,Postcode
Edenfield Road Surgery,"Cutgate Precinct, Rochdale",OL11 5AQ,Rochdale,53.622284967775,-2.1886584147234,Postcode
Peel GPs,"Townside Primary Care Centre, Knowsley Place, 1 Knowsley Place, Knowsley Street, Bury",BL9 0SN,Bury,53.590214823911,-2.2989342357789,Postcode
Greenbank Medical Practice,"Barley Clough Medical Centre, Nugget Street, Oldham",OL4 1BN,Oldham,53.53796807787,-2.096166848986,Postcode
Halliwell Surgery 2,"The Halliwell Surgery, Lindfield Drive, Halliwell, Bolton",BL1 3RG,Bolton,53.5882827997956,-2.43179657912292,Postcode
Pemberton Surgery,"Pemberton Pcrc, Sherwood Drive, Pemberton, Wigan",WN5 9QX,Wigan,53.538243056878,-2.6697840160043,Postcode
Heaton Norris Health Centre 1,"Heaton Norris Health Centre, Cheviot Close, Heaton Norris, Stockport",SK4 1JX,Stockport,53.416544731228,-2.1679152536385,Postcode
Irlam Medical Practice 2,"Irlam Medical Centre, Macdonald Road, Irlam, Manchester",M44 5LH,Salford,53.4379470826988,-2.43110928256543,Postcode
Heaton Norris Health Centre 2,"Heaton Norris Health Centre, Cheviot Close, Heaton Norris, Stockport",SK4 1JX,Stockport,53.416544731228,-2.1679152536385,Postcode
Dr Abid Hamid,"2nd Floor Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,Rochdale,53.611665247988,-2.1542397619475,Postcode
Dr Counsell and Partners,"The Pikes Lane Centre, Deane Road, Bolton",BL3 5HP,Bolton,53.572731753977,-2.4463331776339,Postcode
Dr Bernard Newgrosh,"Great Lever Health Centre, Rupert Street, Great Lever, Bolton",BL3 6RN,Bolton,53.565717910244,-2.4324440619614,Postcode
Windmill Medical Practice,"Ann Street Health Centre, Ann Street, Denton, Manchester",M34 2AJ,Tameside,53.455605195972,-2.118448792666,Postcode
The Olive Family Practice Ltd,"The Pikes Lane Centre, Deane Road, Bolton",BL3 5HP,Bolton,53.572731753977,-2.4463331776339,Postcode
Dr Esa Surgery Limited,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,Wigan,53.502946326816,-2.5112266158321,Postcode
Hill Top Surgery,"Fitton Hill Neighbourhood Centre, Fircroft Road, Oldham",OL8 2QD,Oldham,53.5199966941,-2.1005903748135,Postcode
