name,type,address,postcode,area_name,long,lat
Moo's,Takeaway/sandwich shop," 230 Bolton Road, Worsley",M28 3BN,Salford,-2.399771,53.528939
Mr Chips,Takeaway/sandwich shop," 354 Bolton Road, Swinton",M27 8UX,Salford,-2.320846,53.511254
Nutri Bar (Media City) Limited,Takeaway/sandwich shop,"The Greenhouse, Red, Media City",M50 2EQ,Salford,-2.29765,53.474111
Ocean Inn,Takeaway/sandwich shop," 184-186 Liverpool Road, Eccles",M30 0PF,Salford,-2.352518,53.482923
Old Lane Chippy,Takeaway/sandwich shop," 128 Old Lane, Little Hulton, Salford",M38 9SB,Salford,-2.426057,53.538681
Oriental Takeaway,Takeaway/sandwich shop," 247 Manchester Road, Pendlebury",M27 4TT,Salford,-2.331376,53.508061
Peach Garden,Takeaway/sandwich shop,"8 Salisbury House, St Stephen Street, Salford",M3 6AY,Salford,-2.257545,53.48419
Peel Green English Fish & Chips,Takeaway/sandwich shop," 413 Liverpool Road, Eccles",M30 7HB,Salford,-2.362662,53.479648
Peter Pan,Takeaway/sandwich shop," 297 Liverpool Road, Eccles",M30 0QN,Salford,-2.356863,53.481705
Phillips Chippy,Takeaway/sandwich shop," 17 Manchester Road West, Little Hulton, Salford",M38 9EG,Salford,-2.427181,53.531945
Pizza Box,Takeaway/sandwich shop,"Ground Floor, 195 Eccles Old Road, Salford",M6 8HA,Salford,-2.326162,53.488813
Pizza House,Takeaway/sandwich shop," 347 Lower Broughton Road, Salford",M7 2LH,Salford,-2.270007,53.498346
Pizza Knight,Takeaway/sandwich shop," 177 Monton Road, Eccles",M30 9PN,Salford,-2.351362,53.490683
Pizza Magic,Takeaway/sandwich shop," 333 Chorley Road, Swinton",M27 6AY,Salford,-2.34529,53.515033
Pizza Parlour,Takeaway/sandwich shop," 140 Manchester Road East, Little Hulton",M38 9LQ,Salford,-2.409615,53.526667
Raimondos,Takeaway/sandwich shop," 55-57 Liverpool Road, Irlam",M44 6EH,Salford,-2.415083,53.450255
Rainbow House,Takeaway/sandwich shop," 288 Manchester Road East, Little Hulton",M38 9WQ,Salford,-2.414545,53.527953
Reel English Chippy,Takeaway/sandwich shop," 22 Broughton Road, Salford",M6 6LS,Salford,-2.283946,53.493074
Salford Pizza,Takeaway/sandwich shop," 316 Great Cheetham Street East, Salford",M7 4UJ,Salford,-2.25663,53.502268
Sandwich Corner,Takeaway/sandwich shop," 63 Manchester Road, Worsley",M28 3WS,Salford,-2.3936,53.522299
Shabna Tandoori,Takeaway/sandwich shop," 185 Monton Road, Eccles",M30 9PN,Salford,-2.351362,53.490683
Shiels Sandwich Bar,Takeaway/sandwich shop," 31 Fiddlers Lane, Irlam",M44 6QE,Salford,-2.412446,53.453177
Sizzling Spice,Takeaway/sandwich shop," 2 Cleggs Lane, Little Hulton",M38 9WT,Salford,-2.42279,53.531799
Slow Boat,Takeaway/sandwich shop," 66 Broad Street, Salford",M6 5BZ,Salford,-2.283299,53.490981
Speedy Gonzales,Takeaway/sandwich shop," 196 Liverpool Road, Eccles",M30 0PF,Salford,-2.352518,53.482923
Spices of Kashmir Ltd,Takeaway/sandwich shop," 349 Lower Broughton Road, Salford",M7 2HR,Salford,-2.270622,53.500143
Subway,Takeaway/sandwich shop," 21 New Bailey Street, Salford",M3 5FS,Salford,-2.253753,53.482643
Subway,Takeaway/sandwich shop," 215 Eccles Old Road, Salford",M6 8HA,Salford,-2.326237,53.488804
Subway,Takeaway/sandwich shop,"Ground Floor, 1 Hankinson Way, Salford",M6 5JA,Salford,-2.286737,53.488914
Subway,Takeaway/sandwich shop," 287 East Lancashire Road, Swinton",M27 0BE,Salford,-2.352749,53.507146
Subway,Takeaway/sandwich shop,"F7 Lowry Designer Outlet, The Quays, Salford",M50 1DL,Salford,-2.31146,53.477527
Subway,Takeaway/sandwich shop,"within Maxwell Building University Of Salford, Crescent, Salford",M5 4WT,Salford,-2.270682,53.48355
Subway,Takeaway/sandwich shop,"Unit 1 Poets Corner, Seaford Road, Salford",M6 6FN,Salford,-2.272856,53.495931
Subway,Takeaway/sandwich shop,"1 King Edwards Buildings, Bury Old Road, Salford",M7 4QJ,Salford,-2.246564,53.513534
Subway   Made Daily Ltd,Takeaway/sandwich shop,"within Irlam Service Station, Liverpool Road, Irlam",M44 6EH,Salford,-2.415082,53.450255
Sunrise Caribbean,Takeaway/sandwich shop," 120 Broughton Lane, Salford",M7 1UF,Salford,-2.261208,53.496559
Swinton Balti Chef,Takeaway/sandwich shop," 245 Manchester Road, Pendlebury",M27 4TT,Salford,-2.331376,53.508061
Taste It Italian Takeaway Limited,Takeaway/sandwich shop," 69 Blackfriars Road, Salford",M3 7DB,Salford,-2.254471,53.486686
Tasties,Takeaway/sandwich shop,"Ground Floor, 318 Great Clowes Street, Salford",M7 2HD,Salford,-2.265114,53.504083
The Chippy,Takeaway/sandwich shop," 184 Manchester Road, Swinton",M27 4TS,Salford,-2.33068,53.507739
The Lancastrian Fish and Chip Shop,Takeaway/sandwich shop," 215 Bolton Road, Salford",M6 7HP,Salford,-2.302789,53.497629
The Lounge Cafe,Takeaway/sandwich shop," 1 Concord Place, Salford",M6 6SJ,Salford,-2.28388820866811,53.4979408185899
The Saucy Butty Bar,Takeaway/sandwich shop," 56 Swinton Hall Road, Swinton",M27 4BJ,Salford,-2.334953,53.512348
The Shake Shack,Takeaway/sandwich shop," 323 Bolton Road, Salford",M6 7GU,Salford,-2.306525,53.499354
The Top Chippy,Takeaway/sandwich shop," 119 Leigh Road, Worsley",M28 1LG,Salford,-2.417758,53.501858
The Top Trough Sandwich Bar,Takeaway/sandwich shop," 173 Langworthy Road, Salford",M6 5PW,Salford,-2.295174,53.486341
The Walkden Bar,Takeaway/sandwich shop," 24 Walkden Road, Worsley",M28 3DB,Salford,-2.395568,53.521483
The Winton Bar,Takeaway/sandwich shop," 360a-362a Worsley Road, Eccles",M30 8JA,Salford,-2.371014,53.490561
Tuckers,Takeaway/sandwich shop," 509 Liverpool Street, Salford",M6 5QQ,Salford,-2.296874,53.483784
UK Pizza,Takeaway/sandwich shop," 352 Bolton Road, Swinton",M27 8UX,Salford,-2.320846,53.511254
Uplifted Roots,Takeaway/sandwich shop,"Unit 13 Langworthy Estates, 12 Kansas Avenue, Salford",M50 2GL,Salford,-2.29718,53.478084
Wacky Waffel Chef,Takeaway/sandwich shop," 23 Bulrush Close, Worsley",M28 3GT,Salford,-2.39851,53.532816
Welcome Chippy,Takeaway/sandwich shop," 142 Walkden Road, Worsley",M28 7DP,Salford,-2.396419,53.518973
Wok 2 Go,Takeaway/sandwich shop," 11 Morston Close, Worsley",M28 1PB,Salford,-2.413492,53.511239
Zous,Takeaway/sandwich shop," 257 Monton Road, Eccles",M30 9PS,Salford,-2.35289,53.491416
Cadishead Charcoal Grill,Takeaway/sandwich shop," 192c Liverpool Road, Cadishead, Salford",M44 5DB,Salford,-2.439503,53.423768
Captain Cod,Takeaway/sandwich shop," 189 Eccles Old Road, Salford",M6 8HA,Salford,-2.326237,53.488804
Caribbean Nice Tasty,Takeaway/sandwich shop," 149 Eccles New Road, Salford",M5 2QQ,Salford,-2.2837,53.479375
Castle Garden,Takeaway/sandwich shop," 67 Blackfriars Road, Salford",M3 7DB,Salford,-2.254471,53.486686
Central,Takeaway/sandwich shop," 144 Cromwell Road, Salford",M6 6DE,Salford,-2.274902,53.497742
Chan's Chippy,Takeaway/sandwich shop," 70 Liverpool Road, Irlam",M44 6FN,Salford,-2.409793,53.452889
Chicago Fried Chicken,Takeaway/sandwich shop," 177 Liverpool Road, Cadishead, Salford",M44 5XH,Salford,-2.438217,53.424599
Chicken Cottage,Takeaway/sandwich shop,"F6 Lowry Designer Outlet, The Quays, Salford",M50 1DL,Salford,-2.31146,53.477527
Chilli,Takeaway/sandwich shop," 72A Broad Street, Salford",M6 5BZ,Salford,-2.283299,53.490981
Chiu's Fish & Chips,Takeaway/sandwich shop," 323 Liverpool Road, Eccles",M30 8GF,Salford,-2.360166,53.480356
Cinnamon,Takeaway/sandwich shop," 285 Liverpool Road, Eccles",M30 0QN,Salford,-2.356863,53.481705
Continental Pizza,Takeaway/sandwich shop," 118 Church Street, Eccles",M30 1LS,Salford,-2.378704,53.477939
Delight Fish Chips and Chinese Meals,Takeaway/sandwich shop," 183 Moorside Road, Swinton",M27 9LD,Salford,-2.354079,53.511061
Eastern Pearl,Takeaway/sandwich shop," 2 Ranelagh Road, Pendlebury",M27 4HQ,Salford,-2.316494,53.508021
Eat Well,Takeaway/sandwich shop," 155 Eccles New Road, Salford",M5 4QQ,Salford,-2.289326,53.479704
Food Station,Takeaway/sandwich shop,"Unit 5 104 Radclyffe Park, Phoebe Street, Salford",M5 3PH,Salford,-2.281016,53.473998
Full Monty,Takeaway/sandwich shop," 494 Liverpool Road, Eccles",M30 7HZ,Salford,-2.364735,53.478976
Golden Seasons,Takeaway/sandwich shop," 23 Fiddlers Lane, Irlam",M44 6QE,Salford,-2.412446,53.453177
Golden Star,Takeaway/sandwich shop," 66 Fitzwarren Street, Salford",M6 5JE,Salford,-2.290643,53.487125
Great Wok,Takeaway/sandwich shop," 1 Flamingo Villas, Irlam",M44 6PW,Salford,-2.419499,53.455282
Helen Street Fish & Chip Shop,Takeaway/sandwich shop," 2 Helen Street, Eccles",M30 7DN,Salford,-2.368959,53.476087
How How Chinese Takeaway,Takeaway/sandwich shop," 553 Liverpool Street, Salford",M6 5GY,Salford,-2.299135,53.483859
Italian Express,Takeaway/sandwich shop," 10 Morston Close, Worsley",M28 1PB,Salford,-2.41349196434021,53.5112380981445
Jimmy's Kitchen,Takeaway/sandwich shop," 438 Liverpool Road, Eccles",M30 7HA,Salford,-2.3632049999999998,53.479745
La Mamma Pizza,Takeaway/sandwich shop," 21 Cawdor Street, Eccles",M30 0GB,Salford,-2.35423,53.478549
Little Buddha,Takeaway/sandwich shop," 184 Folly Lane, Swinton",M27 0DD,Salford,-2.349944,53.497869
Mario Pizza,Takeaway/sandwich shop," 147 Eccles New Road, Salford",M5 4QQ,Salford,-2.289326,53.479704
Matts Plaice,Takeaway/sandwich shop," 217 Monton Road, Eccles",M30 9PN,Salford,-2.351362,53.490683
Megabite,Takeaway/sandwich shop," 549 Bolton Road, Pendlebury",M27 8QT,Salford,-2.327761,53.516313
Melvilles Plaice,Takeaway/sandwich shop,"Unit 3 The Vibe, 175 Broughton Lane, Salford",M7 1US,Salford,-2.261552,53.496136
Miami Pizza,Takeaway/sandwich shop," 157 Eccles New Road, Salford",M5 4QQ,Salford,-2.2894761,53.4797211
Milano,Takeaway/sandwich shop," 392 Liverpool Road, Eccles",M30 8QD,Salford,-2.361884,53.480297
Mr Chippy T/A Popeye's,Takeaway/sandwich shop," 3 Mather Road, Eccles",M30 0WQ,Salford,-2.344087,53.483909
Mystery Box,Takeaway/sandwich shop," 60 Liverpool Road, Eccles",M30 0WA,Salford,-2.346615,53.483434
New Happiness,Takeaway/sandwich shop," 151 Worsley Road, Eccles",M30 8LY,Salford,-2.366891,53.486052
Oriental Pearl,Takeaway/sandwich shop,"within Broughton Temple, 271 Great Cheetham Street East, Salford",M7 4UF,Salford,-2.255081,53.503044
Osechi,Takeaway/sandwich shop," 664 Bolton Road, Pendlebury",M27 8FH,Salford,-2.332407,53.518413
Parade Fish Bar,Takeaway/sandwich shop," 3 The Parade, Swinton",M27 4BH,Salford,-2.338408,53.512518
Pharaoh's Pizza,Takeaway/sandwich shop," 284 Manchester Road East, Little Hulton",M38 9WQ,Salford,-2.414545,53.527953
Philadelphia Fried Chicken,Takeaway/sandwich shop,"15 King Edwards Buildings, Bury Old Road, Salford",M7 4QJ,Salford,-2.246564,53.513534
Pizza 88,Takeaway/sandwich shop," 88 Liverpool Road, Irlam",M44 6FN,Salford,-2.409793,53.452889
Pizza Costa,Takeaway/sandwich shop," 233 Bolton Road, Salford",M6 7HP,Salford,-2.302789,53.497629
Pizza King,Takeaway/sandwich shop," 710-712 Bolton Road, Swinton",M27 8XS,Salford,-2.310423,53.504675
Quays Cuisine,Takeaway/sandwich shop," 97 Eccles New Road, Salford",M5 4RX,Salford,-2.286883,53.479386
Red Dragon City,Takeaway/sandwich shop," 677 Liverpool Road, Irlam",M44 5GQ,Salford,-2.432651,53.432072
Roast House,Takeaway/sandwich shop," 144 Chapel Street, Salford",M3 6AF,Salford,-2.254771,53.483944
Salford Food Junction takeaway,Takeaway/sandwich shop,"within Unit 2 Zenith, 365 Chapel Street, Salford",M3 5JT,Salford,-2.263686,53.483008
Snacks,Takeaway/sandwich shop," 170 Moorside Road, Swinton",M27 0LE,Salford,-2.354862,53.509225
Spicy Bites,Takeaway/sandwich shop," 142-144 Bolton Road, Worsley",M28 3BW,Salford,-2.399305,53.527466
Strands Sandwich Bar,Takeaway/sandwich shop," 79 Chorley Road, Swinton",M27 4AF,Salford,-2.333737,53.509196
Striphealthcafe,Takeaway/sandwich shop," 11 Bolton Road, Worsley",M28 3AX,Salford,-2.399245,53.524365
Stumble Inn Chippy,Takeaway/sandwich shop,"within, 212 Cleggs Lane, Little Hulton, Salford",M38 9RQ,Salford,-2.415695,53.536048
Stupots,Takeaway/sandwich shop," 78 Partington Lane, Swinton",M27 5ZG,Salford,-2.342392,53.507239
Subway,Takeaway/sandwich shop," 201 Chorley Road, Swinton",M27 6AZ,Salford,-2.341644,53.513677
Subway,Takeaway/sandwich shop," 249 Bolton Road, Salford",M6 7HP,Salford,-2.302789,53.497629
Subway,Takeaway/sandwich shop,"Unit D, 311 Liverpool Road, Eccles",M30 0QN,Salford,-2.357042,53.481552
Subway,Takeaway/sandwich shop,"Petrol Station, Trafford Road, Salford",M5 3AW,Salford,-2.2826,53.469734
Tandoori House,Takeaway/sandwich shop," 513 Liverpool Street, Salford",M6 5QQ,Salford,-2.296874,53.483784
Taste of India,Takeaway/sandwich shop," 245 Bolton Road, Salford",M6 7HP,Salford,-2.302789,53.497629
The Algarve Grill,Takeaway/sandwich shop," 68 Liverpool Road, Cadishead, Salford",M44 5AF,Salford,-2.434052,53.430826
The Bakers Oven,Takeaway/sandwich shop," 194 Liverpool Road, Irlam",M44 6FE,Salford,-2.418309,53.449102
The Chippy,Takeaway/sandwich shop," 511 Liverpool Street, Salford",M6 5QQ,Salford,-2.296874,53.483784
The Jade Garden,Takeaway/sandwich shop," 497 Liverpool Road, Eccles",M30 7BT,Salford,-2.366803,53.477568
The Red Rose Cafe,Takeaway/sandwich shop," 237 Bolton Road, Salford",M6 7HP,Salford,-2.302789,53.497629
Town Fryer,Takeaway/sandwich shop," 289 Chorley Road, Swinton",M27 6AZ,Salford,-2.341644,53.513677
Vojon Balti Sweet Sensation,Takeaway/sandwich shop," 343 Worsley Road, Eccles",M30 8JA,Salford,-2.371014,53.490561
Willan Cafe,Takeaway/sandwich shop,"Unit 22 Willan Industrial Est, Vere Street, Salford",M50 2GR,Salford,-2.292353,53.479427
Wokabout,Takeaway/sandwich shop," 257 Bolton Road, Salford",M6 7HP,Salford,-2.302789,53.497629
Woks Up!,Takeaway/sandwich shop," 41 Leigh Road, Worsley",M28 1HP,Salford,-2.42087,53.50253
Ya Hot,Takeaway/sandwich shop," 361 Chorley Road, Swinton",M27 6AY,Salford,-2.34529,53.515033
Yummy,Takeaway/sandwich shop," 197 Liverpool Road, Cadishead, Salford",M44 5XH,Salford,-2.438217,53.424599
Zara,Takeaway/sandwich shop," 175 Liverpool Road, Cadishead, Salford",M44 5XH,Salford,-2.438217,53.424599
Ali's kitchen,Takeaway/sandwich shop," 86b Liverpool Road, Irlam",M44 6FN,Salford,-2.409793,53.452889
Alizak's Takeaway,Takeaway/sandwich shop," 172 Moorside Road, Swinton",M27 0LE,Salford,-2.354862,53.509225
Asian Grill & Shakes,Takeaway/sandwich shop," 235 Eccles New Road, Salford",M5 4QG,Salford,-2.292418,53.480101
Barton Oriental,Takeaway/sandwich shop," 82 Barton Road, Eccles",M30 7AE,Salford,-2.35481,53.475851
BENAMI'S GF PATISSERIE  LTD,Takeaway/sandwich shop," 36 Leicester Road, Salford",M7 4AR,Salford,-2.253493,53.507164
Bernies Baps,Takeaway/sandwich shop,"Unit 10 Junction Business Park, Rake Lane, Swinton",M27 8LU,Salford,-2.312264,53.525424
Cheetham Star Direct Ltd,Takeaway/sandwich shop,"Basement And Ground Floors 18-19 King Edwards Buildings, Bury Old Road, Salford",M7 4QJ,Salford,-2.246564,53.513534
Chinese express,Takeaway/sandwich shop," 10 Lower Monton Road, Eccles",M30 0NX,Salford,-2.340402,53.484693
Chungs Chippy,Takeaway/sandwich shop," 19 Oldfield Road, Salford",M5 4NE,Salford,-2.264357,53.481928
Costa Pizza,Takeaway/sandwich shop," 96 Liverpool Road, Irlam",M44 6FF,Salford,-2.413603,53.451429
Deluxe Pizza,Takeaway/sandwich shop," 197 Langworthy Road, Salford",M6 5PW,Salford,-2.295174,53.486341
Fairway Take-away,Takeaway/sandwich shop," 171 Moorside Road, Swinton",M27 9LD,Salford,-2.354079,53.511061
First Choice Food Express,Takeaway/sandwich shop," 64 Whittle Street, Worsley",M28 3WY,Salford,-2.393863,53.526334
God Father Pizza,Takeaway/sandwich shop," 95 Chapel Street, Salford",M3 5DF,Salford,-2.250313,53.484493
Golden Fried Chicken,Takeaway/sandwich shop," 601 Cheetham Hill Road, Salford",M8 5EJ,Salford,-2.245409,53.512071
Hamams Pizza and Cafe,Takeaway/sandwich shop," 329 Great Cheetham Street East, Salford",M7 4BP,Salford,-2.251425,53.506809
Heritage Kebab House,Takeaway/sandwich shop,"17 King Edwards Buildings, Bury Old Road, Salford",M7 4QJ,Salford,-2.246564,53.513534
Hey Noodles,Takeaway/sandwich shop," 8 Doddington Lane, Salford",M5 3JY,Salford,-2.28117609024048,53.4776573181152
Ho Yee,Takeaway/sandwich shop," 117 Gerald Road, Salford",M6 6DH,Salford,-2.278307,53.497446
Hong Liang,Takeaway/sandwich shop," 31 Rydal Crescent, Worsley",M28 7JD,Salford,-2.385273,53.517175
Hung Dragon,Takeaway/sandwich shop," 291 Littleton Road, Salford",M7 3TA,Salford,-2.280039,53.503968
Hung Wan,Takeaway/sandwich shop," 289 Liverpool Road, Eccles",M30 0QN,Salford,-2.356863,53.481705
Krunchy's,Takeaway/sandwich shop," 658 Bolton Road, Pendlebury",M27 8FH,Salford,-2.332407,53.518413
Little China,Takeaway/sandwich shop," 321 Lower Broughton Road, Salford",M7 2LH,Salford,-2.270007,53.498346
Manchester road chippy,Takeaway/sandwich shop," 90 Manchester Road, Worsley",M28 3FU,Salford,-2.392109,53.522591
Monton Village Bakery,Takeaway/sandwich shop," 213 Monton Road, Eccles",M30 9PN,Salford,-2.351362,53.490683
Neils Friery,Takeaway/sandwich shop," 175 Langworthy Road, Salford",M6 5PW,Salford,-2.295174,53.486341
New Wok,Takeaway/sandwich shop," 552 Bolton Road, Pendlebury",M27 4DL,Salford,-2.327801,53.515594
Nico's,Takeaway/sandwich shop," 229 Chorley Road, Swinton",M27 6AZ,Salford,-2.341644,53.513677
Oliva,Takeaway/sandwich shop," 305 Littleton Road, Salford",M7 3TA,Salford,-2.280038,53.503967
Oriental Express,Takeaway/sandwich shop," 2a Bloom Street, Salford",M3 6AJ,Salford,-2.25548,53.484186
Parivaar,Takeaway/sandwich shop," 228 Bolton Road, Worsley",M28 3BN,Salford,-2.399771,53.528939
Peking Duck Manchester,Takeaway/sandwich shop,"Ground Floor, 1 Liverpool Street, Salford",M5 4LY,Salford,-2.27013,53.479883
Perfect Pizza,Takeaway/sandwich shop,"Ground Floor, 187 Langworthy Road, Salford",M6 5PW,Salford,-2.295172,53.4862688
Peri Cottage,Takeaway/sandwich shop," 348 Bolton Road, Swinton",M27 8UX,Salford,-2.320845,53.511253
Playfoots,Takeaway/sandwich shop," 175 Monton Road, Eccles",M30 9GS,Salford,-2.349956,53.490148
Prego Pizza,Takeaway/sandwich shop," 213 Chorley Road, Swinton",M27 6AZ,Salford,-2.341309,53.513201
Rainbow Cantonese Restaurant,Takeaway/sandwich shop," 479-481 Bolton Road, Swinton",M27 8BB,Salford,-2.324836,53.514488
Raz's,Takeaway/sandwich shop," 302 Cleggs Lane, Little Hulton",M38 9RQ,Salford,-2.415695,53.536048
Regent Fish Bar,Takeaway/sandwich shop," 9 Regent Street, Eccles",M30 0BP,Salford,-2.333445,53.483472
Reggae in The Kitchen,Takeaway/sandwich shop,"Food Hall, Unit 2 Market Way, Salford",M6 5HU,Salford,-2.287025,53.489246
Shamnah Takeaway,Takeaway/sandwich shop," 25 Chorley Road, Swinton",M27 4AF,Salford,-2.333737,53.509196
Speedy Chicken,Takeaway/sandwich shop," 178 Langworthy Road, Salford",M6 5PP,Salford,-2.294593,53.48743
Spice Palace,Takeaway/sandwich shop," 485 Liverpool Street, Salford",M6 5QQ,Salford,-2.296874,53.483784
Spices,Takeaway/sandwich shop," 546 Liverpool Road, Eccles",M30 7JA,Salford,-2.366986,53.477864
Spices of Kashmir,Takeaway/sandwich shop," 154a Liverpool Road, Cadishead, Salford",M44 5DD,Salford,-2.437807,53.425662
Sun Wah,Takeaway/sandwich shop," 91 Manchester Road West, Little Hulton",M38 9DX,Salford,-2.432325,53.533284
Swinton Balti Express Ltd,Takeaway/sandwich shop," 590 Bolton Road, Swinton",M27 4ET,Salford,-2.331013,53.517607
Tandoori Delight,Takeaway/sandwich shop,"F9 Lowry Designer Outlet, The Quays, Salford",M50 1DL,Salford,-2.31146,53.477527
taste bar,Takeaway/sandwich shop," 194 Trafford Road, Eccles",M30 0JP,Salford,-2.349357,53.479696
The Chippy,Takeaway/sandwich shop," 5 Moorfield Road, Swinton",M27 0FL,Salford,-2.356372,53.504007
The Rice & Spice Indian Takeaway,Takeaway/sandwich shop," 286 Manchester Road East, Little Hulton",M38 9WQ,Salford,-2.414545,53.527953
Tony's Italian Takeaway,Takeaway/sandwich shop," 5 Memorial Road, Worsley",M28 3AQ,Salford,-2.398551,53.522803
Village Chippy,Takeaway/sandwich shop," 78 Fir Street, Cadishead, Salford",M44 5AG,Salford,-2.444661,53.429187
Way Fung,Takeaway/sandwich shop," 564 Liverpool Road, Irlam",M44 6ZA,Salford,-2.428064,53.438497
Xotica,Takeaway/sandwich shop,"Unit 4 Old Co Op Buildings, High Street, Worsley",M28 3JH,Salford,-2.3991147,53.5235824
Zafrani,Takeaway/sandwich shop," 220 Monton Road, Eccles",M30 9LJ,Salford,-2.352651,53.491722
Akii's Krispy Fried Chicken and Shake House,Takeaway/sandwich shop," 29 Church Street, Eccles",M30 0BJ,Salford,-2.335376,53.483709
Bangol Curry,Takeaway/sandwich shop," 341 Lower Broughton Road, Salford",M7 2LH,Salford,-2.270007,53.498346
Bo Wah,Takeaway/sandwich shop," 49 Russell Road, Salford",M6 8WQ,Salford,-2.318007,53.496664
CharChar Grills,Takeaway/sandwich shop," 198 Liverpool Road, Eccles",M30 0PF,Salford,-2.352518,53.482923
Full Moon,Takeaway/sandwich shop," 50 Swinton Hall Road, Swinton",M27 4BJ,Salford,-2.334953,53.512348
Indian Express,Takeaway/sandwich shop," 133 Partington Lane, Swinton",M27 0NS,Salford,-2.341752,53.508328
Indian Flavaz,Takeaway/sandwich shop," 229 Eccles New Road, Salford",M5 4QG,Salford,-2.292418,53.480101
LA Pizza,Takeaway/sandwich shop," 7 Cross Lane, Salford",M5 4BN,Salford,-2.277773,53.484882
Lantern Palace,Takeaway/sandwich shop," 39 New Herbert Street, Salford",M6 7RW,Salford,-2.311516,53.499486
Orexi Greek Kitchen,Takeaway/sandwich shop," 16a Crescent, Salford",M5 4PF,Salford,-2.267573,53.482847
Ottos Pizza & Grill,Takeaway/sandwich shop," 239 Eccles New Road, Salford",M5 4QG,Salford,-2.292418,53.480101
Rahims  Indian Takeaway,Takeaway/sandwich shop," 232 Lower Broughton Road, Salford",M7 2JS,Salford,-2.267596,53.496033
Star City,Takeaway/sandwich shop," 136 Manchester Road East, Little Hulton",M38 9LQ,Salford,-2.409615,53.526667
The Plaice,Takeaway/sandwich shop," 11 Kemsing Walk, Salford",M5 4BS,Salford,-2.283756,53.482755
Tin Tin Wong,Takeaway/sandwich shop," 205 Chorley Road, Swinton",M27 6AZ,Salford,-2.341644,53.513677
Wang's Garden,Takeaway/sandwich shop," 116 Brookhouse Avenue, Eccles",M30 7PA,Salford,-2.375851,53.478528
Adelphi Sandwich Bar,Takeaway/sandwich shop,"Adelphi Post Office, 15 Oldfield Road, Salford",M5 4NE,Salford,-2.264357,53.481928
Al Maz,Takeaway/sandwich shop," 128 Littleton Road, Salford",M7 3TW,Salford,-2.27860188484192,53.5032539367676
Boof,Takeaway/sandwich shop," 662 Bolton Road, Swinton",M27 4ET,Salford,-2.331013,53.517608
Chandos Grove Chippy,Takeaway/sandwich shop," 102 Chandos Grove, Salford",M5 5LJ,Salford,-2.302536,53.485334
China Xpress,Takeaway/sandwich shop," 10 Standfield Shopping Centre, Worsley",M28 1FB,Salford,-2.416111,53.503014
Curry World,Takeaway/sandwich shop," 194 Station Road, Pendlebury",M27 6BY,Salford,-2.334797,53.517355
Delicious Foods,Takeaway/sandwich shop," 325 Liverpool Road, Eccles",M30 8GF,Salford,-2.360166,53.480356
Famous Chef,Takeaway/sandwich shop," 4 Glendore, Salford",M5 5EY,Salford,-2.311762,53.48576
Fast Kebab Mcr Ltd,Takeaway/sandwich shop," 61 Blackfriars Road, Salford",M3 7DB,Salford,-2.254471,53.486686
Food Station,Takeaway/sandwich shop," 217 Chorley Road, Swinton",M27 6AZ,Salford,-2.341644,53.513677
Go Shawarma,Takeaway/sandwich shop,"3 Union Terrace, Bury Old Road, Salford",M7 4ZH,Salford,-2.24588,53.512591
Happy Village,Takeaway/sandwich shop," 109 Blantyre Street, Swinton",M27 9PG,Salford,-2.351602,53.514295
Hodge Road Oriental,Takeaway/sandwich shop," 24 Hodge Road, Worsley",M28 3AU,Salford,-2.396958,53.521694
Janat Restaurant and Takeaway,Takeaway/sandwich shop,"12 King Edward Buildings, Bury Old Road, Salford",M7 4QJ,Salford,-2.246563,53.513533
JFC Javed Food Cuisine Limited,Takeaway/sandwich shop," 7 Basten Drive, Salford",M7 4RL,Salford,-2.256515,53.503203
JoJos Chicken,Takeaway/sandwich shop," 239 Lower Broughton Road, Salford",M7 2JT,Salford,-2.268247,53.496544
kCanadian Charcoal Pit,Takeaway/sandwich shop," 530 Liverpool Road, Eccles",M30 7JA,Salford,-2.366986,53.477864
Love Balti,Takeaway/sandwich shop," 169-171 Langworthy Road, Salford",M6 5PW,Salford,-2.29518890380859,53.4864044189453
Mario's Pizza,Takeaway/sandwich shop," 4 Bridgewater Road, Worsley",M28 3JE,Salford,-2.399656,53.523115
New Century,Takeaway/sandwich shop," 241 Manchester Road, Pendlebury",M27 4TT,Salford,-2.331376,53.508061
Roe Green General Stores,Takeaway/sandwich shop," 40 Greenleach Lane, Worsley",M28 2RG,Salford,-2.374848,53.509937
Salford Tandoori,Takeaway/sandwich shop," 3 Tootal Road, Salford",M5 5HJ,Salford,-2.309025,53.484571
Swinton Balti,Takeaway/sandwich shop," 8 Pendlebury Road, Swinton",M27 4AR,Salford,-2.334775,53.510855
Weaste Grill,Takeaway/sandwich shop," 68 Edward Avenue, Salford",M6 8DA,Salford,-2.310934,53.488035000000004
Wok Inn Fish and Chip and Chinese Take Away,Takeaway/sandwich shop," 9 Moss Lane, Wardley",M27 9RD,Salford,-2.351467,53.517981
Food King,Takeaway/sandwich shop,"13 King Edwards Buildings, Bury Old Road, Salford",M7 4QJ,Salford,-2.246564,53.513534
A6 Grill,Takeaway/sandwich shop,"279 Buxton Road, Great Moor, Stockport",SK2 7NR,Stockport,-2.139255,53.38963
Alaska Fried Chicken,Takeaway/sandwich shop,"18 Church Road, Gatley, Cheadle, Stockport",SK8 4NQ,Stockport,-2.236806,53.391804
