area_code,area_name,geography,period,indicator,ethnic_diversity,measure,unit,value
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,57
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,9
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,118
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,446
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,5
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,40
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,11
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,155
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,420
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,3
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,40
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,10
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,190
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,410
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,6
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,37
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,6
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,249
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,458
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,8
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,28
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,183
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,433
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,15
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,26
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,18
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,179
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,368
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,16
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,22
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,14
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,257
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,397
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,4
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,30
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,12
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,147
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,423
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,19
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,21
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,16
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,161
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,348
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,14
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,42
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,125
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,421
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,9
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,46
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,5
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,250
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,422
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,24
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,33
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,14
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,202
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,459
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,13
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,43
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,9
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,147
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,385
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,16
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,34
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,21
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,311
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,708
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,27
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,94
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,18
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,115
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,339
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,20
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,19
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,194
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,422
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,12
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,47
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,9
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,291
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,357
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,32
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,31
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,14
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,237
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,402
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,29
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,36
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,31
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,317
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,570
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,7
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,84
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,13
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,141
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,388
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,5
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,44
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,12
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,92
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,425
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,7
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,46
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,5
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,166
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,364
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,3
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,61
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,91
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,439
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,4
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,53
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,12
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,83
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,415
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,2
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,39
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,9
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,140
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,437
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,6
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,56
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,3
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,109
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,487
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,8
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,55
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,6
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,165
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,438
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,9
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,64
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,4
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,143
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,424
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,6
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,52
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,6
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,234
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,408
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,11
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,39
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,12
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,248
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,426
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,16
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,40
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,22
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,313
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,401
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,17
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,36
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,13
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,186
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,379
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,8
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,39
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,12
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,178
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,421
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,13
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,29
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,13
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,154
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,398
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,9
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,54
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,6
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,135
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,448
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,4
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,52
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,6
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,168
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,408
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,4
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,36
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,7
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,152
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,362
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ between generations but not within partnerships,Count,Households,7
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Ethnic groups differ within partnerships,Count,Households,23
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,Any other combination of multiple ethnic identities,Count,Households,5
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,One-person household,Count,Households,144
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Diversity in ethnic group of household members in different relationships,All household members have the same ethnic group,Count,Households,436
