site_id,site_name,facility_type,access_type,facility_areas_on_site,street,town,postcode,telephone,email,website,nursery,first_aid_room,cycle_park,car_park,car_park_capacity,disability_parking,disability_finding_reaching_entrance,disability_reception_area,disability_activity_area,disability_social_areas,disability_spectator_areas,disability_doorways,disability_emergency_exits,disability_toilets,disability_changing_facilities,disability_notes,ward_code,ward_name,msoa_code,lsoa_code,oa_code,lon,lat,site_last_updated_date
1203099,Lostock College,Sports halls,Sports Club / Community Association,2,Selby Road,Manchester,M32 9PL,0161 864 5700,school@lostock.trafford.sch.uk,http://www.lostock.trafford.sch.uk,No,No,Yes,Yes,120,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015251,Lostock & Barton,E02001264,E01006159,E00031190,-2.330955,53.45411,2025-07-17
1203099,Lostock College,Studios,Sports Club / Community Association,0,Selby Road,Manchester,M32 9PL,0161 864 5700,school@lostock.trafford.sch.uk,http://www.lostock.trafford.sch.uk,No,No,Yes,Yes,120,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015251,Lostock & Barton,E02001264,E01006159,E00031190,-2.330955,53.45411,2025-07-17
30004739,Lostock Park,Grass pitches,Free Public Access,3,Old Hall Road,Manchester,M32 9TL,NA,info@traffordleisure.co.uk,http://www.trafford.gov.uk/residents/leisure-and-lifestyle/parks-and-open-spaces/parks-in-trafford/lostock-park.aspx,No,No,No,No,0,No,No,No,Yes,No,No,No,No,No,No,NA,E05015251,Lostock & Barton,E02001266,E01006158,E00031181,-2.331738,53.45795,2025-05-20
30003620,Manchester United (Old Trafford),Grass pitches,Private Use,1,Sir Matt Busby Way,Manchester,M16 0RA,0161 6767770,NA,https://www.manutd.com/,No,Yes,No,Yes,2000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006186,E00031368,-2.291032,53.46258,2025-04-24
30003621,Manchester United (Trafford Training Centre),Artificial grass pitches,Private Use,4,Isherwood Road,Carrington,M31 4BH,00000 000000,NA,NA,No,Yes,Yes,Yes,200,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030919,-2.377659,53.41759,2024-12-18
30003621,Manchester United (Trafford Training Centre),Grass pitches,Private Use,19,Isherwood Road,Carrington,M31 4BH,00000 000000,NA,NA,No,Yes,Yes,Yes,200,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030919,-2.377659,53.41759,2024-12-18
1201067,Manor Academy Sale,Grass pitches,Private Use,1,Manor Avenue,Sale,M33 5JX,0161 5323251,admin@manoracademysale.org.uk,https://www.manoracademysale.org/page/?title=Facilities+for+Hire&pid=28,No,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015252,Manor,E02001271,E01006166,E00031247,-2.354789,53.42466,2025-07-29
1201067,Manor Academy Sale,Health and fitness gym stations,Private Use,8,Manor Avenue,Sale,M33 5JX,0161 5323251,admin@manoracademysale.org.uk,https://www.manoracademysale.org/page/?title=Facilities+for+Hire&pid=28,No,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015252,Manor,E02001271,E01006166,E00031247,-2.354789,53.42466,2025-07-29
1201067,Manor Academy Sale,Sports halls,Sports Club / Community Association,1,Manor Avenue,Sale,M33 5JX,0161 5323251,admin@manoracademysale.org.uk,https://www.manoracademysale.org/page/?title=Facilities+for+Hire&pid=28,No,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015252,Manor,E02001271,E01006166,E00031247,-2.354789,53.42466,2025-07-29
6006196,Manor Avenue Football Fields,Grass pitches,Pay and Play,2,Firs Way,Sale,M33 4NP,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,Yes,11,Yes,Yes,No,Yes,No,No,Yes,No,No,No,NA,E05015252,Manor,E02001271,E01006166,E00031248,-2.354071,53.42223,2025-05-20
30006874,Manor Farm,Grass pitches,Sports Club / Community Association,3,Ridgeway Road,Altrincham,WA15 7HE,07443 495 666,willowtreepreschool@icloud.com,http://www.willowtreepreschool.info/contact/,No,No,No,Yes,20,No,No,No,No,No,No,No,No,No,No,NA,E05015249,Hale Barns & Timperley South,E02001280,E01006208,E00031476,-2.306368,53.38799,2025-09-02
1002890,Marriott Leisure Club (Manchester Airport),Health and fitness gym stations,Registered Membership use,66,Hale Road,Altrincham,WA15 8XW,0161 904 5050,laura.yates@deltahotels.com,https://www.marriottlifestyle.co.uk/find-a-club,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006137,E00031071,-2.297828,53.36423,2024-10-15
1002890,Marriott Leisure Club (Manchester Airport),Studios,Registered Membership use,11,Hale Road,Altrincham,WA15 8XW,0161 904 5050,laura.yates@deltahotels.com,https://www.marriottlifestyle.co.uk/find-a-club,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006137,E00031071,-2.297828,53.36423,2024-10-15
1002890,Marriott Leisure Club (Manchester Airport),Swimming pools,Registered Membership use,1,Hale Road,Altrincham,WA15 8XW,0161 904 5050,laura.yates@deltahotels.com,https://www.marriottlifestyle.co.uk/find-a-club,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006137,E00031071,-2.297828,53.36423,2024-10-15
1009265,Mercure Altrincham Bowdon Hotel,Health and fitness gym stations,Registered Membership use,12,Langham Road,Altrincham,WA14 2HT,0161 928 7121,qlaltrincham@gmail.com,http://www.hotels-altrincham.com,No,Yes,Yes,Yes,200,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015241,Bowdon,E02001285,E01006082,E00030817,-2.352021,53.37761,2024-08-28
1009265,Mercure Altrincham Bowdon Hotel,Swimming pools,Registered Membership use,1,Langham Road,Altrincham,WA14 2HT,0161 928 7121,qlaltrincham@gmail.com,http://www.hotels-altrincham.com,No,Yes,Yes,Yes,200,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015241,Bowdon,E02001285,E01006082,E00030817,-2.352021,53.37761,2024-08-28
1002818,Meritor Urmston The M41 Gym,Health and fitness gym stations,Registered Membership use,63,Higher Road,Manchester,M41 9AP,07401 454245,info@m41gym.co.uk,https://www.m41gym.co.uk/,No,No,No,Yes,8,No,No,No,No,No,No,No,No,No,No,NA,E05015259,Urmston,E02001267,E01006198,E00031417,-2.349837,53.44846,2024-10-30
1002818,Meritor Urmston The M41 Gym,Studios,Registered Membership use,0,Higher Road,Manchester,M41 9AP,07401 454245,info@m41gym.co.uk,https://www.m41gym.co.uk/,No,No,No,Yes,8,No,No,No,No,No,No,No,No,No,No,NA,E05015259,Urmston,E02001267,E01006198,E00031417,-2.349837,53.44846,2024-10-30
30003351,Mersey Valley Sports Club,Grass pitches,Sports Club / Community Association,5,Banky Lane,Sale,M33 5SL,07411 389700,merseyvalley@gmail.com,https://www.merseyvalleyfc.co.uk/,No,No,No,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015244,Bucklow-St Martins,E02001271,E01006170,E00031253,-2.353426,53.43274,2025-09-15
6006160,Moor Nook,Grass pitches,Pay and Play,3,Norris Road,Sale,M33 2TN,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,Yes,11,Yes,Yes,No,Yes,No,No,No,No,No,No,NA,E05015243,Brooklands,E02001272,E01006099,E00030888,-2.304622,53.41473,2025-05-20
6010762,Moorlands Junior School,Grass pitches,Private Use,3,Temple Road,Sale,M33 2LP,0161 962 5452,moorlands.admin@trafford.gov.uk,http://www.moorlandsjuniorschool.com,No,No,Yes,Yes,8,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015255,Sale Moor,E02001272,E01006178,E00031292,-2.301621,53.42437,2025-02-06
6005160,Moss Lane,Grass pitches,Sports Club / Community Association,1,Moss Lane,Altrincham,WA15 8AP,0161 928 1045,office@altrinchamfootballclub.com,http://www.altrinchamfc.com,No,Yes,No,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015248,Hale,E02001284,E01006139,E00031081,-2.335213,53.38299,2025-03-05
6005160,Moss Lane,Sports halls,Sports Club / Community Association,1,Moss Lane,Altrincham,WA15 8AP,0161 928 1045,office@altrinchamfootballclub.com,http://www.altrinchamfc.com,No,Yes,No,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015248,Hale,E02001284,E01006139,E00031081,-2.335213,53.38299,2025-03-05
30009702,Moss Park,Grass pitches,Sports Club / Community Association,1,Moss Park Road,Stretford,M32 9HR,0161 224 2902,parks@manchester.gov.uk,http://www.manchester.gov.uk,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No,NA,E05015256,Stretford & Humphrey Park,E02001264,E01006182,E00031325,-2.322006,53.44814,2024-12-10
1002635,Move Altrincham,Health and fitness gym stations,Pay and Play,55,Oakfield Road,Altrincham,WA15 8EW,0161 926 3255,info@traffordleisure.co.uk,https://twmove.co.uk/centres/move-altrincham/,No,No,Yes,Yes,90,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pool Hoist,E05015239,Altrincham,E02001282,E01006194,E00031382,-2.345719,53.38823,2025-05-08
1002635,Move Altrincham,Sports halls,Pay and Play,1,Oakfield Road,Altrincham,WA15 8EW,0161 926 3255,info@traffordleisure.co.uk,https://twmove.co.uk/centres/move-altrincham/,No,No,Yes,Yes,90,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pool Hoist,E05015239,Altrincham,E02001282,E01006194,E00031382,-2.345719,53.38823,2025-05-08
1002635,Move Altrincham,Studios,Pay and Play,25,Oakfield Road,Altrincham,WA15 8EW,0161 926 3255,info@traffordleisure.co.uk,https://twmove.co.uk/centres/move-altrincham/,No,No,Yes,Yes,90,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pool Hoist,E05015239,Altrincham,E02001282,E01006194,E00031382,-2.345719,53.38823,2025-05-08
1002635,Move Altrincham,Swimming pools,Pay and Play,2,Oakfield Road,Altrincham,WA15 8EW,0161 926 3255,info@traffordleisure.co.uk,https://twmove.co.uk/centres/move-altrincham/,No,No,Yes,Yes,90,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pool Hoist,E05015239,Altrincham,E02001282,E01006194,E00031382,-2.345719,53.38823,2025-05-08
1002642,Move Urmston,Health and fitness gym stations,Pay and Play,80,Bowfell Road,Manchester,M41 5RR,0161 749 2570,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk/centres/urmston/,No,No,Yes,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Parking: 5 Bays,E05015246,Flixton,E02001268,E01006129,E00031044,-2.370919,53.45042,2025-05-28
1002642,Move Urmston,Sports halls,Pay and Play,1,Bowfell Road,Manchester,M41 5RR,0161 749 2570,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk/centres/urmston/,No,No,Yes,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Parking: 5 Bays,E05015246,Flixton,E02001268,E01006129,E00031044,-2.370919,53.45042,2025-05-28
1002642,Move Urmston,Studios,Pay and Play,30,Bowfell Road,Manchester,M41 5RR,0161 749 2570,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk/centres/urmston/,No,No,Yes,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Parking: 5 Bays,E05015246,Flixton,E02001268,E01006129,E00031044,-2.370919,53.45042,2025-05-28
1002642,Move Urmston,Swimming pools,Pay and Play,2,Bowfell Road,Manchester,M41 5RR,0161 749 2570,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk/centres/urmston/,No,No,Yes,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Parking: 5 Bays,E05015246,Flixton,E02001268,E01006129,E00031044,-2.370919,53.45042,2025-05-28
1040636,Nansen Park,Grass pitches,Sports Club / Community Association,1,Nansen Close,Manchester,M32 0PX,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,Yes,No,Yes,No,No,No,No,No,No,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006187,E00031350,-2.299092,53.45831,2025-05-21
6006195,Navigation Road Recreation Ground,Grass pitches,Sports Club / Community Association,1,Navigation Road,Altrincham,WA14 1LL,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,Yes,30,Yes,Yes,No,Yes,No,No,Yes,No,No,No,NA,E05015239,Altrincham,E02001282,E01006078,E00030793,-2.346308,53.39735,2025-05-20
1042335,North Cestrian Grammar School Playing Fields,Grass pitches,Private Use,8,Dunham Road,Altrincham,WA14 4AJ,0161 928 1856,office@northcestrian.co.uk,https://www.northcestrian.co.uk/,No,Yes,Yes,Yes,50,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015239,Altrincham,E02001283,E01006079,E00181667,-2.362436,53.39318,2025-07-24
1201500,North Cestrian School,Health and fitness gym stations,Private Use,9,Dunham Road,Altrincham,WA14 4AJ,0161 928 1856,office@northcestrian.co.uk,https://www.northcestrian.co.uk/,No,Yes,Yes,Yes,30,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,E05015239,Altrincham,E02001283,E01006075,E00030782,-2.355928,53.38824,2025-07-24
1201500,North Cestrian School,Outdoor tennis courts,Private Use,4,Dunham Road,Altrincham,WA14 4AJ,0161 928 1856,office@northcestrian.co.uk,https://www.northcestrian.co.uk/,No,Yes,Yes,Yes,30,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,E05015239,Altrincham,E02001283,E01006075,E00030782,-2.355928,53.38824,2025-07-24
1201500,North Cestrian School,Sports halls,Sports Club / Community Association,1,Dunham Road,Altrincham,WA14 4AJ,0161 928 1856,office@northcestrian.co.uk,https://www.northcestrian.co.uk/,No,Yes,Yes,Yes,30,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,E05015239,Altrincham,E02001283,E01006075,E00030782,-2.355928,53.38824,2025-07-24
1201500,North Cestrian School,Studios,Sports Club / Community Association,0,Dunham Road,Altrincham,WA14 4AJ,0161 928 1856,office@northcestrian.co.uk,https://www.northcestrian.co.uk/,No,Yes,Yes,Yes,30,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,E05015239,Altrincham,E02001283,E01006075,E00030782,-2.355928,53.38824,2025-07-24
50000839,Nrg Gym (Stretford Manchester),Health and fitness gym stations,Registered Membership use,150,Chester Road,Manchester,M32 0QW,NA,manchester1@nrggym.com,https://nrggym.com/gyms/manchester/,No,No,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015247,Gorse Hill & Cornbrook,E02001261,E01006186,E00181713,-2.290571,53.45905,2024-12-18
1018749,Old Trafford Sports Barn,Artificial grass pitches,Sports Club / Community Association,1,St Hildas Road,Old Trafford,M16 9PQ,0161 749 2570,info@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/sports-barn/,No,No,No,Yes,25,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015253,Old Trafford,E02001259,E01034001,E00181583,-2.273094,53.46046,2025-05-28
1018749,Old Trafford Sports Barn,Sports halls,Sports Club / Community Association,1,St Hildas Road,Old Trafford,M16 9PQ,0161 749 2570,info@traffordleisure.co.uk,https://traffordleisure.co.uk/centres/sports-barn/,No,No,No,Yes,25,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015253,Old Trafford,E02001259,E01034001,E00181583,-2.273094,53.46046,2025-05-28
6010797,Oldfield Brow Primary School,Artificial grass pitches,Private Use,1,Taylor Road,Altrincham,WA14 4LE,0161 926 8646,office@oldfield-brow.com,http://www.oldfield-brow.com,No,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015241,Bowdon,E02001283,E01006074,E00030807,-2.37689,53.39186,2025-04-11
6010797,Oldfield Brow Primary School,Grass pitches,Private Use,2,Taylor Road,Altrincham,WA14 4LE,0161 926 8646,office@oldfield-brow.com,http://www.oldfield-brow.com,No,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015241,Bowdon,E02001283,E01006074,E00030807,-2.37689,53.39186,2025-04-11
6010797,Oldfield Brow Primary School,Sports halls,Private Use,1,Taylor Road,Altrincham,WA14 4LE,0161 926 8646,office@oldfield-brow.com,http://www.oldfield-brow.com,No,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015241,Bowdon,E02001283,E01006074,E00030807,-2.37689,53.39186,2025-04-11
30008559,Our Lady Of Lourdes Catholic Primary School,Grass pitches,Private Use,1,Lock Lane,Manchester,M31 4PJ,0161 775 2847,office@ololtr.co.uk,https://www.ourladyoflourdes-primary.trafford.sch.uk/,Yes,No,No,Yes,15,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006106,E00030936,-2.437056,53.41853,2025-07-30
1044454,Partington Central Academy,Artificial grass pitches,Private Use,1,Central Road,Manchester,M31 4FL,0161 775 2937,Office@partingtoncentralacademy.co.uk,http://partingtoncentralacademy.co.uk/,Yes,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006104,E00030934,-2.426585,53.41719,2025-01-14
1044454,Partington Central Academy,Sports halls,Private Use,1,Central Road,Manchester,M31 4FL,0161 775 2937,Office@partingtoncentralacademy.co.uk,http://partingtoncentralacademy.co.uk/,Yes,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006104,E00030934,-2.426585,53.41719,2025-01-14
30006871,Partington Pavilion And Moss View Playing Field,Grass pitches,Sports Club / Community Association,1,Moss View Road,Manchester,M31 4DX,00000000000,NA,NA,No,No,No,No,0,No,No,No,Yes,No,No,No,No,No,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030941,-2.418777,53.41779,2024-09-24
30006871,Partington Pavilion And Moss View Playing Field,Sports halls,Sports Club / Community Association,1,Moss View Road,Manchester,M31 4DX,00000000000,NA,NA,No,No,No,No,0,No,No,No,Yes,No,No,No,No,No,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006107,E00030941,-2.418777,53.41779,2024-09-24
1002639,Partington Sports Village,Artificial grass pitches,Pay and Play,2,Chapel Lane,Manchester,M31 4ES,0161 777 4222,NA,https://traffordleisure.co.uk/centres/partington/,No,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hoist,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030943,-2.428382,53.41335,2024-08-02
1002639,Partington Sports Village,Health and fitness gym stations,Registered Membership use,40,Chapel Lane,Manchester,M31 4ES,0161 777 4222,NA,https://traffordleisure.co.uk/centres/partington/,No,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hoist,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030943,-2.428382,53.41335,2024-08-02
1002639,Partington Sports Village,Outdoor tennis courts,Pay and Play,4,Chapel Lane,Manchester,M31 4ES,0161 777 4222,NA,https://traffordleisure.co.uk/centres/partington/,No,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hoist,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030943,-2.428382,53.41335,2024-08-02
1002639,Partington Sports Village,Sports halls,Pay and Play,1,Chapel Lane,Manchester,M31 4ES,0161 777 4222,NA,https://traffordleisure.co.uk/centres/partington/,No,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hoist,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030943,-2.428382,53.41335,2024-08-02
1002639,Partington Sports Village,Studios,Pay and Play,0,Chapel Lane,Manchester,M31 4ES,0161 777 4222,NA,https://traffordleisure.co.uk/centres/partington/,No,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hoist,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030943,-2.428382,53.41335,2024-08-02
1002639,Partington Sports Village,Swimming pools,Pay and Play,1,Chapel Lane,Manchester,M31 4ES,0161 777 4222,NA,https://traffordleisure.co.uk/centres/partington/,No,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hoist,E05015244,Bucklow-St Martins,E02001275,E01006105,E00030943,-2.428382,53.41335,2024-08-02
1043164,Pickering Lodge,Grass pitches,Sports Club / Community Association,1,Moss Lane,Altrincham,WA15 6LE,07912 280894,NA,http://trafford.gov.uk/residents/leisure-and-lifestyle/parks-and-open-spaces/parks-in-trafford/pickering-lodge.aspx,No,No,No,Yes,10,No,No,No,Yes,No,No,No,No,No,No,NA,E05015258,Timperley North,E02001281,E01006191,E00031405,-2.334236,53.39822,2025-05-20
1043164,Pickering Lodge,Outdoor tennis courts,Free Public Access,3,Moss Lane,Altrincham,WA15 6LE,07912 280894,NA,http://trafford.gov.uk/residents/leisure-and-lifestyle/parks-and-open-spaces/parks-in-trafford/pickering-lodge.aspx,No,No,No,Yes,10,No,No,No,Yes,No,No,No,No,No,No,NA,E05015258,Timperley North,E02001281,E01006191,E00031405,-2.334236,53.39822,2025-05-20
1018755,Planet Ice Altrincham,Ice rinks,Sports Club / Community Association,1,Oakfield Road,Altrincham,WA15 8EW,0161 926 8782,altrincham@planet-ice.co.uk,https://planet-ice.co.uk/locations/altrincham/,No,Yes,No,Yes,250,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015239,Altrincham,E02001282,E01006194,E00031382,-2.347025,53.38668,2025-09-15
1047261,Puregym (Altrincham),Health and fitness gym stations,Registered Membership use,220,Stamford New Road,Altrincham,WA14 1EJ,00000 000000,NA,http://www.puregym.com/gyms/altrincham/?utm_source=local&utm_campaign=local_search-altrincham&utm_medium=organic,No,No,No,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015239,Altrincham,E02001283,E01006075,E00181661,-2.348606,53.38821,2024-10-24
1047620,Puregym (Manchester Stretford),Health and fitness gym stations,Registered Membership use,220,Arndale Centre,Manchester,M32 9BD,NA,NA,https://www.puregym.com/gyms/manchester-stretford/?utm_source=local&utm_campaign=local_search-manchester-stretford&utm_medium=organic,No,No,No,Yes,100,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015256,Stretford & Humphrey Park,E02001269,E01006180,E00031340,-2.308145,53.44555,2025-09-04
1047620,Puregym (Manchester Stretford),Studios,Registered Membership use,0,Arndale Centre,Manchester,M32 9BD,NA,NA,https://www.puregym.com/gyms/manchester-stretford/?utm_source=local&utm_campaign=local_search-manchester-stretford&utm_medium=organic,No,No,No,Yes,100,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015256,Stretford & Humphrey Park,E02001269,E01006180,E00031340,-2.308145,53.44555,2025-09-04
1101383,Ringway Golf Club Ltd,Golf,Pay and Play,1,Hale Road,Altrincham,WA15 8SW,0161 980 2630,admin@ringwaygolfclub.co.uk,https://www.ringwaygolfclub.co.uk/,No,Yes,Yes,Yes,120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lift,E05015249,Hale Barns & Timperley South,E02001286,E01006135,E00031096,-2.315201,53.37055,2024-11-11
1036698,Sale F.c. (Rugby Football Club),Grass pitches,Sports Club / Community Association,1,Heywood Road,Sale,M33 3WB,0161 610 0400,secretary@salefc.com,https://www.salefc.com/,No,Yes,No,Yes,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015243,Brooklands,E02001273,E01006097,E00030892,-2.322238,53.41655,2025-06-10
1101385,Sale Golf Club,Golf,Sports Club / Community Association,1,Golf Road,Sale,M33 2XU,0161 973 1638,office@salegolfclub.com,http://www.salegolfclub.com,No,No,Yes,Yes,150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,E05015255,Sale Moor,E02001276,E01006176,E00031305,-2.291225,53.42463,2024-11-04
1002640,Sale Grammar School,Artificial grass pitches,Sports Club / Community Association,1,Marsland Road,Sale,M33 3NH,0161 973 3217,facilitesmanager@salegrammar.co.uk,http://www.salegrammar.co.uk,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015254,Sale Central,E02001273,E01006162,E00031226,-2.315028,53.41813,2025-06-02
1002640,Sale Grammar School,Grass pitches,Sports Club / Community Association,4,Marsland Road,Sale,M33 3NH,0161 973 3217,facilitesmanager@salegrammar.co.uk,http://www.salegrammar.co.uk,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015254,Sale Central,E02001273,E01006162,E00031226,-2.315028,53.41813,2025-06-02
1002640,Sale Grammar School,Sports halls,Sports Club / Community Association,2,Marsland Road,Sale,M33 3NH,0161 973 3217,facilitesmanager@salegrammar.co.uk,http://www.salegrammar.co.uk,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015254,Sale Central,E02001273,E01006162,E00031226,-2.315028,53.41813,2025-06-02
1203069,Sale High School,Grass pitches,Sports Club / Community Association,9,Norris Road,Sale,M33 3JR,0161 973 2713,info@salehighschool.org.uk,https://salehighschool.org.uk/,No,Yes,Yes,Yes,70,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015243,Brooklands,E02001272,E01006099,E00030888,-2.304739,53.41421,2025-02-26
1203069,Sale High School,Sports halls,Sports Club / Community Association,2,Norris Road,Sale,M33 3JR,0161 973 2713,info@salehighschool.org.uk,https://salehighschool.org.uk/,No,Yes,Yes,Yes,70,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015243,Brooklands,E02001272,E01006099,E00030888,-2.304739,53.41421,2025-02-26
1203069,Sale High School,Studios,Sports Club / Community Association,0,Norris Road,Sale,M33 3JR,0161 973 2713,info@salehighschool.org.uk,https://salehighschool.org.uk/,No,Yes,Yes,Yes,70,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015243,Brooklands,E02001272,E01006099,E00030888,-2.304739,53.41421,2025-02-26
