area_code,area_name,geography,period,indicator,hours_worked_category,measure,unit,value
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,86
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,159
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,493
E01006104,Trafford 017A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,61
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,75
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,152
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,373
E01006105,Trafford 017B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,41
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,66
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,129
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,356
E01006106,Trafford 017C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,49
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,61
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,148
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,403
E01006107,Trafford 017D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,66
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,67
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,157
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,343
E01006108,Trafford 017E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,30
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,47
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,121
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,425
E01006102,Trafford 018A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,65
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,69
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,166
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,499
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,67
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,53
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,143
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,455
E01006175,Trafford 018C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,41
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,75
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,151
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,541
E01006176,Trafford 018D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,80
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,84
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,157
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,433
E01006177,Trafford 018E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,42
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,115
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,269
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,1018
E01006091,Trafford 019A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,152
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,50
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,131
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,351
E01006092,Trafford 019B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,40
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,70
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,121
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,556
E01006095,Trafford 019C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,67
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,70
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,191
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,386
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,35
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,74
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,185
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,416
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,48
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,84
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,179
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,800
E01006090,Trafford 020A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,123
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,76
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,146
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,419
E01006094,Trafford 020B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,89
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,68
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,158
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,504
E01006096,Trafford 020C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,82
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,53
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,111
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,488
E01006100,Trafford 020D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,64
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,74
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,143
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,529
E01006103,Trafford 020E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,77
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,56
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,152
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,429
E01006101,Trafford 021A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,70
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,84
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,145
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,490
E01006190,Trafford 021B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,77
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,62
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,184
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,571
E01006195,Trafford 021C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,82
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,67
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,165
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,592
E01006196,Trafford 021D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,80
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,73
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,147
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,467
E01006210,Trafford 021E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,103
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,77
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,130
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,403
E01006204,Trafford 022A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,74
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,87
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,173
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,470
E01006206,Trafford 022B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,66
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,80
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,154
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,401
E01006207,Trafford 022C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,52
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,72
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,155
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,377
E01006208,Trafford 022D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,64
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,79
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,165
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,458
E01006211,Trafford 022E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,60
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,50
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,155
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,503
E01006093,Trafford 023A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,70
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,77
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,153
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,501
E01006191,Trafford 023B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,81
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,75
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,131
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,412
E01006192,Trafford 023C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,81
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,64
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,118
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,359
E01006205,Trafford 023D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,73
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,83
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,133
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,434
E01006209,Trafford 023E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,85
E01006078,Trafford 024A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,89
E01006078,Trafford 024A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,176
E01006078,Trafford 024A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,829
E01006078,Trafford 024A,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,103
E01006080,Trafford 024B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,96
E01006080,Trafford 024B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,154
E01006080,Trafford 024B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,624
E01006080,Trafford 024B,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,118
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,84
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,205
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,698
E01006089,Trafford 024C,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,93
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,71
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,115
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 31 to 48 hours worked,Count,Persons,466
E01006193,Trafford 024D,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Full-time: 49 or more hours worked,Count,Persons,82
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 15 hours or less worked,Count,Persons,124
E01006194,Trafford 024E,Lower-layer Super Output Area,2021-03-21,Hours worked per week by usual residents (aged 16 years and over in employment the week before the census),Part-time: 16 to 30 hours worked,Count,Persons,227
