area_code,area_name,geography,period,indicator,mode_of_travel,measure,unit,value
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,3
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,26
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,5
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,2
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,310
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,23
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,30
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,60
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,14
E01006150,Trafford 012C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,998
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,352
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,12
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,2
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,4
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,5
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,0
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,309
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,22
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,13
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,16
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,8
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,835
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,315
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,8
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,0
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,3
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,3
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,0
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,347
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,13
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,6
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,13
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,4
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,932
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,263
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,8
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,5
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,9
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,6
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,0
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,328
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,17
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,12
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,29
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,9
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,915
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,413
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,27
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,2
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,6
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,1
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,0
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,344
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,26
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,25
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,43
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,4
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,708
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,323
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,11
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,4
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,22
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,10
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,4
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,487
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,26
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,32
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,35
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,9
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,787
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,216
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,12
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,3
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,33
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,11
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,0
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,384
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,35
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,25
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,34
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,9
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,914
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,272
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,11
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,4
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,31
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,10
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,1
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,436
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,28
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,23
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,48
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,13
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,824
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,247
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,9
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,4
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,51
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,15
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,2
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,362
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,41
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,22
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,47
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,10
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,940
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,239
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,13
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,3
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,47
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,16
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,1
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,387
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,31
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,26
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,43
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,8
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,1058
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,504
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,46
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,7
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,25
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,2
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,2
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,309
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,14
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,30
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,82
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,6
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,1115
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,577
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,72
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,5
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,13
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,2
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,0
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,360
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,15
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,20
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",On foot,Count,Persons,61
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Other method of travel to work,Count,Persons,18
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Not in employment or aged 15 years and under,Count,Persons,1015
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Work mainly at or from home,Count,Persons,431
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Underground, metro, light rail, tram",Count,Persons,41
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Train,Count,Persons,1
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Bus, minibus or coach",Count,Persons,8
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Taxi,Count,Persons,2
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)","Motorcycle, scooter or moped",Count,Persons,4
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Driving a car or van,Count,Persons,256
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Passenger in a car or van,Count,Persons,21
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Method used to travel to work (2001 specification) of usual residents, (aged 16 years and over in employment the week before the census)",Bicycle,Count,Persons,30
