area_code,area_name,geography,period,indicator,household_religion,measure,unit,value
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,11
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,254
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,90
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,92
E01006151,Trafford 016B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,16
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,118
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,9
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,315
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,86
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,79
E01006152,Trafford 016C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,11
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,155
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,11
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,274
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,86
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,90
E01006153,Trafford 016D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,11
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,194
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,9
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,170
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,170
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,108
E01006154,Trafford 012D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,8
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,170
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,8
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,261
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,143
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,132
E01006155,Trafford 006A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,2
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,215
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,17
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,265
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,98
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,98
E01006156,Trafford 008A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,5
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,152
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,15
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,272
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,115
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,99
E01006157,Trafford 006B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,6
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,287
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,15
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,261
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,127
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,92
E01006158,Trafford 008B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,6
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,182
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,15
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,273
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,129
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,102
E01006159,Trafford 006C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,6
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,544
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,19
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,260
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,160
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,104
E01006160,Trafford 015B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,6
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,331
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,12
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,284
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,192
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,118
E01006161,Trafford 015C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,7
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,215
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,7
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,197
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,149
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,101
E01006162,Trafford 015D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,5
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,246
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,12
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,213
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,235
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,105
E01006163,Trafford 015E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,4
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,199
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,14
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,255
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,148
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,103
E01006164,Trafford 014C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,6
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,278
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,18
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,228
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,230
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,149
E01006165,Trafford 012E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,9
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,203
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,8
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,229
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,137
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,99
E01006166,Trafford 013A,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,4
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,291
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,12
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,185
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,142
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,91
E01006167,Trafford 019D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,4
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,237
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,12
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,180
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,181
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,114
E01006168,Trafford 019E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,10
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,162
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,10
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,237
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,116
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,133
E01006169,Trafford 013B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,6
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,200
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,12
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,226
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,129
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,107
E01006170,Trafford 013C,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,4
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,263
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,6
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,240
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,145
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,108
E01006171,Trafford 013D,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,4
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,190
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,9
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,261
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No religion (household may include people who did not state their religion),Count,Households,86
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion and no religion (household may include people who did not state their religion),Count,Households,100
E01006172,Trafford 016E,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),Count,Households,3
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",One-person household,Count,Households,125
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: No people stated their religion,Count,Households,10
E01006173,Trafford 018B,Lower-layer Super Output Area,2021-03-21,"Classifies households by whether members identify with the same religion, no religion, did not answer the question, or a combination of these options",Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),Count,Households,249
