name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
Dr Ahmad and Partners,Doctors/GPs|Doctors/GPs,"Platt Bridge Health Centre, Rivington Avenue, Platt Bridge, Wigan",WN2 5NG,1942482330,NA,Wigan,E08000010,-2.595925,53.522279
St Andrews Medical Practice 2,Doctors/GPs|Doctors/GPs,"30 Russell Street, Eccles, Manchester",M30 0NU,1617075500,http://www.standrewsmc.co.uk,Salford,E0800006,-2.339619,53.484875
The Village Surgery,Doctors/GPs|Doctors/GPs,"169 Grove Lane, Timperley, Altrincham",WA15 6PH,1619039010,NA,Trafford,E0800009,-2.323566,53.397228
Hattersley Group Practice,Doctors/GPs|Doctors/GPs,"Hattersley Health Centre, Hattersley Road East, Hattersley, Hyde",SK14 3EH,1613684161,NA,Tameside,E0800008,-2.027426,53.450228
St Andrews Medical Practice 4,Doctors/GPs|Doctors/GPs,"30 Russell Street, Eccles, Manchester",M30 0NU,1617075500,NA,Salford,E0800006,-2.339619,53.484875
Wilmslow Road Surgery,Doctors/GPs|Doctors/GPs,"Wilmslow Road Medical Centre, 156 Wilmslow Road, Rusholme, Manchester",M14 5LQ,1612242452,NA,Manchester,E0800003,-2.222822,53.452153
Premier Health Team,Doctors/GPs|Doctors/GPs,"The Bridgewater Medical Centre, Henry Street, Leigh",WN7 2PE,1942481851,http://www.premierhealthteam.org,Wigan,E08000010,-2.511927,53.493519
Dr Maung and Partners,Doctors/GPs|Doctors/GPs,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,1942483488,http://www.grameresurgery.co.uk,Wigan,E08000010,-2.511455,53.503236
Clarendon Surgery,Doctors/GPs|Doctors/GPs,"Pendleton Gateway, 1 The Broadwalk, Salford",M6 5FX,1612117373,NA,Salford,E0800006,-2.284742,53.488361
Ribblesdale Dr Britton & Partners,Doctors/GPs|Doctors/GPs,"Townside Primary Care Centre, Knowsley Place, 1 Knowsley Place, Knowsley Street, Bury",BL9 0SN,1617621650,http://www.ribblesdalemc.nhs.uk,Bury,E0800002,-2.29898,53.59031
Block Lane Surgery,Doctors/GPs|Doctors/GPs,"The Surgery, 158 Block Lane, Chadderton, Oldham",OL9 7SG,1616202321,http://www.blocklanesurgery.co.uk,Oldham,E0800004,-2.139039,53.535037
Littletown Family Medical Practice,Doctors/GPs|Doctors/GPs,"53 Manchester Road, Oldham",OL8 4LR,1616245457,http://www.littletownfamilymedical.nhs.uk,Oldham,E0800004,-2.134298,53.529137
Ashville Surgery,Doctors/GPs|Doctors/GPs,"171 Upper Chorlton Road, Whalley Range, Manchester",M16 9RT,1618814293,http://www.ashvillesurgery.nhs.uk,Manchester,E0800003,-2.268044,53.452519
Medlock Vale Medical Practice,Doctors/GPs|Doctors/GPs,"58 Ashton Road, Droylsden, Manchester",M43 7BW,1613701610,NA,Tameside,E0800008,-2.142502,53.479062
Sullivan Way Surgery,Doctors/GPs|Doctors/GPs,"Sullivan Way, Scholes, Wigan",WN1 3TB,1942243649,http://www.sullivanwaysurgery.co.uk,Wigan,E08000010,-2.622534,53.549154
Sharma and Partners,Doctors/GPs|Doctors/GPs,"Medicentre, 185 Wigan Road, Ashton-in-Makerfield, Wigan",WN4 9SL,1942483754,http://www.themedicentre.co.uk,Wigan,E08000010,-2.643055,53.494018
Lever Chambers 2,Doctors/GPs|Doctors/GPs,"Lever Chambers Centre for Health,, Ashburner Street,, Bolton",BL1 1SQ,1204462660,NA,Bolton,E0800001,-2.431198,53.576864
Castleton Health Centre,Doctors/GPs|Doctors/GPs,"2 Elizabeth Street, Castleton, Rochdale",OL11 3HY,1706658905,http://www.castletonhealthcentre.co.uk,Rochdale,E0800005,-2.18229,53.597034
Ashcroft Surgery,Doctors/GPs|Doctors/GPs,"803 Stockport Road, Levenshulme, Manchester",M19 3BS,1612241329,NA,Manchester,E0800003,-2.19117,53.445449000000004
Argyle Street Medical Centre,Doctors/GPs|Doctors/GPs,"141 Argyle Street, Heywood",OL10 3SD,1706366135,http://www.argylestreetmedicalcentre.co.uk,Rochdale,E0800005,-2.239335,53.58737
Walkden Gateway,Doctors/GPs|Doctors/GPs,"2 Smith street,Walkden, Manchester",M28 3EZ,1612117175,NA,Salford,E0800006,-2.398541,53.524898
Salford Medical Centre 1,Doctors/GPs|Doctors/GPs,"Salford Medical Centre(1), 194-198 Langworthy Road, Salford",M6 5PP,1617361166,http://www.salfordmedicalcentre.nhs.uk,Salford,E0800006,-2.294577,53.487206
Dearden Avenue Medical Practice,Doctors/GPs|Doctors/GPs,"1A Dearden Avenue, Little Hulton, Manchester",M38 9GH,1612126262,NA,Salford,E0800006,-2.418615,53.533827
GTD Healthcare Head Office,Doctors/GPs|Doctors/GPs|Mobile doctors|Urgent care centres,"New Century House, Progress Way, Denton, Manchester",M34 2GP,161337346,http://gtdhealthcare.co.uk/,Tameside,E0800008,-2.134034,53.450605
"Dr Patel, Kamath and Partners",Doctors/GPs|Doctors/GPs,"Longshoot Health Centre, Scholes, Wigan",WN1 3NH,8443878500,http://www.longshootmedicalpractice.nhs.uk,Wigan,E08000010,-2.620127,53.54967
Donald Wilde Medical Centre,Doctors/GPs|Doctors/GPs,"283 Rochdale Road, Oldham",OL1 2HG,1616523184,http://www.donaldwildemedicalcentre.nhs.uk,Oldham,E0800004,-2.120459,53.549464
Marus Bridge Practice,Doctors/GPs|Doctors/GPs,"Chandler House, Worsley Mesnes Health Centre, Poolstock Lane, Wigan",WN3 5HL,1942481500,http://www.marusbridgepractice.nhs.uk,Wigan,E08000010,-2.643772,53.529393
Shay Lane Medical Centre - Kelman,Doctors/GPs|Doctors/GPs,"Shay Lane, Hale Barns, Altrincham",WA15 8NZ,1619803835,http://www.shaylane.org,Trafford,E0800009,-2.31556,53.372189
Garden City Medical Centre,Doctors/GPs|Doctors/GPs,"1a Garden City, Holcombe Brook, Bury",BL0 9TN,1204884710,NA,Bury,E0800002,-2.330377,53.629515
Mandalay Medical Centre,Doctors/GPs|Doctors/GPs,"933 Blackburn Road, Bolton",BL1 7LR,8444771751,http://www.ehealthservice.co.uk/bolton/mandalay,Bolton,E0800001,-2.432116,53.610567
Bodey Medical Centre,Doctors/GPs|Doctors/GPs,"28 Ladybarn Lane, Fallowfield, Manchester",M14 6WP,1612486644,http://www.bodey.co.uk,Manchester,E0800003,-2.214798,53.440636
Princess Road Surgery,Doctors/GPs|Doctors/GPs,"471-475 Princess Road, Withington, Manchester",M20 1BH,1614457805,NA,Manchester,E0800003,-2.243625,53.440374
Shekar et al,Doctors/GPs|Doctors/GPs,"Minden Family Practices, Moorgate Primary Care Centre, 22 Derby Way, Bury",BL9 0NJ,1614478281,http://www.mindenfamilypractices.co.uk,Bury,E0800002,-2.288591,53.59553
HT Practice,Doctors/GPs|Doctors/GPs,"Ashton Primary Care Centre, 193 Old Street, Ashton-Under-Lyne",OL6 7SR,1613427200,http://www.htpractice.co.uk,Tameside,E0800008,-2.099213,53.486097
Park View Group Practice,Doctors/GPs|Doctors/GPs,"2 Longford Road West, Reddish, Stockport",SK5 6ET,1614269500,http://www.parkviewgrouppractice.co.uk,Stockport,E0800007,-2.160577,53.445476
"Drs Adab, Chavdarov, Chen, Chew-Graham, Hill, Ratcliffe and Siebert",Doctors/GPs|Doctors/GPs,"Chorlton Health Centre, 1 Nicolas Road, Chorlton-cum-Hardy, Manchester",M21 9NJ,1618814545,http://www.drschenanddavis.co.uk,Manchester,E0800003,-2.279717,53.443773
Hopwood Medical Centre,Doctors/GPs|Doctors/GPs,"1-3 Walton Street, Hopwood, Heywood",OL10 2BS,1706369886,NA,Rochdale,E0800005,-2.212052,53.587143
Valentine Medical Centre,Doctors/GPs|Doctors/GPs,"2 Smethurst Street, Blackley, Manchester",M9 8PP,1612415480,http://www.valentinemedicalcentre.co.uk,Manchester,E0800003,-2.213082,53.515702
Mount Road Surgery,Doctors/GPs|Doctors/GPs,"110 Mount Road, Gorton, Manchester",M18 7BQ,1612314997,http://www.mountroadsurgery.co.uk,Manchester,E0800003,-2.1814,53.45981
Longfield Medical Practice,Doctors/GPs|Doctors/GPs,"Prestwich Health Centre, Fairfax Road, Prestwich, Manchester",M25 1BT,1617730494,NA,Bury,E0800002,-2.28357,53.533828
Dr Alistair Partnership,Doctors/GPs|Doctors/GPs,"7 Brooks Medical Centre, 21 Church Street, Atherton, Manchester",M46 9DE,1942483250,NA,Wigan,E08000010,-2.489022,53.524185
Irlam Group Practice,Doctors/GPs|Doctors/GPs,"523 Liverpool Road, Irlam, Manchester",M44 6ZS,1617761e3,http://www.irlamgrouppractice.nhs.uk,Salford,E0800006,-2.426415,53.439142
Bramhall Park Medical Centre,Doctors/GPs|Doctors/GPs,"235 Bramhall Lane South, Bramhall, Stockport",SK7 3EP,1612044221,http://www.bramhallparkmedicalcentre.co.uk,Stockport,E0800007,-2.162344,53.376037
The Gill Medical Centre,Doctors/GPs|Doctors/GPs,"5 Harriet Street, Worsley, Manchester",M28 3DR,1617903033,http://www.thegillmedicalcentre.co.uk,Salford,E0800006,-2.398384,53.524288
Ashworth Street Surgery,Doctors/GPs|Doctors/GPs,"85 Spotland Road, Rochdale",OL12 6RT,1706346767,http://www.ashworthstreetsurgeryrochdale.co.uk,Rochdale,E0800005,-2.165652,53.619565
Lower Broughton Medical Practice 3,Doctors/GPs|Doctors/GPs,"Lower Broughton Health Centre, Great Clowes Street, Salford",M7 1RD,1612126520,NA,Salford,E0800006,-2.258808,53.49359
The Energise Healthy Living Centre,Doctors/GPs|Doctors/GPs,"3 Douglas Green, Salford",M6 6ES,1613515050,NA,Salford,E0800006,-2.283601,53.497848
Hazeldene Medical Centre,Doctors/GPs|Doctors/GPs,"97 Moston Lane East, New Moston, Manchester",M40 3HD,1612418039,http://www.hazeldenemanchester.nhs.uk,Manchester,E0800003,-2.161372,53.516187
Woodlands Medical Practice,Doctors/GPs|Doctors/GPs,"Chadderton Town Health Centre, Chadderton, Oldham",OL9 0LH,1619098131,http://www.woodlandsmedicalpractice.com,Oldham,E0800004,-2.142182,53.545559
Heaton Moor Medical Group,Doctors/GPs|Doctors/GPs,"32 Heaton Moor Road, Heaton Moor, Stockport",SK4 4NX,1614320671,http://www.hmmc.info,Stockport,E0800007,-2.180393,53.424819
Cornerstone Family Practice,Doctors/GPs|Doctors/GPs,"Cornerstone Centre, Graham Street, Beswick, Manchester",M11 3AA,1612230637,http://www.cornerstonefamilypractice.co.uk,Manchester,E0800003,-2.195097,53.474422
The Elms Medical Centre,Doctors/GPs|Doctors/GPs,"Green Lane, Whitefield, Manchester",M45 7FD,1617662662,NA,Bury,E0800002,-2.295201,53.553233
Urban Village Medical Practice,Doctors/GPs|Doctors/GPs,"Old Mill Street, Manchester",M4 6EE,1612725656,http://www.uvmp.co.uk,Manchester,E0800003,-2.219472,53.4829
Cheetham Hill Primary Care Centre,Doctors/GPs|Doctors/GPs,"244 Cheetham Hill Road, Manchester",M8 8UP,1612776939,http://www.cheethamhillmedicalcentre.co.uk,Manchester,E0800003,-2.23526,53.501162
Dr Seabrook & partners,Doctors/GPs|Doctors/GPs,"Cheadle Hulme Health Centre, Smithy Green, Hulme Hall Road, Cheadle",SK8 6LU,1614265300,http://www.cheadlehulmeandbridgehouse.nhs.uk,Stockport,E0800007,-2.191357,53.366475
Awburn House Medical Practice,Doctors/GPs|Doctors/GPs,"Mottram Moor, Mottram, Hyde",SK14 6LA,1457763263,NA,Tameside,E0800008,-2.011,53.458105
Dr M B Ghafoor and Dr S A Abbasi,Doctors/GPs|Doctors/GPs,"1st Floor, Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,1706261999,NA,Rochdale,E0800005,-2.154239,53.611617
Durnford Medical Centre,Doctors/GPs|Doctors/GPs,"113 Long Street, Middleton, Manchester",M24 6DL,1616432011,http://www.durnfordmc.nhs.net,Rochdale,E0800005,-2.197033,53.554038
Bradford Street Surgery,Doctors/GPs|Doctors/GPs,"65 Bradford Street, Haulgh, Bolton",BL2 1HT,1204521061,http://www.thesurgerybradfordstreet.nhs.uk,Bolton,E0800001,-2.418225,53.576838
Milnrow Village Practice,Doctors/GPs|Doctors/GPs,"44-48 Newhey Road, Milnrow, Rochdale",OL16 4EG,1706641409,http://www.milnrowvillagepractice.co.uk,Rochdale,E0800005,-2.106343,53.606608
Lockside Medical Centre,Doctors/GPs|Doctors/GPs,"85 Huddersfield Road, Stalybridge",SK15 2PT,1613037200,http://www.locksidemedical.co.uk,Tameside,E0800008,-2.046286,53.484945
Al-Shifa Medical Centre,Doctors/GPs|Doctors/GPs,"4-6 Copson Street, Withington, Manchester",M20 3HE,1614342753,NA,Manchester,E0800003,-2.229695,53.433705
Lowton Surgery,Doctors/GPs|Doctors/GPs,"208c, Newton Road, Lowton, Warrington",WA3 2AQ,1942605135,NA,Wigan,E08000010,-2.561051,53.471942
Lower Broughton Medical Practice 4,Doctors/GPs|Doctors/GPs,"Lower Broughton Health Centre, Great Clowes Street, Salford",M7 1RD,1618392730,NA,Salford,E0800006,-2.258808,53.49359
Woodside Medical Centre,Doctors/GPs|Doctors/GPs,"247J Wood Street, Langley Estate, Middleton, Manchester",M24 5QL,1616439244,NA,Rochdale,E0800005,-2.213286,53.556347
Oldham Medical Services,Doctors/GPs|Doctors/GPs,"Langham House, 368 Ashton Road, Oldham",OL8 3HF,1616244716,http://www.oldhammedicalservices.co.uk,Oldham,E0800004,-2.111235,53.525357
Park Medical Practice,Doctors/GPs|Doctors/GPs,"119 Park Road, Timperley, Altrincham",WA15 6QQ,1619733485,NA,Trafford,E0800009,-2.327843,53.401899
Brooklands Medical Practice,Doctors/GPs|Doctors/GPs,"594 Altrincham Road, Wythenshawe, Manchester",M23 9JH,1619983818,http://www.brooklandsmedicalpractice.co.uk,Manchester,E0800003,-2.304253,53.400982
Stamford House Medical Centre,Doctors/GPs|Doctors/GPs,"2 Princess Street, Ashton Under Lyne",OL6 9QH,1613440803,http://www.stamfordhousemedicalcentre.co.uk,Tameside,E0800008,-2.078642,53.493647
Dukinfield Medical Practice,Doctors/GPs|Doctors/GPs,"20-22 Concord Way, Dukinfield",SK16 4DB,1613436382,http://www.dukinfieldmedicalpractice.co.uk,Tameside,E0800008,-2.083416,53.476538
Dr Vasanth and Partners,Doctors/GPs|Doctors/GPs,"Atherton Health Centre, Atherton, Manchester",M46 0LE,1942481040,NA,Wigan,E08000010,-2.500811,53.527489
Silverdale Medical Practice,Doctors/GPs|Doctors/GPs,"Pendlebury Health Centre, 659 Bolton Road, Pendlebury, Manchester",M27 8HP,1612126565,http://www.pendleburyhealthcentre.co.uk,Salford,E0800006,-2.331475,53.518793
Bee Fold Medical Centre,Doctors/GPs|Doctors/GPs,"25 Bee Fold Lane, Atherton, Manchester",M46 0BD,1942510468,NA,Wigan,E08000010,-2.499759,53.521372
Ashton Medical Group,Doctors/GPs|Doctors/GPs,"GP Surgery, Glebe Street, Ashton Under Lyne",OL6 6HD,1613309880,NA,Tameside,E0800008,-2.089184,53.489361
Beech House Medical Practice,Doctors/GPs|Doctors/GPs,"Beech Avenue,, Hazel Grove,, Stockport",SK7 4QR,1614836222,http://www.beechhousesurgery.co.uk,Stockport,E0800007,-2.118146,53.379406
Lever Chambers 1,Doctors/GPs|Doctors/GPs,"Lever Chambers Centre for Health,, Ashburner Street,, Bolton",BL1 1SQ,1204462630,http://www.boltondoctors.co.uk,Bolton,E0800001,-2.431198,53.576864
Dr Wong and Partners,Doctors/GPs|Doctors/GPs,"Old Henry Street Medical Centre, Henry Street, Leigh",WN7 2PG,1942605506,http://www.oldhenrystreet.co.uk,Wigan,E08000010,-2.51155,53.494815
Dr D. Pal & Dr M. Pal,Doctors/GPs|Doctors/GPs,"Golborne Health Centre, Kidglove Road, Golborne, Warrington",WA3 3GS,1942481600,NA,Wigan,E08000010,-2.595867,53.478431
Mark Street Surgery,Doctors/GPs|Doctors/GPs,"2 Mark Street, Rochdale",OL12 9BE,1706643183,http://www.markstreetsurgery.co.uk,Rochdale,E0800005,-2.144639,53.62423
The Maples Medical Centre,Doctors/GPs|Doctors/GPs,"2 Scout Drive, Newall Green, Manchester",M23 2SY,1614988484,http://www.themaplesmc.co.uk,Manchester,E0800003,-2.286712,53.384846
Saddleworth Medical Practice,Doctors/GPs|Doctors/GPs,"Smithy Lane, Uppermill, Oldham",OL3 6AH,1457872228,http://www.saddleworthmedicalpractice.com,Oldham,E0800004,-2.004957,53.548331
Blackford House Medical Centre,Doctors/GPs|Doctors/GPs,"137 Croft Lane, Hollins, Bury",BL9 8QA,1617666622,http://www.blackfordhmc.co.uk,Bury,E0800002,-2.283415,53.574203
Monarch Medical Centre,Doctors/GPs|Doctors/GPs,"65 Cross Lane, Radcliffe, Manchester",M26 2QZ,1617230123,http://www.monarchmc.nhs.uk,Bury,E0800002,-2.316823,53.564198
Oak Gables Medical Practice,Doctors/GPs|Doctors/GPs,"The Oak Gables Partnership, Crompton Health Centre, High Street, Shaw, Oldham",OL2 8ST,1706888222,http://www.theoakgablespartnership.co.uk,Oldham,E0800004,-2.095994,53.574817
The Sides Medical Practice,Doctors/GPs|Doctors/GPs,"The Sides Medical Centre, Moorside Road, Swinton, Manchester",M27 0EW,1617941604,http://www.sidesmedicalcentre.co.uk,Salford,E0800006,-2.354232,53.505929
Wilbraham Surgery,Doctors/GPs|Doctors/GPs,"515 Wilbraham Road, Chorlton-Cum-Hardy, Manchester",M21 0UF,1618816120,NA,Manchester,E0800003,-2.271518,53.442318
Delamere Medical Practice,Doctors/GPs|Doctors/GPs,"Delamere Avenue, Stretford, Manchester",M32 0DF,1618640200,http://www.delameremedicalcentre.co.uk,Trafford,E0800009,-2.307365,53.450887
Al-Fal Medical Group - Pikes Lane Health Centre,Doctors/GPs|Doctors/GPs,"The Pikes Lane Centre, Deane Road, Bolton",BL3 5HP,1204463330,NA,Bolton,E0800001,-2.446348,53.572728
Whitley Road Medical Centre,Doctors/GPs|Doctors/GPs,"1 Whitley Road, Collyhurst, Manchester",M40 7QH,1612054407,NA,Manchester,E0800003,-2.2227,53.49493
Haughton Thornley Medical Centres,Doctors/GPs|Doctors/GPs,"Thornley House Medical Centre, Thornley Street, Hyde",SK14 1JY,1613677910,http://www.htmc.co.uk,Tameside,E0800008,-2.076116,53.446746
Stockport Medical Group,Doctors/GPs|Doctors/GPs,"1-3 Avondale Road, Edgeley, Stockport",SK3 9NX,1614265333,http://www.stockportmedicalgroup.nhs.uk,Stockport,E0800007,-2.177788,53.402873
St Gabriel's Medical Centre,Doctors/GPs|Doctors/GPs,"4 Bishops Road, Prestwich, Manchester",M25 0HT,1617731791,NA,Bury,E0800002,-2.265791,53.520809
Conway Road Medical Practice,Doctors/GPs|Doctors/GPs,"Conway Road Health Centre, 80a Conway Road, Sale",M33 2TB,1619731151,http://www.conwayroadsurgery.co.uk,Trafford,E0800009,-2.303561,53.417873
Wellfield Medical Centre,Doctors/GPs|Doctors/GPs,"55 Crescent Road, Crumpsall, Manchester",M8 9JT,1617402213,http://www.wellfieldmedicalcentre.com,Manchester,E0800003,-2.242019,53.512545
Dr I K Babar & Partners,Doctors/GPs|Doctors/GPs,"The Croft Shifa Health Centre, Floor 2, Belfield Road, Rochdale",OL16 2UP,1706261883,http://www.croftshifahealthcentre.co.uk,Rochdale,E0800005,-2.14084,53.622824
Quayside Medical Practice,Doctors/GPs|Doctors/GPs,"Failsworth District Centre, Ashton Road West, Failsworth, Manchester",M35 0AD,1616811818,http://www.quaysidemedicalpractice.co.uk,Oldham,E0800004,-2.156747,53.509855
The Singh Medical Practice,Doctors/GPs|Doctors/GPs,"The Harpurhey Health Centre, 1 Church Lane, Harpurhey, Manchester",M9 4BE,1618612408,NA,Manchester,E0800003,-2.213622,53.512042
Heaton Mersey Medical Practice,Doctors/GPs|Doctors/GPs,"460 Didsbury Road, Heaton Mersey, Stockport",SK4 3BT,1614269400,http://www.heatonmerseymedicalpractice.co.uk,Stockport,E0800007,-2.205118,53.412519
Partington Family Practice,Doctors/GPs|Doctors/GPs,"Partington Health Centre, Central Road, Partington, Manchester",M31 4FY,1617757033,http://www.drdeweeverandpartners.co.uk,Trafford,E0800009,-2.425413,53.417204
The Dawes Family Practice,Doctors/GPs|Doctors/GPs,"83 Spotland Road, Rochdale",OL12 6RX,1706644040,http://www.dawesfp.gpsurgery.net,Rochdale,E0800005,-2.165652,53.619565
Barlow Medical Centre,Doctors/GPs|Doctors/GPs,"828 Wilmslow Road, Didsbury, Manchester",M20 2RN,1614459e3,http://www.barlowmed.com,Manchester,E0800003,-2.231434,53.413163
Dr Ngan and Partners,Doctors/GPs|Doctors/GPs,"The Vallance Centre, Brunswick Street, Manchester",M13 9UJ,1612741500,NA,Manchester,E0800003,-2.224542,53.469786
Adswood Road Surgery,Doctors/GPs|Doctors/GPs,"270 Adswood Road, Adswood, Stockport",SK3 8PN,1614269770,http://www.adswoodsurgery.co.uk,Stockport,E0800007,-2.169883,53.389393
Gorton Medical Centre,Doctors/GPs|Doctors/GPs,"46 Wellington Street, Gorton, Manchester",M18 8LJ,1612231113,NA,Manchester,E0800003,-2.171985,53.463168
Standish Medical Practice,Doctors/GPs|Doctors/GPs,"49 High Street, Wigan",WN6 0HD,1257421909,http://www.standishmedicalpractice.nhs.uk,Wigan,E08000010,-2.660681,53.584559
Peterloo Medical Centre,Doctors/GPs|Doctors/GPs,"133-137 Manchester Old Road, Middleton, Manchester",M24 4DZ,1616435005,http://www.peterloomc.co.uk,Rochdale,E0800005,-2.20616,53.54676
Florence House Medical Practice,Doctors/GPs|Doctors/GPs,"Ashton Old Road,, Higher Openshaw,, Manchester",M11 1JG,1613702133,http://www.florencehousesurgery.co.uk,Manchester,E0800003,-2.163496,53.472644
Bradshaw Medical Partnership,Doctors/GPs|Doctors/GPs,"Bradshaw Medical Centre, Bradshaw Street, Orrell, Wigan",WN5 0AB,1942483900,http://www.bradshawmedicalcentre.nhs.uk,Wigan,E08000010,-2.688594,53.537889
Shevington Surgery,Doctors/GPs|Doctors/GPs,"The Surgery, Houghton Lane, Shevington, Wigan",WN6 8ET,1942483777,http://www.shevington-surgery.co.uk,Wigan,E08000010,-2.69942,53.574041
The Hive Health Centre,Doctors/GPs|Doctors/GPs,"Clough Street,, Middleton,, Manchester",M24 2YJ,1616544103,http://www.thehivehealthcentre.co.uk,Rochdale,E0800005,-2.187672,53.55683
Langworthy Medical Practice,Doctors/GPs|Doctors/GPs,"250 Langworthy Road, Salford",M6 5WW,1617379244,http://www.langworthymedicalpractice.co.uk,Salford,E0800006,-2.294771,53.489371
Heald Green Health Centre 1,Doctors/GPs|Doctors/GPs,"Finney Lane, Heald Green, Cheadle",SK8 3JD,1614269e3,http://www.drdeanandpartners.co.uk,Stockport,E0800007,-2.229276,53.369878
The Chandler Surgery,Doctors/GPs|Doctors/GPs,"Chandler House, Worsley Mesnes Health Centre, Poolstock Lane, Wigan",WN3 5HL,1942481440,http://www.chandlersurgery.nhs.uk,Wigan,E08000010,-2.643772,53.529393
CH Medical,Doctors/GPs|Doctors/GPs,"Fields New Road Primary Care Centre, Chadderton, Oldham",OL9 8NH,161785924,http://www.ch-medical.co.uk,Oldham,E0800004,-2.145068,53.533205
St Chads Medical Practice,Doctors/GPs|Doctors/GPs,"St Chads Centre, Lime Green Parade, Lime Green, Oldham",OL8 3HH,161620161,http://www.stchadsmedicalpractice.co.uk,Oldham,E0800004,-2.126789,53.515222
King Street Medical Centre,Doctors/GPs|Doctors/GPs,"96-98 King Street, Dukinfield",SK16 4JZ,1613301142,http://www.kingstreetmedicalcentre.co.uk,Tameside,E0800008,-2.093455,53.478589
Northern Moor Medical Practice,Doctors/GPs|Doctors/GPs,"216 Wythenshawe Road, Northern Moor, Manchester",M23 0PH,1619982503,NA,Manchester,E0800003,-2.285109,53.408049
Firsway Health Centre,Doctors/GPs|Doctors/GPs,"121 Firsway, Sale",M33 4BR,1619050310,http://www.firswayhealthcentre.co.uk,Trafford,E0800009,-2.355468,53.421289
Manor Medical Practice,Doctors/GPs|Doctors/GPs,"Offerton Health Centre, 10 Offerton Lane, Offerton, Stockport",SK2 5AR,1614269166,http://www.manormedical.co.uk,Stockport,E0800007,-2.136713,53.403467
The Northenden Group Practice,Doctors/GPs|Doctors/GPs,"489 Palatine Road, Northenden, Manchester",M22 4DH,1619983206,NA,Manchester,E0800003,-2.265032,53.406431
The Arch Medical Practice,Doctors/GPs|Doctors/GPs,"175 Royce Road, Hulme, Manchester",M15 5TJ,1612260606,http://www.thearchmedicalpractice.co.uk,Manchester,E0800003,-2.249612,53.46774
Crompton View Surgery,Doctors/GPs|Doctors/GPs,"Crompton Health Centre, 501 Crompton Way, Bolton",BL1 8UP,1204463090,NA,Bolton,E0800001,-2.415226,53.597486
Dr Hazem Lloyd,Doctors/GPs|Doctors/GPs,"Cedar House, 82 Bramhall Lane, Davenport, Stockport",SK2 6JG,1614265198,NA,Stockport,E0800007,-2.153043,53.393784
Fairfax Group Practice,Doctors/GPs|Doctors/GPs,"Prestwich Health Centre, Fairfax Road, Prestwich, Manchester",M25 1BT,1617732483,http://www.fairfaxgrouppractice.nhs.uk,Bury,E0800002,-2.28357,53.533828
Dalefield Surgery,Doctors/GPs|Doctors/GPs,"Avondale Health Centre, Avondale Street, Bolton",BL1 4JP,1204462880,http://www.dalefieldsurgery.nhs.uk,Bolton,E0800001,-2.451813,53.588167
Bupa Insurance - Anchorage,Doctors/GPs|Phone/online advice,"Anchorage 3 & 4, Anchorage Quays, Manchester",M50 3SP,2076562e3,NA,Salford,E0800006,-2.290235,53.473779
Denton Medical Practice,Doctors/GPs|Doctors/GPs,"100 Ashton Road, Denton, Manchester",M34 3JE,1613208788,http://www.dentonmedical.co.uk,Tameside,E0800008,-2.115509,53.45991
Walkden Medical Practice,Doctors/GPs|Doctors/GPs,"2 Hodge Road, Worsley, Manchester",M28 3AT,1617025310,http://www.walkdenmedicalcentre.co.uk,Salford,E0800006,-2.397527,53.522942
Redbank Group Practice,Doctors/GPs|Doctors/GPs,"Sun Suite 2nd Floor Radcliffe Primary Care Centre, 69 Church Street West,, Radcliffe",M26 3XA,1617242040,http://www.redbankgp.nhs.uk,Bury,E0800002,-2.363787,53.570535
The RLC Surgery,Doctors/GPs|Doctors/GPs,"Star Suite 2nd Floor Radcliffe Primary Care Centre 69 Church Street West, Radcliffe, Manchester",M26 2SP,1617242080,http://www.therlc.co.uk,Bury,E0800002,-2.323706,53.560143
Mile Lane Surgery,Doctors/GPs|Doctors/GPs,"Mile Lane Health Centre, 80 Mile Lane, Bury",BL8 2JR,1617647804,http://www.milelanehc.nhs.uk,Bury,E0800002,-2.335248,53.587814
Gatley Group Practice,Doctors/GPs|Doctors/GPs,"Old Hall Road, Gatley, Cheadle",SK8 4DG,1614265100,http://www.gatleymedicalcentre.co.uk,Stockport,E0800007,-2.235344,53.393794
Dr Anis and Anis,Doctors/GPs|Doctors/GPs,"Golborne Health Centre, Kidglove Road, Golborne, Warrington",WA3 3GS,1942481600,NA,Wigan,E08000010,-2.595867,53.478431
M Ullah,Doctors/GPs|Doctors/GPs,"Platt Bridge Health Centre, Rivington Avenue, Platt Bridge, Wigan",WN2 5NG,1942482370,NA,Wigan,E08000010,-2.595925,53.522279
Marple Bridge Surgery,Doctors/GPs|Doctors/GPs,"Town Street, Marple Bridge, Stockport",SK6 5AA,1614272049,http://www.MarpleBridgeSurgery.nhs.uk,Stockport,E0800007,-2.053323,53.400594
Leigh Family Practice,Doctors/GPs|Doctors/GPs,"Bridgewater Medical Centre, Henry Street, Leigh",WN7 2PE,1942481830,http://www.ssphealth.com,Wigan,E08000010,-2.511927,53.493519
Marsh Green Medical Practice,Doctors/GPs|Doctors/GPs,"Harrow Road, Marsh Green, Wigan",WN5 0QL,1942510468,http://www.ssphealth.com,Wigan,E08000010,-2.667437,53.549263
